EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,0.2605,0.055200,0.013700,0.063000,0.010200,0.030100,0.001700,0.005900,0.002500,0.019000,0.001500,0.002300,0.020400,0.2608,0.2397,0.8424,0.015400,0.2758,0.018100,0.000800,0.002600,0.004000,0.084700,0.000900,0.000400,0.000100,0.005700,0.033100,0.000100,0.001700,0.014800,0.001400,0.001700,0.037900,0.010500,0.000100,0.075700,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3538,14984.7617,5450.5469,6214.1250,0,20435.3086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,13.1301,0.069700,0.011700,0.087000,0.013900,0.026800,0.002000,0.007100,0.002900,0.024300,0.001100,0.003800,0.026800,0.3174,0.3022,0.9128,0.015900,0.3934,0.020500,0.000900,0.003100,0.005300,0.1118,0.001500,0.000700,0.000100,0.008100,0.042200,0.000200,0.002200,0.021400,0.001400,0.001700,0.056400,0.016000,0.000200,11.7608,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9592,14977.9648,5450.6094,6214.1250,0,20428.5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2147,0.067400,0.018300,0.1204,0.013300,0.033500,0.002300,0.007600,0.013100,0.035100,0.000900,0.003000,0.019700,0.2559,0.2420,0.8433,0.014400,0.2540,0.018100,0.000600,0.002500,20.8605,20.9088,0.001900,0.000700,0.000400,0.009200,0.040400,0.000200,0.002100,0.019300,0.001300,0.001700,0.053200,0.015100,0.000200,0.095000,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2996,14970.7852,5450.6094,6214.1250,0,20421.3945,0,0,0,0.061400,20.8553,0,0,0,412,305,0,0.085900,0,0,0
,12.5635,0.058200,0.011700,0.076000,0.011800,0.032400,0.001800,0.007700,0.002600,0.020600,0.001400,0.002500,0.038100,6.7434,0.2677,0.8737,0.015600,0.4367,0.020300,0.001100,0.011900,0.005100,0.1049,0.001400,0.000700,0.000100,0.006600,0.044500,0.000200,0.002400,0.018000,0.001200,0.001700,0.054600,0.016000,0.000100,4.7520,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8393,14967.9688,5450.6094,6214.1250,0,20418.5781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2648,0.061900,0.014000,0.075500,0.011800,0.033400,0.002500,0.007500,0.003100,0.024000,0.001300,0.003700,0.024300,0.2766,0.2472,0.8411,0.013100,0.2553,0.017400,0.000700,0.002400,0.003700,0.087900,0.001600,0.000500,0.000100,0.005900,0.034000,0.000100,0.001700,0.015300,0.001100,0.001500,0.045600,0.011800,0.000200,0.050600,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6105,14966.2461,5450.6094,6214.1250,0,20416.8555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.9553,0.064800,0.011800,0.084500,0.012800,0.028500,0.002000,0.006800,0.003000,0.023900,0.001400,0.004300,0.024000,0.3243,0.2785,0.8772,0.014300,0.4875,0.021300,0.000900,0.003000,0.004800,0.1017,0.001600,0.000700,0.000100,0.007200,0.037200,0.000200,0.001600,0.018200,0.001200,0.001400,0.051400,0.013600,0.000300,11.6559,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0192,14960.1641,5450.6094,6214.1250,0,20410.7734,0,0,1,0,0,0,0,0,386,301,0,0.084900,0,0,0
,0.2271,0.053700,0.012700,0.075700,0.009800,0.029700,0.002200,0.006900,0.003200,0.023700,0.001400,0.003300,0.022000,0.2497,0.2429,0.8466,0.013100,0.2363,0.016600,0.000600,0.002000,0.003500,0.079800,0.000900,0.000500,0.000100,0.005200,0.030100,0.000200,0.001700,0.013900,0.001200,0.001300,0.037800,0.010300,0.000100,0.050800,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7705,14960.8516,5450.6094,6214.1250,0,20411.4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.6664,0.072800,0.014300,0.087300,0.013300,0.031900,0.002600,0.007900,0.003200,0.027400,0.001300,0.004600,0.026400,0.2945,0.2623,0.8696,0.014100,0.3595,0.018700,0.000800,0.002500,0.005100,0.1014,0.001300,0.000800,0.000100,0.007000,0.037800,0.000200,0.002200,0.017800,0.001500,0.001600,0.051500,0.013500,0.000100,11.3790,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4825,14953.2539,5450.6094,6214.1250,0,20403.8633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2462,0.064200,0.012500,0.1283,0.013000,0.028000,0.002000,0.006600,0.002500,0.022800,0.001100,0.003600,0.021700,0.2664,0.2681,0.8973,0.014500,0.2574,0.015800,0.000600,0.009600,20.9117,21.0152,0.002000,0.001000,0.000300,0.008900,0.045500,0.000200,0.002500,0.021200,0.001400,0.001600,0.055200,0.014800,0.000200,0.053800,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3156,14945.9062,5450.6094,6214.1250,0,20396.5156,0,0,1,0,20.9071,0,0,0,432,309,0,0.093300,0,0,0
,12.3169,0.056100,0.011400,0.091500,0.012400,0.025400,0.001800,0.006300,0.002500,0.018800,0.001000,0.002300,0.019600,6.7729,0.2512,0.8622,0.012300,0.4224,0.020600,0.001000,0.002100,0.006000,0.1394,0.002300,0.000800,0.000100,0.007100,0.039900,0.000200,0.002000,0.019200,0.001400,0.001800,0.051700,0.014300,0,4.5971,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6750,14943.5977,5450.6094,6214.1250,0,20394.2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.5411,0.064500,0.013400,0.080100,0.012900,0.031200,0.002100,0.007000,0.002800,0.022900,0.001300,0.004200,0.022600,0.2862,0.2451,0.8657,0.013800,0.2840,0.017400,0.000700,0.002200,0.005200,0.099700,0.001200,0.000900,0.000100,0.007200,0.036600,0.000200,0.002000,0.018700,0.001900,0.001400,0.049900,0.013400,0.000100,11.3020,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6644,14940.5938,5450.6094,6214.1250,0,20391.2031,0,0,0,0,0,0,0,0,250,201,0,0.065100,0,0,0
,0.2186,0.045000,0.011900,0.055700,0.007800,0.025600,0.001600,0.006100,0.002500,0.019500,0.001100,0.002400,0.020600,0.2666,0.2213,0.8289,0.013900,0.2481,0.012400,0.000700,0.001300,0.003100,0.064800,0.000800,0.000400,0.000100,0.003700,0.022800,0,0.001300,0.009900,0.000700,0.001200,0.031100,0.009100,0.000100,0.080300,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4699,14939.8789,5450.6094,6214.1250,0,20390.4883,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
,12.8572,0.061400,0.011700,0.080800,0.011900,0.028500,0.001700,0.006000,0.002600,0.022100,0.001000,0.003500,0.020800,0.2886,0.2396,0.8599,0.013800,0.2906,0.018500,0.000800,0.002300,0.004500,0.093200,0.001300,0.000700,0.000100,0.006700,0.036000,0.000200,0.002100,0.016100,0.001300,0.001600,0.048200,0.013100,0.000100,11.6126,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8898,14931.7539,5450.6094,6214.1250,0,20382.3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2413,0.059900,0.011400,0.1259,0.013000,0.026100,0.002000,0.006600,0.002500,0.020900,0.001000,0.003300,0.021200,0.2721,0.2240,0.8766,0.013800,0.3446,0.016300,0.000800,0.002000,21.4942,24.2542,0.002400,0.000600,0.000200,0.010000,0.053400,0.000200,0.002400,0.019600,0.001200,0.001700,0.7984,0.015100,0.000100,0.048100,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9125,14924.3594,5450.6094,6214.1250,0,20374.9688,0,0,0,0,21.4885,0,0,0,432,311,0,0.093300,0,0,0
,12.3065,0.058700,0.013600,0.075700,0.012000,0.029400,0.002100,0.005800,0.002700,0.019400,0.001300,0.002700,0.022400,6.7186,0.2945,0.8895,0.014800,0.2938,0.018800,0.001000,0.011000,0.004600,0.096000,0.001300,0.000700,0.000100,0.007100,0.037900,0.000200,0.001800,0.017300,0.001100,0.001500,0.052100,0.013800,0.000100,4.5147,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4627,14921.0156,5450.6094,6214.1250,0,20371.6250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,0.2251,0.055800,0.009800,0.067500,0.009800,0.022500,0.001700,0.005500,0.002200,0.019400,0.001100,0.003100,0.017400,0.2865,0.2319,0.8654,0.014900,0.7309,0.020400,0.000600,0.002500,0.004500,0.098300,0.001100,0.000700,0.000100,0.006400,0.032400,0.000200,0.001500,0.015500,0.001100,0.001400,0.042000,0.011200,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6869,14920.2266,5450.6094,6214.1250,0,20370.8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.5191,0.066300,0.010200,0.082300,0.013100,0.024200,0.001800,0.006000,0.002800,0.022600,0.001100,0.003800,0.022400,0.2881,0.2267,0.8881,0.013800,0.2816,0.019900,0.001000,0.002900,0.004400,0.1018,0.001400,0.000700,0.000100,0.006500,0.051500,0.000200,0.002100,0.020500,0.001300,0.001700,0.056400,0.015700,0.000200,11.2521,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8780,14913.4727,5450.6094,6214.1250,0,20364.0820,0,0,1,0,0,0,0,0,366,301,0,0.085100,0,0,0
,0.2310,0.052600,0.010700,0.062300,0.008800,0.025200,0.001700,0.005800,0.002500,0.020000,0.001100,0.002300,0.019200,0.2469,0.2353,0.8271,0.013600,0.3365,0.015200,0.000600,0.001800,0.003800,0.080400,0.001500,0.000600,0.000100,0.005800,0.031000,0.000100,0.001500,0.013000,0.001100,0.001500,0.039900,0.011600,0.000200,0.075800,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2593,14911.8633,5450.6094,6214.1250,0,20362.4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.7021,0.064200,0.012200,0.088100,0.012300,0.028000,0.001700,0.011300,0.003500,0.029200,0.001400,0.004400,0.026800,0.3032,0.2650,0.8493,0.013100,0.3110,0.018900,0.000900,0.002600,0.004800,0.1035,0.001300,0.000700,0.000100,0.006800,0.038600,0.000100,0.002200,0.039200,0.001200,0.001500,0.050500,0.012800,0.000200,11.4718,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2591,14904.6680,5450.6094,6214.1250,0,20355.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2132,0.058600,0.011200,0.1165,0.012300,0.024400,0.001800,0.006000,0.002300,0.019600,0.001100,0.002800,0.020800,0.2490,0.2189,0.8645,0.013500,0.2722,0.015200,0.000700,0.009000,21.9881,22.0839,0.002400,0.000700,0.000200,0.008400,0.040100,0.000200,0.002400,0.019200,0.001300,0.001600,0.073200,0.014100,0.000100,0.034100,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8186,14901.4883,5450.6094,6214.1250,0,20352.0977,0,0,1,0,21.9842,0,0,0,407,305,0,0.091900,0,0,0
,12.3508,0.055400,0.011000,0.072000,0.011500,0.025200,0.001800,0.006100,0.002400,0.018000,0.001500,0.002600,0.020400,7.0231,0.2843,0.9375,0.016500,0.2773,0.020500,0.000800,0.002600,0.004500,0.097000,0.001300,0.000700,0.000100,0.006600,0.037200,0.000200,0.001900,0.016800,0.001300,0.001500,0.048500,0.014500,0.000100,4.2807,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4961,14898.7930,5450.6094,6214.1250,0,20349.4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.8066,0.060000,0.011200,0.077800,0.011600,0.025800,0.001500,0.005900,0.002500,0.019500,0.001000,0.002600,0.019300,0.2843,0.2444,0.8642,0.014000,0.3722,0.020000,0.000800,0.002700,0.005400,0.1071,0.001400,0.000700,0,0.006700,0.038700,0.000200,0.002000,0.018700,0.001400,0.001700,0.051600,0.013700,0.000100,11.6178,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3666,14894.3711,5450.6094,6214.1250,0,20344.9805,0,0,1,0,0,0,0,0,293,205,0,0.071500,0,0,0
,0.2407,0.068200,0.013800,0.073000,0.011100,0.027400,0.002600,0.006400,0.002800,0.022600,0.001300,0.003500,0.024300,0.2736,0.2430,0.8463,0.013500,0.2616,0.017700,0.000800,0.002400,0.004700,0.096200,0.001200,0.000600,0.000100,0.006700,0.035600,0.000200,0.001800,0.014400,0.001200,0.001500,0.078000,0.010800,0,0.080400,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8584,14893.2070,5450.6094,6214.1250,0,20343.8164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12.8550,0.065400,0.013000,0.085800,0.012800,0.029000,0.002000,0.006800,0.002900,0.025600,0.001300,0.004500,0.023300,0.3066,0.2270,0.8491,0.013600,0.4891,0.026600,0.001000,0.002800,0.005400,0.1063,0.001100,0.000600,0.000100,0.007100,0.037500,0.000200,0.002100,0.018400,0.001200,0.002200,0.050500,0.014400,0.000100,11.6202,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6136,14884.9609,5450.6094,6214.1250,0,20335.5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2382,0.068500,0.014600,0.1366,0.012800,0.034200,0.002600,0.008600,0.003100,0.027800,0.001400,0.003400,0.041300,0.3415,0.2913,0.8387,0.014200,0.2502,0.017200,0.000700,0.009300,20.8816,20.9829,0.001900,0.000800,0.000200,0.010100,0.040900,0.000100,0.002300,0.019400,0.001200,0.001900,0.052800,0.014900,0.000200,0.039100,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6702,14879.5781,5450.6094,6214.1250,0,20330.1875,0,0,1,0,20.8767,1,2,2,432,309,0,0.065000,0,0,0
,12.6576,0.059900,0.011200,0.072600,0.011300,0.027000,0.001700,0.007200,0.002400,0.019400,0.001100,0.002100,0.020100,7.3602,0.2567,0.8765,0.014300,0.3804,0.018700,0.000800,0.002500,0.004900,0.1018,0.001500,0.000700,0.000100,0.007300,0.038400,0.000100,0.002000,0.018100,0.001100,0.001500,0.052000,0.014700,0.000200,4.3057,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8961,14896.3164,5450.6094,6214.1250,0,20346.9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
