EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,1.8179,0.077700,0.009000,0.074400,0.011000,0.062000,0.002000,0.005800,0.002600,0.022600,0.000900,0.004000,0.026000,0.3054,0.2077,0.8121,0.012400,0.002500,0.099500,0.3470,0.015100,0.000500,0.002000,0.2154,0.3076,0.001000,0.001000,0.001800,0.016200,0.1239,0.5987,0.001200,0.017500,0.001300,0.001500,0.047200,0.012600,0.000100,0.7420,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1446,0,40,0,0,0.4499,0.5945,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6398,12014.7383,5463.0547,6219.0156,0,17477.7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1355,0.064900,0.011100,0.1251,0.012900,0.075300,0.002000,0.006000,0.003200,0.023100,0.001100,0.003400,0.026200,0.5349,0.1733,0.8843,0.011700,0.003600,0.1372,0.2285,0.019800,0.000600,0.002200,4.9541,5.0647,0.001800,0.000700,0.004000,0.019700,0.052900,0.3372,0.001400,0.026100,0.001500,0.002200,0.5992,0.011800,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.099897,0,16,0,0,0.2332,0.3331,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4321,12016.8555,5463.0547,6219.0156,0,17479.9102,0,0,1,0,4.7254,1,408,261,0,0.1157,0,0,0,0,0,0,0,0,0,0,0,0
,4.2737,0.069100,0.011500,0.091300,0.013200,0.068500,0.002800,0.005500,0.003300,0.023400,0.001200,0.004300,0.030300,1.4695,0.1723,0.8236,0.012200,0.003800,0.5328,0.4451,0.017800,0.000500,0.001900,0.2348,0.9052,0.001600,0.000800,0.001900,0.017100,0.049500,0.098500,0.001700,0.020600,0.001400,0.001800,0.076100,0.012100,0.000200,1.5651,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,14,14,2,0,30,0,30,0,0,1,28,0,0,0,0,0,0,0,0.094399,0,0,0,0,0,0.094399,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5433,12017.0469,5463.0547,6219.0156,0,17480.1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1151,0.053900,0.009500,0.072200,0.009800,0.059000,0.002200,0.005400,0.002900,0.021200,0.001100,0.003900,0.027300,0.3070,0.2263,0.8038,0.013000,0.002800,0.3698,0.3591,0.018500,0.000400,0.001600,0.2518,0.3427,0.000800,0.000800,0.001600,0.014500,0.044500,0.8653,0.001000,0.019000,0.001400,0.001200,0.043500,0.010100,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,2,4,2800,0,0,9,0,2,18,0,0,0,0,0,0,0,0.1210,0,5.5000,15.5938,0,1.0634,1.1844,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2447,12022.1367,5463.0547,6219.0156,0,17485.1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.7834,0.062100,0.019300,0.092400,0.012000,0.071000,0.001800,0.005200,0.003600,0.022300,0.001200,0.005000,0.030500,0.5901,0.2395,0.8217,0.013900,0.002500,0.099900,0.3033,0.018500,0.000700,0.065400,0.2608,0.3514,0.001200,0.000700,0.002100,0.016500,0.044000,0.1186,0.001300,0.019300,0.001300,0.001300,0.044100,0.010700,0.000100,1.6206,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1147,0,0,0,0,0,0.1147,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4004,12023.5000,5463.0547,6219.0156,0,17486.5547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1195,0.058800,0.011700,0.082600,0.021400,0.069400,0.002100,0.005400,0.003000,0.022300,0.001100,0.003900,0.028800,0.3038,0.2363,0.8263,0.013600,0.003300,0.1429,0.2190,0.016200,0.000500,0.002100,1.2971,1.2821,0.001000,0.000800,0.002500,0.018100,0.039000,0.7573,0.001200,0.019300,0.001500,0.001200,0.041600,0.010600,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,1,5,400,0,0,0,0,2,5,0,0,0,0,0,0,0,0.1657,0,22,2.9229,0,0.6932,0.8589,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1691,12022.5625,5463.0547,6219.0156,0,17485.6172,0,0,0,0.1139,0,0,557,417,0,0.1090,0,0,0,0,0,0,0,0,0,0,0,0
,2.8461,0.058500,0.010200,0.075100,0.010800,0.061100,0.006000,0.007700,0.003500,0.030600,0.001300,0.003900,0.027200,0.5459,0.2124,0.8217,0.013000,0.002600,0.099000,0.3255,0.017400,0.000800,0.003000,0.1472,0.2383,0.000900,0.000600,0.001400,0.014500,0.060000,0.6531,0.001200,0.020800,0.001200,0.001500,0.047800,0.011200,0.000200,1.7029,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1510,0,42,0,0,0.4979,0.6489,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3318,12022.5547,5463.0547,6219.0156,0,17485.6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1482,0.059800,0.012600,0.1087,0.012000,0.065400,0.002700,0.007500,0.003700,0.026900,0.001100,0.017300,0.027400,0.3311,0.2180,0.8268,0.015200,0.002600,0.064600,0.2297,0.015600,0.000500,0.002000,4.6881,4.7820,0.001100,0.000600,0.002800,0.018600,0.042500,0.5370,0.001200,0.019500,0.001300,0.001600,0.057500,0.010500,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1461,0,36.5000,0,0,0.3867,0.5328,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2927,12022.6523,5463.0547,6219.0156,0,17485.7070,0,0,1,0,4.4842,1,401,230,0,0.084400,0,0,0,0,0,0,0,0,0,0,0,0
,3.4132,0.057500,0.011200,0.073100,0.010200,0.066400,0.001700,0.004700,0.003100,0.020200,0.000900,0.003600,0.026400,1.5428,0.2033,0.8494,0.012900,0.003400,0.5341,0.3262,0.016400,0.000600,0.001800,0.2298,0.3208,0.001100,0.000800,0.001600,0.015400,0.041900,0.084900,0.001200,0.017000,0.001200,0.001500,0.048100,0.011400,0.000100,0.5810,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,13,14,2,0,29,0,29,0,0,2,27,0,0,0,0,0,0,0,0.080898,0,0,0,0,0,0.080898,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6647,12022.7148,5463.0547,6219.0156,0,17485.7695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1478,0.057900,0.010200,0.090400,0.012200,0.060500,0.002500,0.005500,0.003500,0.022600,0.000900,0.003800,0.026600,0.6677,0.1914,0.8120,0.014800,0.003000,0.4028,0.2910,0.026000,0.000500,0.002100,0.3252,0.4455,0.001600,0.000900,0.003300,0.021200,0.045200,1.2973,0.001300,0.020800,0.002000,0.001300,0.049600,0.012000,0.000200,0.1168,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,11,13,2,5,3200,0,0,9,0,2,22,0,0,0,0,0,0,0,0.1834,0,8.5000,19.0176,0,1.4818,1.6652,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8558,12022.4648,5463.0547,6219.0156,0,17485.5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9411,0.054600,0.010400,0.077500,0.010700,0.063200,0.001900,0.005900,0.003200,0.022200,0.000900,0.003900,0.028600,0.4156,0.2571,0.8304,0.012800,0.003200,0.098000,0.2781,0.015400,0.000600,0.073300,0.2463,0.3327,0.001300,0.000900,0.001800,0.015300,0.041300,0.093700,0.001100,0.018200,0.001300,0.002100,0.047300,0.011600,0.000100,1.7697,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,96,0,6,1,1,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.090003,0,0,0,0,0,0.090003,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4923,12022.5781,5463.1172,6219.0156,0,17485.6953,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
,0.1058,0.058200,0.010600,0.094200,0.012200,0.081500,0.002200,0.005500,0.003400,0.023000,0.001000,0.004000,0.026700,0.2891,0.1835,0.8442,0.011700,0.003300,0.088000,0.2288,0.016100,0.000600,0.001700,0.2608,0.3857,0.001300,0.000800,0.002100,0.016600,0.047700,0.7131,0.004400,0.021500,0.001300,0.001500,0.047400,0.011100,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,6,1,1,1,52,6,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1676,0,22.5000,0,0,0.5412,0.7088,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3075,12034.4180,5463.1172,6219.0156,0,17497.5352,0,0,0,0,0,0,563,419,0,0.1021,0,0,0,0,0,0,0,0,0,0,0,0
,2.8144,0.058600,0.011400,0.092200,0.011700,0.082400,0.002100,0.006000,0.003500,0.022800,0.001000,0.004800,0.030000,0.5657,0.1870,0.8254,0.013100,0.002800,0.092200,0.5642,0.017600,0.000600,0.002000,1.4094,1.3943,0.001100,0.000800,0.002900,0.016700,0.044600,0.8370,0.003700,0.019200,0.001300,0.001200,0.042400,0.011100,0.000100,1.7594,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,1,1,0,25,4,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1917,0,44,0,0,0.6407,0.8324,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5361,12036.4180,5463.1172,6219.0156,0,17499.5352,0,0,0,0.1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1546,0.060700,0.009700,0.1096,0.010700,0.056600,0.001900,0.005700,0.003200,0.021800,0.001000,0.003900,0.028400,0.3082,0.1789,0.7962,0.013500,0.002900,0.064000,0.2780,0.013800,0.000300,0.001500,4.2981,4.4340,0.001900,0.000600,0.002800,0.017800,0.099200,0.5883,0.001000,0.020100,0.001200,0.001300,0.2302,0.011100,0.000300,0.093300,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1484,0,39.5000,0,0,0.4356,0.5840,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6012,12035.9180,5463.1172,6219.0156,0,17499.0352,0,0,1,0,4.2935,1,397,230,0,0.081800,0,0,0,0,0,0,0,0,0,0,0,0
,3.3501,0.057600,0.010700,0.072500,0.010200,0.060600,0.002000,0.006000,0.003400,0.022300,0.000900,0.004200,0.029000,1.4469,0.1987,0.8037,0.013200,0.003600,0.5348,0.3293,0.017500,0.000500,0.002100,0.004100,0.090100,0.001100,0.000700,0.002000,0.013300,0.044500,0.070400,0.001300,0.020400,0.001200,0.001300,0.045300,0.011300,0.000100,0.6496,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,14,14,2,0,30,0,30,0,0,2,28,0,0,0,0,0,0,0,0.066798,0,0,0,0,0,0.066798,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1068,12035.9922,5463.1172,6219.0156,0,17499.1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1301,0.061400,0.013300,0.077500,0.010800,0.079100,0.002300,0.007100,0.002900,0.035800,0.001000,0.004000,0.027800,0.5283,0.2402,0.8325,0.014300,0.002800,0.4503,0.2527,0.018100,0.000500,0.001800,0.004500,0.1006,0.001200,0.000700,0.001700,0.012500,0.043900,1.0892,0.001100,0.018400,0.001300,0.001200,0.041600,0.010000,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,11,13,2,4,3200,0,0,9,0,2,22,0,0,0,0,0,0,0,0.1331,0,7,19.0107,0,1.3712,1.5043,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4915,12035.7852,5463.1172,6219.0156,0,17498.9023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.9839,0.056200,0.010900,0.074100,0.010000,0.070600,0.002100,0.005100,0.003700,0.021800,0.001300,0.004400,0.030700,0.3293,0.2245,0.8500,0.015000,0.002700,0.088200,0.3410,0.016000,0.000400,0.063700,0.004300,0.089400,0.001100,0.000800,0.001700,0.014700,0.042300,0.089500,0.001000,0.017700,0.001400,0.001200,0.049800,0.013000,0.000200,1.8783,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.085801,0,0,0,0,0,0.085801,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1050,12035.8438,5463.1172,6219.0156,0,17498.9609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1339,0.070900,0.013400,0.086100,0.011700,0.081500,0.002900,0.007200,0.003500,0.026700,0.001400,0.005000,0.032900,0.3297,0.2354,0.8972,0.015600,0.003100,0.1087,0.2299,0.016900,0.000500,0.002100,0.004400,0.1139,0.000900,0.000800,0.001800,0.013200,0.1410,0.6042,0.001300,0.022900,0.001700,0.001600,0.052500,0.013400,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1427,0,20.5000,0,0,0.4573,0.6000,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5893,12035.6562,5463.1172,6219.0156,0,17498.7734,0,0,0,0,0,0,563,417,0,0.1099,0,0,0,0,0,0,0,0,0,0,0,0
,2.9839,0.058100,0.010300,0.081100,0.011900,0.073700,0.002200,0.005700,0.003700,0.023300,0.001200,0.004400,0.029300,0.5829,0.2329,0.8270,0.015000,0.003000,0.1088,0.3260,0.017400,0.000400,0.002000,0.005000,0.6895,0.001200,0.000700,0.001600,0.015100,0.1123,0.7223,0.001100,0.021000,0.001400,0.001400,0.060300,0.010800,0.000200,1.8551,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,1,1,0,8,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1548,0,41,0,0,0.5633,0.7181,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1563,12035.6562,5463.1172,6219.0156,0,17498.7734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1262,0.063100,0.011100,0.090900,0.012600,0.055300,0.002100,0.005600,0.003300,0.023000,0.001200,0.004000,0.028800,0.2933,0.2246,0.8524,0.014400,0.002800,0.093100,0.2204,0.016000,0.000400,0.001800,3.7178,3.8197,0.001500,0.000600,0.003000,0.018900,0.047400,0.5789,0.001300,0.021300,0.001300,0.001500,0.052900,0.011700,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,48,4,97,0,6,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1446,0,38,0,0,0.4203,0.5649,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4199,12035.7383,5463.1172,6219.0156,0,17498.8555,0,0,1,0,3.7133,0,402,229,0,0.084000,0,0,0,0,0,0,0,0,0,0,0,0
,1.8417,0.064800,0.013800,0.081800,0.011200,0.095000,0.002600,0.007100,0.003600,0.026500,0.001400,0.004600,0.032900,1.6670,0.1861,0.8052,0.013900,0.003700,0.5132,0.3061,0.017600,0.000600,0.002000,0.004300,0.085700,0.001100,0.000800,0.001600,0.013200,0.039800,0.070200,0.001100,0.017000,0.001200,0.001300,0.043000,0.010900,0.000200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,13,14,2,0,29,0,29,0,0,2,27,0,0,0,0,0,0,0,0.066500,0,0,0,0,0,0.066500,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9404,12034.5859,5463.1172,6219.0156,0,17497.7031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1255,0.055200,0.009800,0.071700,0.010000,0.060200,0.002000,0.005300,0.003400,0.021800,0.001000,0.004000,0.028500,0.2982,0.1852,0.8105,0.011800,0.002700,0.088700,0.1984,0.015900,0.000600,0.001700,0.004000,0.091600,0.001300,0.000700,0.001500,0.012800,0.041600,0.6592,0.001000,0.020000,0.001300,0.001100,0.048800,0.010300,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1509,0,39,0,0,0.5045,0.6554,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4122,12034.3633,5463.1172,6219.0156,0,17497.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.7662,0.061100,0.010900,0.078000,0.011100,0.068500,0.012000,0.005900,0.003200,0.032400,0.000900,0.004300,0.027000,0.5379,0.1845,0.8177,0.014200,0.002700,0.1020,0.3179,0.016800,0.000500,0.063300,0.004300,0.093700,0.001000,0.000700,0.001600,0.014100,0.045300,0.4158,0.001200,0.019600,0.001400,0.001300,0.047800,0.012100,0.000200,1.6708,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1038,0,23.5000,0,0,0.3087,0.4125,0,2,2,1,2,3,12,1,2,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6491,12034.3828,5463.1172,6219.0156,0,17497.5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
