EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/AllWorkers/Physics,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Generic_RepNotifies,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Ticks/GuLiStrongholdNetworkPresentationComponent,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/EventWait/StartPhysics,FMsgLogf/FMsgLogfCount
,0.045100,0.2658,0.005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005500,1,0.011300,0.083500,0.013100,0.8968,0.033000,0.1439,0,0.000800,0.004600,0.029700,0.3221,0.5701,0.1891,0.007900,0.069100,0.035700,0.3606,0.016300,0.000400,0.096400,0.063400,0.016700,0.029000,0.006000,0.064600,0.6664,0.022500,0.1422,0.041800,0.073400,0.002300,0.018200,0.001300,0.005400,0.001400,0.018400,0.039300,0.044800,0.004700,0.000200,0.1700,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1532,0.038300,4,0.030500,0.049100,16.9088,9192.4258,2482.2266,2448.7188,0,11673.0977,0,0,0,0,0,16.6667,0.4799,24.6957,0,0,0,552,384,0,0.1199,0,0
,0.043500,0.2106,0.007400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400,1,0.011100,0.086300,0.011000,0.9361,0.028100,0.058200,0,0.001100,0.004200,0.029100,0.3153,0.4827,0.1371,0.004000,0.067800,0.043200,0.2459,0.020600,0.000800,0.002100,0.069600,0.015700,0.032600,0.006600,0.067200,0.7054,0.026200,0.1421,0.048500,0.089600,0.002800,0.023500,0.001200,0.006900,0.001600,0.019800,0.043400,0.049800,0.004900,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1531,0.038275,4,0.010400,0.064200,16.1584,9194.2422,2482.2266,2448.7188,0,11674.6523,0,0,0,0,0,16.6667,0.4349,25.0471,0,0,0,0,0,0,0,0,0
,0.024700,0.2294,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400,0.082000,0.012500,1.0575,0.035100,0.1795,0.1132,0.000900,0.005000,0.027300,0.3726,0.4392,0.1347,0.003800,0.060300,0.040500,0.2684,0.019200,0.000600,0.001900,0.065800,0.015900,0.030100,0.005700,0.1028,0.8668,0.027500,0.1408,0.043000,0.069900,0.002500,0.018800,0.001300,0.006500,0.001500,0.008900,0.036100,0.058000,0.004800,0.000200,0.1439,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1832,0.045800,4,0.028200,0.061200,17.1926,9192.7461,2482.2266,2448.7188,0,11676.4688,0,0,0,0,0,16.6667,0.4057,26.5105,0,0,0,0,0,0,0,0,0
,0.040500,0.2248,0.005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010800,0.087200,0.011000,0.8977,0.026800,0.055600,0,0.001200,0.003700,0.027500,0.2972,0.4729,0.1427,0.004200,0.060300,0.039100,0.2094,0.019900,0.000700,0.002000,0.066600,0.014700,0.029400,0.006000,0.065500,0.6716,0.025500,0.1409,0.048000,0.082600,0.002500,0.020000,0.001200,0.006800,0.001800,0.019300,0.042800,0.052900,0.005200,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1678,0.041950,4,0.028700,0.066800,15.9907,9192.4297,2482.2266,2448.7188,0,11674.9727,0,0,0,0,0,16.6667,0.4473,26.5881,0,0,0,530,384,0,0.098500,0,0
,0.043000,0.2106,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003500,1,0.012500,0.092200,0.013800,1.0080,0.033700,0.1860,0.1186,0.001000,0.006100,0.025200,0.3758,0.4481,0.1572,0.004200,0.068300,0.046000,0.2443,0.018200,0.000700,0.002100,0.072800,0.018000,0.032500,0.006200,0.065500,0.7714,0.025300,0.1402,0.047200,0.081200,0.002800,0.019800,0.001400,0.006600,0.001700,0.019400,0.043100,0.051300,0.005400,0.000100,0.1582,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1728,0.043200,4,0.027400,0.066100,17.3419,9190.3789,2482.2266,2448.7188,0,11674.6562,0,0,0,0,0,16.6667,0.4145,24.5340,0,0,0,0,0,0,0,0,0
,0.039200,0.2152,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001800,1,0.011600,0.087900,0.012600,1.0129,0.033100,0.1543,0.1171,0.001000,0.004400,0.027500,0.2887,0.5008,0.1378,0.004200,0.061600,0.041500,0.2438,0.021800,0.000700,0.002000,0.065400,0.013700,0.051700,0.008400,0.066700,0.7681,0.026000,0.1405,0.047800,0.086600,0.002600,0.020100,0.001300,0.006200,0.002400,0.010800,0.035300,0.051600,0.005600,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1973,0.049325,4,0.030300,0.065000,16.4152,9190.6914,2482.2266,2448.7188,0,11672.6055,0,0,0,0,0,16.6667,0.4624,25.4786,0,0,0,0,0,0,0,0,0
,0.040300,0.2330,0.004100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011300,0.079500,0.012700,0.8844,0.031200,0.1094,0.021500,0.000900,0.005100,0.029400,0.3365,0.4352,0.1366,0.003800,0.060000,0.041600,0.2579,0.017100,0.000500,0.098400,0.054300,0.011800,0.025400,0.005600,0.064900,0.6661,0.023200,0.1398,0.042200,0.069500,0.002600,0.018800,0.001200,0.005300,0.001200,0.014300,0.034200,0.049100,0.004900,0.000100,0.1471,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2207,0.055175,4,0.043200,0.070500,16.5386,9189.9453,2482.2266,2448.7188,0,11672.9180,0,0,0,0,0,16.6667,0.4247,26.1196,0,0,0,548,384,0,0.1052,0,0
,0.040300,0.2104,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003300,1,0.012600,0.086200,0.013000,0.9815,0.031700,0.1498,0.1154,0.000800,0.004200,0.027400,0.3030,0.4990,0.1318,0.003800,0.063600,0.039700,0.2428,0.021900,0.000700,0.002200,0.068300,0.018100,0.031200,0.006200,0.066400,0.7567,0.026300,0.1403,0.042500,0.073900,0.002500,0.019000,0.001800,0.006500,0.001400,0.019400,0.042700,0.042200,0.004500,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1456,0.036400,4,0.028800,0.055400,16.7045,9189.0742,2482.2266,2448.7188,0,11672.1719,0,0,0,0,0,16.6667,0.4299,26.2120,0,0,0,0,0,0,0,0,0
,0.032700,0.2648,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005600,1,0.011500,0.081000,0.010200,0.9009,0.032500,0.093100,0,0.000800,0.004900,0.027000,0.4015,0.5104,0.1284,0.004100,0.055000,0.037300,0.2407,0.021700,0.000800,0.002100,0.063100,0.017400,0.030600,0.007000,0.065200,0.6838,0.024600,0.1407,0.044200,0.069800,0.002600,0.019000,0.001300,0.005600,0.001500,0.007500,0.029400,0.049700,0.004700,0.000100,0.1659,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1281,0.032025,4,0.018800,0.041800,16.6536,9187.3516,2482.2266,2448.7188,0,11671.3008,0,0,0,0,0,16.6667,0.4087,26.0469,1,0,0,0,0,0,0,0,0
,0.021700,0.2097,0.005400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011000,0.084500,0.009500,0.9288,0.030600,0.096800,0,0.000900,0.004500,0.026300,0.3257,0.4896,0.1045,0.003900,0.061500,0.040000,0.2456,0.025000,0.000700,0.002100,0.068500,0.016500,0.030600,0.006600,0.066200,0.7080,0.024800,0.1423,0.046100,0.069500,0.002600,0.020100,0.001200,0.006900,0.001700,0.019500,0.042300,0.051000,0.005200,0.000200,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1558,0.038950,4,0.028800,0.056500,16.4764,9186.2617,2482.2266,2448.7188,0,11669.5781,0,0,0,0,0,16.6667,0.3988,26.4385,0,0,0,532,385,0,0.097900,0,0
,0.032400,0.2295,0.006700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003300,1,0.013000,0.090200,0.011400,1.5779,0.030900,0.1552,0.1100,0.000800,0.005000,0.029000,0.3507,0.4282,0.1253,0.003600,0.060300,0.040300,0.2125,0.018200,0.000300,0.001600,0.075600,0.019400,0.036100,0.006300,0.1102,1.2974,0.039900,0.1982,0.053100,0.081600,0.002900,0.023600,0.001500,0.006900,0.001400,0.020800,0.048100,0.1389,0.003900,0.000100,0.1380,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1513,0.037825,4,0.032600,0.042900,17.7449,9185.0742,2482.2266,2448.7188,0,11668.4883,0,0,0,0,0,16.6667,0.4380,25.4285,0,0,0,0,0,0,0,0,0
,0.042000,0.1893,0.002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005100,1,0.012500,0.084100,0.009100,1.6384,0.032500,0.1529,0.1146,0.000900,0.003700,0.026200,0.3440,0.5894,0.1761,0.006000,0.065000,0.049600,0.1964,0.030200,0.001000,0.002600,0.081800,0.019100,0.036500,0.006200,0.1141,1.3445,0.040100,0.2246,0.051800,0.081300,0.002600,0.026000,0.001700,0.006800,0.001500,0.010800,0.037600,0.047500,0.004700,0.000100,0.011300,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1179,0.029475,4,0.009900,0.047500,16.7042,9184.1367,2482.2266,2448.7188,0,11667.3008,0,0,0,0,0,16.6667,0.4650,25.4521,0,0,0,0,0,0,0,0,0
,0.032100,0.2702,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002900,1,0.012900,0.073500,0.009500,0.8667,0.030100,0.1907,0.022000,0.000800,0.004800,0.027400,0.3516,0.4187,0.1271,0.003600,0.062600,0.042400,0.2434,0.019400,0.000500,0.052500,0.059700,0.016000,0.028500,0.006200,0.065800,0.6515,0.023900,0.1397,0.048100,0.064600,0.008600,0.017600,0.001300,0.005900,0.001700,0.019000,0.042300,0.040500,0.003700,0,0.1442,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1478,0.036950,4,0.015600,0.059400,15.7048,9182.8633,2482.2266,2448.7188,0,11666.3633,0,0,0,0,0,16.6667,0.4493,25.0857,0,0,0,548,384,0,0.1079,0,0
,0.027300,0.1939,0.005800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400,2,0.012500,0.076500,0.009300,1.0181,0.026800,0.1463,0.1137,0.000800,0.004000,0.024600,0.2894,0.4867,0.1209,0.004100,0.053800,0.036500,0.2322,0.020400,0.000500,0.001800,0.059700,0.015900,0.029100,0.005300,0.066300,0.7670,0.029300,0.1667,0.043000,0.072000,0.002300,0.018500,0.001300,0.006900,0.001400,0.020400,0.044400,0.045100,0.004900,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309,0.032725,4,0.009100,0.051900,16.6581,9177.2656,2482.2891,2448.7188,0,11665.1523,0,0,0,0,0,16.6667,0.4081,25.2254,0,0,0,0,0,0,0,0,0
,0.039400,0.2639,0.004200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003100,1,0.014100,0.086800,0.011000,0.9127,0.028600,0.1125,0,0.000500,0.004300,0.026700,0.3185,0.4624,0.1268,0.004100,0.055500,0.041700,0.2322,0.016500,0.000500,0.001800,0.059800,0.012700,0.025000,0.005600,0.067300,0.6978,0.024400,0.1426,0.044000,0.072700,0.002200,0.018800,0.001300,0.005900,0.001500,0.008300,0.030100,0.044700,0.004700,0.000300,0.1538,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1291,0.032275,4,0.010200,0.043400,16.5761,9163.0859,2482.2891,2448.7188,0,11659.5547,0,0,0,0,0,16.6667,0.3392,25.1233,0,0,0,0,0,0,0,0,0
,0.020400,0.2022,0.006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012500,0.087200,0.009800,1.0250,0.029500,0.1517,0.1474,0.000900,0.004800,0.025900,0.2976,0.4901,0.1238,0.004200,0.061300,0.040500,0.2355,0.024600,0.000600,0.002300,0.069800,0.016200,0.030500,0.006100,0.071100,0.7916,0.028800,0.1506,0.047900,0.082900,0.002300,0.019800,0.001300,0.006100,0.002500,0.018400,0.041800,0.065400,0.005200,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1708,0.042700,4,0.029600,0.058400,16.9158,9161.6680,2482.2891,2448.7188,0,11645.3750,0,0,0,0,0,16.6667,0.3799,24.9903,0,0,0,534,386,0,0.1095,0,0
,0.027400,0.2732,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400,1,0.013200,0.089100,0.012700,0.9598,0.040800,0.1421,0,0.000800,0.005200,0.032300,0.3741,0.7102,0.1680,0.007800,0.061800,0.055300,0.2323,0.018700,0.000400,0.001700,0.054600,0.011500,0.023700,0.004500,0.066400,0.7173,0.025900,0.1395,0.042500,0.065900,0.002300,0.019500,0.001300,0.006000,0.001600,0.018800,0.039500,0.042800,0.005000,0.000100,0.1910,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1270,0.031750,4,0.009000,0.047000,16.9309,9160.2188,2482.2891,2448.7188,0,11643.9570,0,0,0,0,0,16.6667,0.4422,24.2438,0,0,0,0,0,0,0,0,0
,0.034300,0.2300,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002400,1,0.012800,0.087700,0.012700,1.0218,0.034900,0.1817,0.1143,0.001000,0.004700,0.025300,0.3014,0.4914,0.1508,0.004100,0.061500,0.043100,0.2020,0.021300,0.000900,0.002400,0.065200,0.012400,0.028700,0.004900,0.067200,0.7825,0.026200,0.1414,0.048300,0.095500,0.002800,0.020500,0.001200,0.006300,0.001500,0.010100,0.033300,0.062700,0.004600,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1503,0.037575,4,0.021700,0.055600,16.3966,9154.7422,2482.2891,2448.7188,0,11642.5078,0,0,0,0,0,16.6667,0.4353,25.3555,0,0,0,0,0,0,0,0,0
,0.043000,0.2623,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003500,1,0.012300,0.087500,0.012200,0.9086,0.029900,0.1236,0.022000,0.001200,0.005100,0.029600,0.3482,0.4359,0.1349,0.004000,0.059700,0.042300,0.2993,0.016400,0.000800,0.060500,0.059200,0.013200,0.024200,0.004600,0.067200,0.6836,0.025000,0.1445,0.045200,0.080600,0.002600,0.020500,0.001400,0.006300,0.001700,0.019500,0.042800,0.051000,0.005200,0.000100,0.1675,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1933,0.048325,4,0.028800,0.070200,16.6617,9152.2266,2482.2891,2448.7188,0,11637.0312,0,0,0,0,0,16.6667,0.4080,26.0926,0,0,0,546,384,0,0.1055,0,0
,0.045800,0.1985,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.086500,0.012600,0.9876,0.029400,0.1739,0.1154,0.001000,0.005100,0.030500,0.3142,0.5484,0.1276,0.004700,0.054300,0.035400,0.2012,0.020100,0.000500,0.002100,0.065500,0.015200,0.028700,0.006200,0.065900,0.7550,0.024300,0.1422,0.045100,0.090600,0.002400,0.018000,0.001200,0.005900,0.001500,0.019400,0.042700,0.048000,0.005100,0,0.1643,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1680,0.042000,4,0.029400,0.050700,16.8066,9149.2930,2482.2891,2448.7188,0,11634.5156,0,0,0,0,0,16.6667,0.4719,25.9093,0,0,0,0,0,0,0,0,0
