EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1549,0.074800,0.063300,0.013100,0.1073,0.016500,0.063900,0.002500,0.007400,1.6216,1.6431,0.001700,0.006500,0.033900,1.3248,0.2687,0.1732,0.015700,0.003100,0.4933,0.037200,0.000900,0.002800,0.005400,0.2824,0.002300,0.002200,0.002700,0.018700,0.1654,0.5092,0.095400,0.001800,0.022600,0.001500,0.001900,0.1532,0.017000,0.000400,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1356,0,28,0,0,0.4212,0.5568,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9200,10944.6875,5556.9844,6280.9453,0,16501.6719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4836,0.075100,0.1090,0.013100,0.1105,0.016900,0.077700,0.002600,0.007400,1.7129,1.7359,0.001700,0.007000,0.041800,1.1600,0.2683,0.1699,0.015200,0.003000,0.4063,0.029400,0.000700,0.079800,0.006500,1.1657,0.001900,0.001300,0.003200,0.017800,0.049200,0.4786,0.2459,0.001500,0.023700,0.001800,0.001700,0.1097,0.015500,0.000100,0,3.9457,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,2,13,0,13,1,0,1,4,0,0,0,0,0,0,0,0.1010,0,34,0,0,0.4056,0.5066,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3685,10945.4492,5556.9844,6280.9453,0,16502.4336,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,1494,348,0,0.1882,0,0,0,0,0,0,0,0,0,0,0
,0.2542,0.077400,0.051100,0.015400,0.1278,0.018800,0.070600,0.002700,0.008200,1.7807,1.8044,0.001500,0.006900,0.034800,1.3278,0.2710,0.1669,0.014000,0.003600,0.3346,0.024200,0.000600,0.002300,7.2613,7.4787,0.002200,0.001200,0.004700,0.021800,0.044700,0.3252,0.1175,0.001500,0.026900,0.001700,0.001900,0.1170,0.018100,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1209,0,18,0,0,0.2414,0.3623,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1396,10944.6719,5556.9844,6280.9453,0,16501.6562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,7.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.5172,0.064000,0.097100,0.009800,0.087900,0.014900,0.027000,0.001900,0.007100,1.8093,1.8511,0.001600,0.008200,0.035500,2.3271,0.4629,0.1943,0.020900,0.005600,0.2802,0.025900,0.000800,0.002200,0.004300,0.1926,0.001300,0.001100,0.001600,0.013600,0.059000,0.4280,0.2143,0.001200,0.019500,0.001400,0.001300,0.1063,0.014100,0.000200,0,0.4965,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,2,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.099413,0,29,0,0,0.3579,0.4573,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6093,10943.9336,5556.9844,6280.9453,0,16500.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1814,0.066900,0.042300,0.010400,0.085200,0.013700,0.059000,0.002600,0.007100,1.3384,1.3586,0.001500,0.005400,0.030900,0.7143,0.2695,0.1532,0.010700,0.002600,0.4416,0.026100,0.000800,0.002400,0.003900,0.1871,0.001200,0.000800,0.001400,0.012100,0.038800,0.3265,0.081900,0.001600,0.016900,0.001200,0.001200,0.092900,0.014100,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.077005,0,21,0,0,0.2805,0.3575,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6265,10947.9883,5556.9844,6280.9453,0,16504.9727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1482,364,0,0.1465,0,0,0,0,0,0,0,0,0,0,0
,5.3807,0.068200,0.048300,0.013700,0.1037,0.018100,0.073100,0.002600,0.006800,1.6587,1.6798,0.001500,0.007400,0.035600,1.2770,0.2830,0.1716,0.014300,0.003500,0.3112,0.031100,0.001000,0.002500,0.004400,0.2173,0.001500,0.001400,0.002300,0.016900,0.047900,0.3314,0.1007,0.001900,0.024700,0.001500,0.001800,0.3393,0.013900,0.000100,0,4.0895,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.092082,0,24,0,0,0.2761,0.3682,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9503,10942.7930,5556.9844,6280.9453,0,16499.7773,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1969,0.069200,0.089000,0.015100,0.1006,0.016000,0.039700,0.002700,0.009400,1.8316,1.8556,0.002300,0.008500,0.040200,1.4063,0.3264,0.1756,0.015100,0.003800,0.3664,0.025300,0.001000,0.002400,0.004200,0.2069,0.001700,0.001000,0.002300,0.014000,0.045800,0.3573,0.2179,0.001800,0.020300,0.001400,0.001600,0.096100,0.010800,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,1,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.096694,0,23,0,0,0.2826,0.3793,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2065,10940.4453,5556.9844,6280.9453,0,16497.4297,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1514,0.081400,0.1120,0.013700,0.1161,0.017300,0.1184,0.002000,0.007800,1.3644,1.3850,0.001600,0.007800,0.032400,1.5378,0.2879,0.1579,0.015300,0.003500,0.5888,0.034900,0.001000,0.073000,0.005100,0.2415,0.001800,0.000900,0.002400,0.018800,0.045600,0.5336,0.2050,0.001900,0.021900,0.001200,0.001500,0.1009,0.013300,0.000200,0.087300,3.6787,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,2,14,0,14,1,0,1,4,0,0,0,0,0,0,0,0.1522,0,31,0,0,0.4197,0.5719,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4174,10934.6562,5556.9844,6280.9453,0,16491.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,1212,351,0,0.1858,0,0,0,0,0,0,0,0,0,0,0
,0.1570,0.073600,0.048500,0.014300,0.1330,0.016300,0.040200,0.002500,0.009400,1.8480,1.8748,0.001800,0.009400,0.037000,1.0529,0.3244,0.2369,0.016000,0.004300,0.3761,0.026800,0.001200,0.002600,6.3744,6.5948,0.002200,0.001900,0.004700,0.024900,0.050200,0.3515,0,0.001700,0.024400,0.001700,0.001800,0.1196,0.014600,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1059,0,21,0,0,0.2860,0.3919,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6493,10933.4141,5556.9844,6280.9453,0,16490.3984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1788,0.070000,0.1224,0.015500,0.096400,0.016200,0.037200,0.002900,0.009400,1.7164,1.7425,0.001700,0.008200,0.031000,2.4831,0.2594,0.1511,0.013700,0.002500,0.3580,0.028300,0.001000,0.002500,0.004900,0.2053,0.001500,0.001000,0.002400,0.015400,0.047400,0.3623,0.1898,0.001500,0.022300,0.001500,0.001500,0.1571,0.013300,0.000100,0,2.6399,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,0,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.098791,0,29,0,0,0.3248,0.4236,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4372,10933.4180,5556.9844,6280.9453,0,16490.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1026,0.062700,0.043200,0.012600,0.084700,0.012100,0.029100,0.001800,0.007500,1.6429,1.6631,0.001300,0.005900,0.034100,0.9515,0.2630,0.1484,0.014300,0.002900,0.3790,0.021800,0.000700,0.001700,0.005200,0.2209,0.001300,0.001600,0.001800,0.013800,0.045700,0.3484,0,0.001200,0.017700,0.001200,0.002000,0.1081,0.014800,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091888,0,24,0,0,0.2930,0.3849,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5778,10933.5781,5556.9844,6280.9453,0,16490.5625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1432,364,0,0.1531,0,0,0,0,0,0,0,0,0,0,0
,4.5402,0.070400,0.073000,0.014400,0.1285,0.021300,0.1072,0.002200,0.007600,1.8313,1.8527,0.001900,0.009500,0.037400,0.7753,0.2826,0.1801,0.016100,0.004300,0.3309,0.024000,0.001000,0.002300,0.004600,0.2274,0.001600,0.001300,0.002200,0.016100,0.056800,0.6289,0.1034,0.001900,0.027600,0.001600,0.002700,0.1232,0.015100,0.000200,0.072200,3.5426,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1682,0,28,0,0,0.5171,0.6853,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3072,10936.9688,5556.9844,6280.9453,0,16493.9531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1630,0.072700,0.080400,0.015900,0.1037,0.018500,0.042800,0.002900,0.009700,1.7939,1.8193,0.001800,0.006500,0.035100,1.3412,0.2664,0.1615,0.013600,0.003100,0.3778,0.026800,0.000900,0.002400,0.004300,0.2030,0.001300,0.001000,0.002400,0.013800,0.056800,0.3800,0.1930,0.002000,0.020300,0.001900,0.002000,0.1348,0.017700,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,4,4,0,0,13,0,13,0,0,0,4,0,0,0,0,0,0,0,0.092007,0,25,0,0,0.3055,0.3975,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1266,10936.0312,5556.9844,6280.9453,0,16493.0156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.4720,0.071500,0.082200,0.012300,0.2027,0.016900,0.059900,0.002100,0.007200,1.7536,1.7752,0.001600,0.005600,0.036800,1.0817,0.3210,0.2103,0.019200,0.004300,0.2919,0.028600,0.000700,0.058800,0.004300,0.1982,0.001500,0.001000,0.002300,0.014300,0.046900,0.5241,0.092600,0.005300,0.027600,0.001500,0.001800,0.1054,0.013000,0.000100,0,2.1390,0,0,0,0,0,57,0,0,0,0,0,0,1,1,1,1,46,2,49,0,3,1,1,0,35,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1175,0,29,0,0,0.4549,0.5724,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6803,10932.4727,5556.9844,6280.9453,0,16489.4570,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1294,351,0,0.1880,2,0,0,0,0,0,0,0,0,0,0
,0.1384,0.069800,0.086100,0.014700,0.1156,0.015900,0.078100,0.002400,0.007000,1.7543,1.7752,0.001600,0.007100,0.036000,1.1792,0.2574,0.1557,0.013500,0.003300,0.3485,0.023600,0.000900,0.002100,6.3083,6.5139,0.001600,0.001400,0.003800,0.019000,0.045500,0.3001,0.2328,0.001600,0.020500,0.001300,0.001800,0.1104,0.014200,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,4,4,0,0,13,0,13,0,0,2,4,0,0,0,0,0,0,0,0.088792,0,22,0,0,0.2292,0.3180,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5440,10932.3867,5556.9844,6280.9453,0,16489.3711,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,6.3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2488,0.063000,0.1148,0.012500,0.099600,0.014600,0.066400,0.002000,0.007400,1.7532,1.7744,0.001300,0.007200,0.034300,2.2420,0.3236,0.1547,0.014900,0.003500,0.3166,0.037000,0.001200,0.002800,0.004800,0.2601,0.001800,0.001100,0.002500,0.017900,0.1205,0.7838,0.2079,0.001200,0.020100,0.001500,0.001300,0.080400,0.009400,0.000200,0,2.8833,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,4,4,0,2,13,0,13,1,0,2,4,0,0,0,0,0,0,0,0.1688,0,33,0,0,0.6658,0.8346,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2237,10935.2031,5556.9844,6280.9453,0,16492.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1735,0.077000,0.057700,0.013700,0.1017,0.016000,0.069500,0.003200,0.007100,1.6885,1.7114,0.001900,0.008600,0.035600,0.8820,0.3873,0.2814,0.022400,0.006500,0.4245,0.031800,0.000900,0.002700,0.005300,0.2491,0.001500,0.000800,0.002100,0.012600,0.056800,0.4185,0.1357,0.001700,0.022800,0.001500,0.002100,0.1273,0.016700,0.000100,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,49,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1017,0,21,0,0,0.3617,0.4634,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6504,10936.1172,5556.9844,6280.9453,0,16493.1016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1656,369,0,0.1269,0,0,0,0,0,0,0,0,0,0,0
,4.4643,0.076500,0.1184,0.012800,0.1113,0.015900,0.1923,0.003300,0.010100,1.7205,1.7488,0.001500,0.006700,0.034900,2.0977,0.3819,0.2216,0.018600,0.004600,0.4081,0.030100,0.001000,0.002800,0.005900,1.1624,0.002200,0.001100,0.002400,0.018000,0.044100,0.4558,0.2658,0.001400,0.018900,0.001300,0.001700,0.1013,0.013400,0.000100,0.085000,1.9736,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,4,4,0,2,14,0,14,0,0,2,4,0,0,0,0,0,0,0,0.1034,0,35,0,0,0.3865,0.4899,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8349,10934.5508,5556.9844,6280.9453,0,16491.5352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1406,0.074000,0.046500,0.014800,0.099900,0.017600,0.072900,0.003000,0.008100,1.6201,1.6456,0.001400,0.006900,0.034000,0.7279,0.2708,0.1532,0.013200,0.002900,0.3958,0.038900,0.000700,0.003700,0.005000,0.2301,0.001800,0.001300,0.001800,0.014000,0.047800,0.2930,0.079300,0.001700,0.022100,0.001700,0.001700,0.1093,0.015500,0.000300,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.082806,0,19,0,0,0.2456,0.3284,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9856,10935.4883,5556.9844,6280.9453,0,16492.4727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9251,0.072900,0.067000,0.015600,0.1032,0.017800,0.067800,0.002100,0.007100,1.7021,1.7235,0.002000,0.008100,0.038200,0.7991,0.3031,0.1899,0.023100,0.003000,0.3963,0.024500,0.000700,0.067100,0.004400,0.2100,0.001600,0.001300,0.002400,0.015000,0.055700,0.4759,0.1032,0.001700,0.024000,0.001900,0.002000,0.1082,0.014400,0.000200,0,3.8257,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1034,0,28,0,0,0.4028,0.5062,0,1,2,2,12,1,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8973,10937,5556.9844,6280.9453,0,16493.9844,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1278,351,0,0.1493,0,0,0,0,0,0,0,0,0,0,0
,0.1595,0.071200,0.087600,0.016500,0.1305,0.019700,0.090500,0.002800,0.008400,1.7549,1.7800,0.002100,0.007000,0.035600,1.4875,0.2786,0.1556,0.013700,0.002900,0.3776,0.026600,0.000900,0.002700,6.5957,6.8038,0.001900,0.001000,0.004100,0.021400,0.049300,0.3900,0.2261,0.001600,0.024200,0.001500,0.001600,0.1323,0.016300,0.000100,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,4,4,0,1,13,0,13,0,0,1,4,0,0,0,0,0,0,0,0.1423,0,18,0,0,0.2694,0.4117,0,1,2,2,12,1,1,1,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5776,10936.0586,5556.9844,6280.9453,0,16493.0430,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,6.5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
