EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1405,0.061400,0.002200,0.011100,0.071400,0.011400,0.025800,0.001800,0.007200,0.002400,0.021500,0.001100,0.002900,0.022700,0.2614,0.2353,1.0844,0.013300,0,0.2055,0.013500,0.000900,0.002000,0.003100,0.090600,0.001200,0.000600,0.000100,0.005900,0.034200,0.000500,0,0.001900,0.013800,0.001300,0.001300,0.062500,0.011000,0.000200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4072,8504.8242,5503.4883,6242.0859,0,14008.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1677,0.062800,0.003000,0.012700,0.084600,0.013200,0.027600,0.002000,0.008700,0.002800,0.025300,0.001400,0.003700,0.025800,0.3221,0.2714,1.3729,0.013000,0,0.3034,0.014700,0.000800,0.002400,0.003900,0.9447,0.001300,0.000800,0.000100,0.006500,0.035100,0.000100,0,0.002000,0.013700,0.001300,0.001300,0.073600,0.011300,0.000100,3.3147,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3903,8513.7461,5503.4883,6242.0859,0,14017.2344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1469,0.070100,0.003300,0.014100,0.085300,0.013900,0.032000,0.002400,0.008300,0.003100,0.025800,0.001300,0.004700,0.026700,0.3125,0.3318,1.0853,0.015100,0,0.2400,0.014800,0.000700,0.002300,0.003800,0.097500,0.001100,0.000700,0.000100,0.006400,0.034200,0.000100,0,0.002000,0.014800,0.001300,0.001400,0.061000,0.012700,0.000100,0.013700,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2792,8533.1406,5503.4883,6242.0859,0,14036.6289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,396,320,0,0.089000,0,0,0,0,0,0,0,0,0
,5.0921,0.064500,0.003600,0.014700,0.083700,0.013200,0.031500,0.002300,0.009600,0.003700,0.028200,0.001400,0.004600,0.028300,0.3028,0.2540,1.1620,0.016900,0,0.3619,0.014900,0.000800,0.002300,0.003800,0.095700,0.001100,0.001000,0.000100,0.006300,0.034900,0.000200,0,0.001900,0.014500,0.001300,0.001500,0.061100,0.012400,0.000200,3.5868,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7722,8744.7656,5503.4883,6242.0859,0,14248.2539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1538,0.064800,0.003400,0.012200,0.1023,0.013500,0.028200,0.002800,0.008100,0.003400,0.026000,0.001500,0.003500,0.025000,0.3494,0.2436,1.0402,0.014800,0,0.2346,0.013600,0.000500,0.008600,6.0430,6.1408,0.001600,0.000900,0.000100,0.009000,0.039900,0.000200,0,0.002400,0.017400,0.001300,0.001800,0.066300,0.014800,0.000100,0.063700,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2213,8953.6133,5503.4883,6242.0859,0,14457.1016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0990,0.071200,0.002800,0.013300,0.084400,0.013600,0.030900,0.002100,0.008700,0.003100,0.025300,0.001500,0.004600,0.027300,1.3338,0.2872,1.2521,0.019800,0,0.3226,0.015400,0.000900,0.002600,0.004200,0.1315,0.001200,0.000700,0.000100,0.006900,0.035800,0.000200,0,0.001900,0.015100,0.001400,0.001500,0.2954,0.014700,0.000100,2.3931,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2184,9089.1328,5503.4883,6242.0859,0,14592.6211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,432,320,0,0.1029,0,0,0,0,0,0,0,0,0
,0.1429,0.070900,0.003900,0.040900,0.086000,0.014400,0.029200,0.002400,0.008500,0.003600,0.027100,0.001400,0.004100,0.026000,0.2937,0.2824,1.1844,0.015100,0,0.3136,0.015600,0.000800,0.002900,0.008400,0.1066,0.001700,0.000900,0.000100,0.007300,0.038100,0.000200,0,0.002000,0.016400,0.001500,0.001700,0.066800,0.014900,0.000200,0.071900,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9299,9302.2969,5503.4883,6242.0859,0,14805.7852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2584,0.072300,0.004500,0.016200,0.094900,0.014800,0.036400,0.002500,0.011400,0.004100,0.033300,0.001800,0.005400,0.033700,0.3191,0.2578,1.1381,0.016200,0,0.3062,0.015000,0.000600,0.002300,0.004200,0.098700,0.001100,0.000700,0.000100,0.006500,0.036900,0.000200,0,0.002000,0.014600,0.001500,0.001700,0.062600,0.012300,0.000100,2.7383,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3579,9594.5430,5503.4883,6242.0859,0,15098.0312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1677,0.066200,0.003500,0.013800,0.084200,0.013400,0.033600,0.002600,0.008700,0.003400,0.027300,0.001400,0.004900,0.026000,0.2981,0.2774,1.2181,0.016800,0,0.2945,0.015100,0.000600,0.002700,0.005200,0.1005,0.000900,0.000900,0.000100,0.006100,0.033500,0.000300,0,0.001800,0.014900,0.001200,0.001400,0.062200,0.011200,0.000200,0.075000,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8321,9879.4102,5503.4883,6242.0859,0,15382.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,338,311,0,0.092200,0,0,0,0,0,0,0,0,0
,5.1330,0.090800,0.003900,0.018900,0.099300,0.015900,0.031500,0.002100,0.009400,0.003600,0.027800,0.001300,0.004100,0.027400,0.3423,0.3267,1.1309,0.015700,0,0.4111,0.016400,0.001000,0.003200,0.005000,0.1182,0.001600,0.000800,0.000100,0.008100,0.068200,0.000300,0,0.002500,0.018000,0.001300,0.001800,0.069400,0.016100,0.000200,3.4553,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6997,10144.0938,5503.4883,6242.0859,0,15647.5820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1569,0.066700,0.003000,0.013400,0.1086,0.014600,0.029000,0.002600,0.008100,0.003600,0.026200,0.001300,0.003700,0.027100,0.2879,0.2522,1.1548,0.013000,0,0.2828,0.015500,0.000700,0.010700,6.0671,6.1722,0.001900,0.000700,0.000100,0.008500,0.043600,0.000200,0,0.002800,0.016500,0.001400,0.001600,0.065100,0.013300,0.000100,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9924,10501.1680,5503.4883,6242.0859,0,16004.6562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0616,0.067100,0.003000,0.012200,0.088600,0.014800,0.027800,0.001800,0.007100,0.002700,0.021500,0.001100,0.003100,0.024700,1.3928,0.2736,1.0218,0.013600,0,0.4027,0.022100,0.001200,0.003100,0.004900,0.1234,0.001600,0.000900,0.000100,0.007100,0.041800,0.000200,0,0.002400,0.018400,0.001800,0.001800,0.073000,0.014900,0.000100,2.5864,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6099,10688.3594,5503.4883,6242.0859,0,16191.8477,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,414,320,0,0.089600,0,0,0,0,0,0,0,0,0
,0.1807,0.069800,0.003600,0.015300,0.091700,0.015000,0.035600,0.002900,0.010400,0.003400,0.030600,0.001300,0.004800,0.028300,0.3234,0.2807,1.3352,0.014200,0,0.2505,0.016400,0.000900,0.002100,0.004300,0.1031,0.001200,0.001100,0.000100,0.005900,0.037600,0.000200,0,0.001900,0.014900,0.001500,0.003000,0.063500,0.012400,0.000200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1000,10870.1914,5503.4883,6242.0859,0,16373.6797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0722,0.067700,0.003300,0.015100,0.086500,0.014000,0.028600,0.002300,0.008900,0.003100,0.026500,0.001200,0.003700,0.027900,0.3770,0.2933,1.1339,0.015900,0,0.3287,0.015700,0.000800,0.002400,0.004200,0.1000,0.001200,0.000700,0.000100,0.006100,0.035100,0.000100,0,0.001900,0.015200,0.001400,0.001500,0.063300,0.013000,0.000100,3.3949,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2385,11189.0703,5503.4883,6242.0859,0,16692.5586,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,4.9978,0.065600,0.003800,0.012700,0.093400,0.015400,0.029500,0.002700,0.008000,0.003000,0.024900,0.001300,0.003400,0.025300,0.3350,0.2672,1.1791,0.013000,0,0.3626,0.022200,0.001600,0.003300,0.005700,0.1338,0.001500,0.000900,0.000100,0.007200,0.039200,0.000200,0,0.002300,0.017800,0.001600,0.002000,0.073100,0.013700,0.000100,3.3490,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1891,11458.6562,5503.4883,6242.0859,0,16962.1445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,412,322,0,0.1014,0,0,0,0,0,0,0,0,0
,0.1299,0.068000,0.002700,0.011100,0.099400,0.012700,0.026800,0.002000,0.007400,0.002600,0.023000,0.001100,0.003200,0.023200,0.2935,0.2632,1.2366,0.014800,0,0.2433,0.014000,0.000600,0.002000,6.1396,6.2596,0.001600,0.000700,0.000200,0.007500,0.035800,0.000100,0,0.002100,0.014500,0.001300,0.001500,0.065600,0.013200,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2670,11767.2617,5503.4883,6242.0859,0,17270.7500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,6.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0150,0.066400,0.003100,0.012600,0.095300,0.014200,0.028800,0.002500,0.007500,0.002700,0.025300,0.001600,0.003800,0.027600,1.3874,0.3185,1.2582,0.015100,0,0.2629,0.017400,0.001000,0.009400,0.005000,1.0825,0.001500,0.000600,0.000100,0.006700,0.035500,0.000100,0,0.002200,0.014100,0.001300,0.001400,0.077100,0.012000,0.000100,2.2033,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9906,12001.3750,5503.4883,6242.0859,0,17504.8633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1219,0.065400,0.003200,0.014300,0.082500,0.023600,0.029200,0.002300,0.008100,0.003000,0.025300,0.001300,0.003800,0.024600,0.3383,0.2741,1.4345,0.022800,0,0.3449,0.014600,0.000700,0.002500,0.004800,0.095300,0.001100,0.000800,0.000100,0.005700,0.034500,0.000200,0,0.001700,0.014800,0.001400,0.001500,0.060400,0.011900,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8458,12213.5664,5503.4883,6242.0859,0,17717.0547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,414,320,0,0.088400,0,0,0,0,0,0,0,0,0
,4.3085,0.063100,0.003400,0.012900,0.083100,0.013600,0.028600,0.002500,0.007900,0.003400,0.025300,0.001200,0.003900,0.026300,0.3056,0.2548,1.0493,0.014000,0,0.2813,0.015400,0.000800,0.002700,0.004600,0.1025,0.001400,0.000900,0.000100,0.007200,0.037600,0.000200,0,0.002000,0.015600,0.001500,0.001700,0.063700,0.014200,0.000100,2.9138,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0787,12422.6406,5503.4883,6242.0859,0,17926.1289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1350,0.061500,0.003500,0.013300,0.079900,0.013300,0.030200,0.002100,0.008200,0.003300,0.025600,0.001200,0.004100,0.027600,0.3116,0.2489,1.2041,0.017900,0,0.2818,0.013800,0.000600,0.002200,0.003800,0.092200,0.001100,0.000900,0.000100,0.005800,0.033700,0.000200,0,0.001800,0.014400,0.001300,0.001600,0.059000,0.012200,0.000100,0.1274,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3187,12608.7422,5503.4883,6242.0859,0,18112.2305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4628,0.074400,0.004400,0.015000,0.092100,0.015300,0.035000,0.002900,0.010600,0.003700,0.030300,0.001400,0.005100,0.032900,0.3223,0.2849,1.2663,0.014900,0,0.2949,0.014900,0.000900,0.002900,0.004800,0.1252,0.001200,0.000800,0.000100,0.007400,0.038600,0.000200,0,0.002300,0.017000,0.001500,0.001700,0.065000,0.015000,0.000100,3.8309,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1978,12863.2578,5503.4883,6242.0859,0,18366.7461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,412,320,0,0.094000,0,0,0,0,0,0,0,0,0
,0.1370,0.060500,0.003300,0.013000,0.1132,0.013700,0.026800,0.001800,0.008200,0.002800,0.023900,0.001100,0.003200,0.023100,0.2765,0.2564,1.0740,0.015800,0,0.2942,0.014900,0.000700,0.002700,6.1417,6.2750,0.001800,0.000900,0.000100,0.008000,0.041200,0.000200,0,0.002500,0.020600,0.001500,0.001800,0.066600,0.014400,0.000100,0.077300,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.078090,0,30,0,0.035156,0.2847,0.3628,0,2,2,1,2,1,12,1,0,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7440,13087.4844,5503.4883,6242.0859,0,18590.9727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,6.1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
