EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,MassEntities/GameThread/BatchedCommand,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/SkeletalMeshActor,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,GuLiCommanderPresentation/InstanceAndMirrorCacheBytes,GuLiCommanderPresentation/RosterCacheBytes,MassEntitiesCounters/BatchedCommand,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderMiniMap/DataCacheBytes,GuLiCommanderHealthBars/DataCacheBytes,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait/StartPhysics,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.014400,0.004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096200,0.008400,0.051600,0.006800,0.2513,0.016300,0.074900,0.060600,0.081700,0,0.000500,0.002600,0.032300,0.1277,0.1169,0.058200,0.002000,0.045800,0.018500,0.085900,0.010400,0.000200,0.001300,0.042900,0.010600,0.016300,0.003600,0.019900,0.1821,0.025000,0.037900,0.001200,0.009100,0.000900,0.004400,0.000900,0.010200,0.023100,0.045500,0.003100,0,0.027500,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095000,0.023750,4,0.019000,0.035300,16.7982,10503.1445,2591.6406,2586.0547,0,13095.5586,0,0,0,0,0,16.6667,0.2427,28.3367,334068,144788,1,0.002200,1,0,0,0,0,0,0,0,0,0,0
,0.018400,0.004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2031,0.015800,0.081000,0.010100,0.2512,0.028800,0.1131,0,0.1633,0,0.000400,0.005300,0.022400,0.2205,0.1537,0.077600,0.002500,0.064500,0.041100,0.1778,0.016100,0.000800,0.002400,0.063000,0.040500,0.024500,0.005500,0.025100,0.1862,0.036600,0.094900,0.001900,0.015300,0.001100,0.005700,0.001500,0.012400,0.026400,0.1030,0.003300,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094100,0.023525,4,0.018200,0.034500,17.3038,10502.9648,2591.6406,2586.0547,0,13094.7852,0,0,0,0,0,16.6667,0.2908,26.9161,0,0,0,0.004000,1,0,0,0,0,0,0,0,0,0,0
,0.020300,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099600,0.008900,0.048900,0.007100,0.1900,0.016300,0.057500,0.058200,0,0,0.000500,0.002200,0.015200,0.1768,0.1456,0.067800,0.002800,0.048600,0.022700,0.084600,0.010900,0.000300,0.010400,0.040200,0.010700,0.016400,0.003100,0.019200,0.1465,0.024300,0.037900,0.001400,0.010100,0.000800,0.003600,0.000700,0.004500,0.016600,0.044500,0.002800,0.000100,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070300,0.017575,4,0.009200,0.029200,15.9328,10503.4297,2591.6406,2586.0547,0,13094.6055,0,0,0,0,0,16.6667,0.2480,27.2893,0,0,0,0.002100,1,516,376,0,0.056000,0,0,1,0,0,0
,0.018900,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1271,0.009500,0.062900,0.006900,0.2243,0.019400,0.1342,0.013600,0.1057,0,0.000400,0.003500,0.019000,0.2016,0.1480,0.070200,0.002400,0.065400,0.024300,0.077500,0.012100,0.000400,0.1592,0.1388,0.014500,0.021800,0.004000,0.025800,0.1805,0.033600,0.056100,0.007100,0.013500,0.001000,0.004800,0.000700,0.014300,0.031100,0.056600,0.004300,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098400,0.024600,4,0.019600,0.034900,17.2466,10510.3945,2591.6445,2586.0547,0,13095.0742,0,0,0,0,0,16.6667,0.3572,27.6228,0,0,0,0,0,0,0,0,0,27384,64,0,0,0,0
,0.025700,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006,0.015200,0.063700,0.009700,0.1949,0.037800,0.020700,0,0,0,0.000600,0.004300,0.021600,0.1712,0.1778,0.096700,0.002200,0.090700,0.024800,0.081900,0.012300,0.000300,0.001300,0.043300,0.013000,0.017500,0.003300,0.020100,0.1500,0.024400,0,0.001200,0.010700,0.000700,0.003900,0.000700,0.010500,0.022600,0.045100,0.003000,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086400,0.021600,4,0.016500,0.032300,16.1480,10506.8242,2591.6445,2586.0547,0,13102.0391,0,0,0,0,0,16.6667,0.2770,27.0013,0,0,0,0.002300,1,0,0,0,0,0,0,0,0,0,0
,0.013100,0.003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1135,0.010100,0.054500,0.007200,0.1931,0.015700,0.1021,0.061700,0.083100,0,0.000500,0.002500,0.016900,0.1491,0.1288,0.061000,0.002000,0.048600,0.020400,0.1003,0.008600,0.000200,0.001400,0.041600,0.011800,0.016000,0.003300,0.021200,0.1570,0.025400,0.038600,0.001700,0.009700,0.000900,0.004800,0.000600,0.005700,0.020100,0.047000,0.002700,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079700,0.019925,4,0.016700,0.023400,16.7193,10504.6406,2591.6445,2586.0547,0,13098.4688,0,0,0,0,0,16.6667,0.3225,26.7659,0,0,0,0.002300,1,512,375,0,0.063400,0,0,0,0,0,0
,0.024100,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1153,0.014000,0.093000,0.009100,0.3189,0.023400,0.025800,0,0,0,0.001100,0.004400,0.023000,0.1804,0.1877,0.084000,0.002400,0.065900,0.027800,0.092300,0.016600,0.000300,0.008400,0.068600,0.017200,0.026800,0.006000,0.023800,0.2342,0.044300,0,0.002400,0.013500,0.001100,0.006500,0.001300,0.018300,0.038300,0.077100,0.003800,0.000100,0.028600,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1101,0.027525,4,0.017500,0.041300,16.9172,10500.6836,2591.6445,2586.0547,0,13096.2852,0,0,0,0,0,16.6667,0.3306,25.8032,334068,144788,1,0.002500,1,0,0,0,0,0,0,0,0,0,0
,0.033000,0.003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1156,0.009600,0.054300,0.006300,0.2001,0.017400,0.061000,0.059400,0,0,0.000500,0.002800,0.015300,0.1553,0.1614,0.061500,0.002200,0.049700,0.028700,0.095400,0.010300,0.000300,0.001400,0.045100,0.012000,0.020000,0.003300,0.020300,0.1582,0.024000,0.035200,0.001300,0.010600,0.000800,0.004300,0.000700,0.010700,0.025100,0.046900,0.003000,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081100,0.020275,4,0.014900,0.028700,16.3416,10502.6797,2591.6445,2586.0547,0,13092.3281,0,0,0,0,0,16.6667,0.3115,27.0717,0,0,0,0.002200,1,0,0,0,0,0,0,0,0,0,0
,0.022000,0.004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1103,0.010700,0.067000,0.007700,0.2295,0.018800,0.085700,0.060500,0.1253,0,0.000500,0.004300,0.020400,0.1538,0.1241,0.071600,0.002500,0.052400,0.026900,0.090000,0.014600,0.000400,0.001600,0.053200,0.015900,0.019700,0.004200,0.021700,0.1817,0.040000,0.049100,0.001600,0.013800,0.001000,0.004700,0.000800,0.008000,0.029100,0.1159,0.004200,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1011,0.025275,4,0.019800,0.036400,16.9907,10504.3516,2591.6445,2586.0547,0,13094.3242,0,0,0,0,0,16.6667,0.3319,27.5640,0,0,0,0.002100,1,524,376,0,0.050200,0,0,0,0,0,0
,0.019600,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1168,0.011200,0.059400,0.006700,0.2037,0.020600,0.054500,0.015600,0,0,0.000700,0.002900,0.015900,0.1607,0.1573,0.063500,0.002200,0.045800,0.019300,0.1024,0.009800,0.000300,0.2669,0.2771,0.010600,0.018800,0.004100,0.020900,0.1529,0.026900,0.043800,0.001800,0.010400,0.000700,0.004000,0.000700,0.011200,0.024200,0.048700,0.003000,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083200,0.020800,4,0.013900,0.026900,16.8219,10501.3516,2591.6445,2586.0547,0,13095.9961,0,0,0,0,0,16.6667,0.2864,28.2901,0,0,0,0.002700,1,0,0,0,0,27384,64,0,0,0,0
,0.019200,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1106,0.009900,0.050600,0.006200,0.2049,0.015200,0.084600,0.061700,0.007800,0,0.000500,0.002300,0.016500,0.1509,0.1352,0.060900,0.002400,0.049400,0.019000,0.073400,0.010400,0.000400,0.001100,0.041400,0.009700,0.015300,0.003400,0.020600,0.1664,0.025500,0.036200,0.001900,0.010100,0.000800,0.004300,0.000700,0.011200,0.024600,0.047500,0.002900,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080600,0.020150,4,0.013700,0.028500,16.2767,10501.0742,2591.7070,2586.0547,0,13093.0586,0,0,0,0,0,16.6667,0.2730,28.3645,0,0,0,0.002700,1,0,0,0,0,0,0,0,0,0,0
,0.024800,0.004300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1495,0.012500,0.063100,0.008100,0.2389,0.020300,0.064600,0,0.1141,0,0.000600,0.003300,0.023000,0.2096,0.1369,0.092600,0.002100,0.076300,0.031900,0.1246,0.012300,0.000200,0.001400,0.052900,0.016400,0.023700,0.006100,0.022800,0.1957,0.026600,0.041700,0.001900,0.009700,0.000800,0.004000,0.000900,0.006000,0.020900,0.050000,0.003400,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1201,0.030025,4,0.021300,0.048500,16.8692,10501.3516,2591.7070,2586.0547,0,13092.7812,0,0,0,0,0,16.6667,0.3040,28.4241,0,0,0,0.001900,1,530,375,0,0.062000,0,0,0,0,0,0
,0.019900,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1074,0.013500,0.048600,0.006200,0.2371,0.015400,0.015600,0,0,0,0.000600,0.002700,0.016400,0.1257,0.1485,0.060800,0.002600,0.049000,0.020900,0.092500,0.009900,0.000200,0.001100,0.040100,0.010600,0.016100,0.003500,0.020400,0.1702,0.025000,0,0.001300,0.009900,0.000900,0.004200,0.000800,0.009500,0.021500,0.045500,0.002800,0,0.027500,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1227,0.030675,4,0.018300,0.054800,16.2023,10501.3828,2591.7109,2586.0547,0,13093.0625,0,0,0,0,0,16.6667,0.2678,28.4749,334068,144788,1,0.002300,1,0,0,0,0,0,0,0,0,0,0
,0.022400,0.003900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1068,0.009300,0.056900,0.006500,0.2291,0.018700,0.090300,0.094500,0.088400,0,0.000300,0.002800,0.018600,0.1581,0.1320,0.1100,0.002800,0.058700,0.023800,0.1134,0.011500,0.000400,0.001800,0.054500,0.015100,0.020500,0.004600,0.047300,0.2115,0.030100,0.044500,0.001700,0.012200,0.001000,0.005300,0.000900,0.011600,0.026900,0.078800,0.003300,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086600,0.021650,4,0.014600,0.031600,17.1820,10501.0742,2591.7109,2586.0547,0,13093.0938,0,0,0,0,0,16.6667,0.2765,28.5238,0,0,0,0.002300,1,0,0,0,0,0,0,0,0,0,0
,0.021200,0.003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085200,0.014600,0.062000,0.011200,0.1930,0.017500,0.039500,0,0,0,0.001000,0.003100,0.039100,0.1985,0.1447,0.065000,0.002000,0.051600,0.023400,0.033400,0.009200,0.000300,0.001200,0.041000,0.009700,0.016200,0.003200,0.020300,0.1481,0.024900,0.035600,0.001800,0.010500,0.000800,0.004000,0.000700,0.005400,0.017700,0.045700,0.002700,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082300,0.020575,4,0.015400,0.028900,16.2457,10501.3516,2591.7109,2586.0547,0,13092.7852,0,0,0,0,0,16.6667,0.2855,28.5487,0,0,0,0.001900,1,526,376,0,0.066900,0,0,0,0,0,0
,0.018000,0.003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089700,0.008200,0.048800,0.005900,0.1870,0.014400,0.015300,0,0,0,0.000500,0.002400,0.017100,0.1370,0.1565,0.061200,0.001800,0.042800,0.019800,0.073000,0.009500,0.000200,0.042400,0.1183,0.009000,0.015000,0.003500,0.019400,0.1420,0.025000,0,0.001000,0.010200,0.001100,0.003900,0.000700,0.009500,0.022600,0.048500,0.003200,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078500,0.019625,4,0.013100,0.026900,16.6233,10501.1367,2591.7148,2586.0547,0,13093.0664,0,0,0,0,0,16.6667,0.3009,28.2118,0,0,0,0.001700,1,0,0,0,0,27384,64,0,0,0,0
,0.024400,0.003800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1131,0.013800,0.064500,0.020400,0.2277,0.021500,0.1396,0.087300,0.1373,0,0.000500,0.003300,0.019700,0.1812,0.1486,0.069300,0.002900,0.060700,0.024100,0.067100,0.013100,0.000300,0.001500,0.050000,0.012700,0.021600,0.004600,0.020400,0.1775,0.025200,0.040700,0.001800,0.010200,0.000900,0.003900,0.000700,0.011200,0.025000,0.062200,0.003100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093900,0.023475,4,0.018900,0.034300,17.1590,10501.3320,2591.7148,2586.0547,0,13092.8516,0,0,0,0,0,16.6667,0.2704,27.4236,0,0,0,0.002100,1,0,0,0,0,0,0,0,0,0,0
,0.020400,0.003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1096,0.008800,0.048400,0.006800,0.1851,0.016800,0.015900,0,0,0,0.000600,0.002600,0.017200,0.1509,0.1947,0.065800,0.003800,0.048800,0.021900,0.089800,0.008900,0.000300,0.001100,0.038500,0.010000,0.014700,0.003300,0.020000,0.1461,0.025300,0,0.001100,0.009800,0.000800,0.003600,0.000800,0.005000,0.017900,0.045500,0.003200,0.000200,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,61,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081200,0.020300,4,0.004300,0.029400,16.1358,10501.5312,2591.7148,2586.0547,0,13093.0469,0,0,0,0,0,16.6667,0.2990,28.2579,0,0,0,0.002100,1,514,375,0,0.069600,0,0,1,0,0,0
,0.020600,0.004300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1174,0.009900,0.063300,0.007500,0.2975,0.018200,0.078600,0.064300,0.007600,0,0.000900,0.002500,0.018200,0.1516,0.1806,0.1109,0.002600,0.064100,0.024900,0.1001,0.014900,0.000200,0.001800,0.053200,0.013300,0.019800,0.003700,0.024600,0.2216,0.027900,0.042900,0.001400,0.012000,0.000900,0.005100,0.000900,0.011800,0.027900,0.057400,0.003600,0.000100,0.027700,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078600,0.019650,4,0.007700,0.034500,17.1113,10501.1992,2591.7188,2586.0547,0,13093.2500,0,0,0,0,0,16.6667,0.2907,28.0391,334068,144788,1,0.003300,1,0,0,0,0,0,0,0,0,0,0
,0.019600,0.003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1180,0.012900,0.062500,0.011200,0.2102,0.019100,0.1149,0,0,0,0.000800,0.002700,0.016700,0.1747,0.1706,0.065300,0.001800,0.050200,0.020000,0.1043,0.010200,0.000500,0.001200,0.044100,0.012900,0.017900,0.003500,0.020500,0.1618,0.027500,0.038200,0.004900,0.009500,0.000600,0.003700,0.000700,0.011000,0.024400,0.045600,0.003000,0.000100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,2,4,12,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,60,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082700,0.020675,4,0.016800,0.027800,16.4670,10501.2812,2591.7188,2586.0547,0,13092.9180,0,0,0,0,0,16.6667,0.2878,27.2713,0,0,0,0.002000,1,0,0,0,0,0,0,0,0,0,0
