EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.2216,0.078700,0.2172,0.013500,0.1536,0.021000,0.1080,0.002000,0.007500,1.8263,1.8483,0.001700,0.010500,0.042500,1.1691,0.2987,0.2624,0.015200,0.007200,0.3511,0,0.2975,0.018900,0.000900,0.058600,6.5197,6.7605,0.001700,0.001500,0.006500,0.028400,0.088600,0.5561,0.002700,0.031800,0.001500,0.002100,0.1244,0.014500,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,27,0,27,1,0,1,6,0,0,0,0,0,0,0,0.1614,0,26,0,0,0.4554,0.6168,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3119,5478.0352,5571.3672,6284.4297,0,11049.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.081300,6.5130,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5189,0.080600,0.1890,0.014600,0.1190,0.018400,0.087800,0.003400,0.011100,1.9081,1.9359,0.003000,0.009300,0.040500,2.3914,0.3162,0.2528,0.015800,0.005000,0.2750,2.1396,0.4307,0.023500,0.001000,0.003400,0.005700,0.2491,0.002500,0.000900,0.003700,0.023000,0.065200,0.7065,0.002200,0.023500,0.001400,0.002000,0.1357,0.016700,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,0,26,0,26,0,0,2,5,0,0,0,0,0,0,0,0.1794,0,19,0,0,0.6036,0.7830,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5312,5478.9375,5571.3672,6284.4297,0,11050.3047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1589,0.080900,0.1438,0.014100,0.1052,0.019400,0.073700,0.002100,0.007900,1.8276,1.8512,0.001800,0.008600,0.039400,0.4696,0.2927,0.2757,0.016000,0.004500,0.1139,0,0.3009,0.015800,0.000900,0.002700,0.004800,0.2277,0.001700,0.001000,0.002800,0.018100,0.058600,0.6546,0.001900,0.026300,0.001500,0.001800,0.1397,0.026600,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1790,0,25.5000,0,0,0.6072,0.7862,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4157,5478.2656,5571.3672,6284.4297,0,11049.6328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,2160,390,0,0.2689,0,0,0,0,0,0,0,0
,7.1022,0.074100,0.074400,0.009000,0.1199,0.016900,0.057700,0.002700,0.008000,1.4216,1.4458,0.001700,0.012200,0.040300,0.5833,0.3088,0.2860,0.019200,0.004700,0.1197,6.2931,0.3708,0.025600,0.001200,0.003300,0.006200,0.2747,0.001700,0.001500,0.003900,0.022600,0.058600,0.5284,0.001800,0.025600,0.001400,0.001800,0.1124,0.013600,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1407,0,24,0,0,0.4468,0.5875,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7804,5478.5312,5571.3672,6284.4297,0,11049.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1507,0.090300,0.1985,0.019300,0.1264,0.021600,0.097800,0.003300,0.011600,2.2813,2.3135,0.002300,0.009900,0.044100,1.7729,0.3389,0.3891,0.018200,0.010600,0.2975,0,0.3656,0.019700,0.000700,0.002900,0.005600,0.2371,0.001600,0.000900,0.002600,0.019800,0.062200,0.6206,0.002900,0.027800,0.001500,0.002200,0.1142,0.017200,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1722,0,24.5000,0,0,0.5139,0.6861,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0846,5477.2305,5571.3672,6284.4297,0,11048.5977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.5802,0.072500,0.080900,0.018400,0.1077,0.018300,0.1143,0.002000,0.007900,1.6937,1.7155,0.001600,0.009000,0.038500,0.5107,0.3135,0.2876,0.013800,0.005100,0.1446,4.7368,0.3317,0.016300,0.000800,0.002800,0.005200,0.2684,0.001500,0.000800,0.003400,0.020400,0.062600,0.5335,0.002100,0.028600,0.001600,0.001800,0.1290,0.013500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1562,0,24.5000,0,0,0.4385,0.5947,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1121,5478.3711,5571.3672,6284.4297,0,11049.7383,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.064200,0,0,2052,364,0,0.1837,0,0,0,0,0,0,0,0
,0.1723,0.082700,0.2583,0.017400,0.1498,0.021700,0.1000,0.003000,0.010500,1.9432,1.9729,0.002200,0.008900,0.044800,1.4884,0.2851,0.2377,0.014800,0.004900,0.2962,0,0.2778,0.018000,0.000700,0.051200,6.8350,7.0403,0.001700,0.000800,0.005300,0.025200,0.058000,1.0645,0.005400,0.026800,0.001200,0.002100,0.1303,0.015200,0.000300,0,0,0,0,0,64,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,3,3,0,68,34,0,26,1,0,2,6,0,0,0,0,0,0,0,0.2345,0,27.5000,2.0400,0,1.0918,1.3263,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7108,5477.7422,5571.3672,6284.4297,0,11049.1094,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.8299,0,0,0,0,0,2,0,0,0,0,0,0,0
,5.4979,0.069600,0.2113,0.011000,0.099800,0.015900,0.1249,0.002300,0.008800,1.7358,1.7611,0.001400,0.007900,0.035700,1.9920,0.2351,0.2356,0.015100,0.006200,0.3104,2.9931,0.3618,0.014000,0.000500,0.002700,0.004600,0.2157,0.001600,0.000700,0.002700,0.019800,0.051500,0.4631,0.001500,0.024000,0.001300,0.001700,0.1139,0.013200,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,50,2,100,0,6,3,3,0,0,27,0,27,0,0,1,6,0,0,0,0,0,0,0,0.1272,0,26,0,0,0.4350,0.5622,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5541,5477.6133,5571.3672,6284.4297,0,11048.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2157,0.083100,0.097600,0.015200,0.1207,0.022200,0.074500,0.002300,0.007400,1.9896,2.0123,0.003400,0.012800,0.051100,0.5367,0.3095,0.2919,0.016100,0.004800,0.1249,0,0.3377,0.017600,0.001300,0.003500,0.004800,0.2453,0.001500,0.000900,0.002500,0.020100,0.1292,0.6541,0.001800,0.028800,0.001500,0.002300,0.1210,0.014500,0.000400,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0.1553,0,27,0,0,0.5734,0.7287,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2847,5477.1641,5571.3672,6284.4297,0,11048.5312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,2674,391,0,0.2223,0,0,0,0,0,0,0,0
,4.1753,0.087300,0.1706,0.016500,0.1448,0.020100,0.1052,0.002300,0.007300,1.7474,1.7710,0.001700,0.008400,0.038300,1.6589,0.2830,0.2584,0.015600,0.005900,0.3013,2.4586,0.4448,0.020700,0.000700,0.002900,0.004500,0.2433,0.001700,0.000900,0.002600,0.020700,0.054800,0.4058,0.001600,0.024400,0.001300,0.001700,0.1100,0.014600,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,98,0,8,2,3,0,0,26,0,26,0,0,2,5,0,0,0,0,0,0,0,0.1098,0,19.5000,0,0,0.3456,0.4554,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5061,5475.2539,5571.3672,6284.4297,0,11046.6211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1782,0.068600,0.095800,0.014600,0.1017,0.016300,0.1124,0.002000,0.008100,1.7802,1.8027,0.002300,0.009500,0.040800,0.4884,0.3172,0.2620,0.014900,0.004200,0.1197,0,0.3531,0.016600,0.000600,0.002800,0.004400,0.2143,0.001400,0.001000,0.002300,0.016800,0.050700,0.6351,0.001500,0.021900,0.001500,0.001700,0.1055,0.013800,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,2,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1402,0,32.5000,0,0,0.5720,0.7122,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6788,5475.3398,5571.3672,6284.4297,0,11046.7070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.077900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.3330,0.084100,0.1801,0.016500,0.1119,0.018100,0.042800,0.003300,0.015300,2.2798,2.3180,0.001900,0.010600,0.035600,1.6934,0.2885,0.2633,0.015600,0.006000,0.2722,1.6540,0.3896,0.018400,0.000600,0.003600,0.005500,0.2360,0.001800,0.001000,0.002700,0.020100,0.050400,0.4773,0.001600,0.023200,0.001400,0.001600,0.1112,0.013600,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,98,0,8,3,3,0,2,26,0,26,0,0,0,6,0,0,0,0,0,0,0,0.1297,0,18.5000,0,0,0.4089,0.5386,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0484,5475.4414,5571.3672,6284.4297,0,11046.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,2226,364,0,0.2012,0,0,0,0,0,0,0,0
,0.1972,0.066300,0.2035,0.013000,0.1291,0.016700,0.077100,0.001900,0.006700,1.5961,1.6161,0.003000,0.010800,0.043400,0.5250,0.3571,0.3305,0.019800,0.005300,0.1107,0,0.2933,0.016300,0.001000,0.083800,7.5581,8.7756,0.001900,0.001100,0.005000,0.025200,0.1109,1.1362,0.001100,0.024900,0.001400,0.001200,0.1194,0.011800,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2501,0,38,0,0,1.0333,1.2834,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8259,5473.8320,5571.3672,6284.4297,0,11045.1992,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,7.5502,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2181,0.078000,0.2521,0.015800,0.1256,0.018300,0.1278,0.002100,0.007300,1.5646,1.5861,0.002000,0.008600,0.038300,2.5973,0.2702,0.2849,0.015800,0.005600,0.3613,2.4885,0.5619,0.022800,0.001100,0.002900,0.008000,0.2453,0.001500,0.001000,0.003000,0.024300,0.056200,0.6008,0.001500,0.026300,0.001600,0.002000,0.1488,0.014100,0.000300,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,98,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1849,0,21,0,0,0.4832,0.6681,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5089,5468.9297,5571.3672,6284.4297,0,11040.2969,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1096,0,0,1967,288,0,0.1489,0,0,0,0,0,0,0,0
,0.1743,0.081500,0.1205,0.009700,0.099800,0.019300,0.059400,0.002100,0.006900,1.4180,1.4374,0.001300,0.006100,0.049400,0.4074,0.2251,0.2306,0.011300,0.003400,0.1094,0,0.2360,0.019700,0.000600,0.003100,0.005400,0.2386,0.001400,0.000800,0.003100,0.018100,0.061400,0.6007,0.001800,0.029800,0.001500,0.003700,0.1523,0.014600,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1468,0,26,0,0,0.5617,0.7085,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9703,5469.4414,5571.3672,6284.4297,0,11040.8086,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8292,0.074800,0.1909,0.009100,0.1168,0.017300,0.078300,0.003300,0.009300,1.5403,1.5654,0.002100,0.008800,0.042900,1.5725,0.3197,0.2891,0.013800,0.005300,0.3103,4.2332,0.4750,0.018600,0.000700,0.003000,0.005400,0.2758,0.001800,0.001800,0.004300,0.028000,0.055100,0.6340,0.002000,0.023200,0.001500,0.002400,0.1214,0.015700,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1931,0,25,0,0,0.5173,0.7104,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3157,5459.0508,5571.3672,6284.4297,0,11030.4180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1543,0.078800,0.073800,0.014700,0.1020,0.017600,0.078200,0.002300,0.007800,1.8890,1.9125,0.001600,0.007900,0.039000,0.4294,0.2789,0.2556,0.014200,0.003900,0.1440,0,0.2506,0.013900,0.000900,0.003000,0.003700,0.2203,0.001200,0.001000,0.002500,0.015000,0.058000,0.4649,0.001500,0.025100,0.001500,0.002000,0.1226,0.017200,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1291,0,21.5000,0,0,0.3878,0.5169,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1061,5455.2891,5571.3672,6284.4297,0,11026.6562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.4754,0.096300,0.1017,0.014300,0.1117,0.017900,0.1112,0.002400,0.008500,1.8002,1.8244,0.002000,0.009200,0.040900,0.5277,0.2561,0.2539,0.016200,0.004900,0.1222,2.7236,0.3275,0.014400,0.000600,0.002200,0.004800,0.2251,0.001300,0.000800,0.002800,0.017900,0.052000,0.6152,0.001500,0.027200,0.001600,0.002100,0.3863,0.015500,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0.1616,0,29,0,0,0.5313,0.6929,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4195,5447.6133,5571.3672,6284.4297,0,11018.9805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.075300,0,0,2455,466,0,0.2663,0,0,0,0,0,0,0,0
,0.1811,0.073600,0.1851,0.014500,0.1250,0.016200,0.075600,0.002100,0.008300,1.5285,1.5514,0.001800,0.007400,0.043300,1.3755,0.3353,0.2472,0.012300,0.004000,0.2446,0,0.2757,0.012600,0.000600,0.052000,6.8705,7.0714,0.001900,0.000800,0.005300,0.022300,0.044700,0.4420,0.001600,0.024200,0.001400,0.001800,0.1299,0.014500,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,1,0,1,6,0,0,0,0,0,0,0,0.1163,0,19.5000,0,0,0.3778,0.4941,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9729,5436.7500,5571.3672,6284.4297,0,11008.1172,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,6.8658,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2283,0.061000,0.1959,0.015200,0.1031,0.014500,0.1270,0.002700,0.008000,1.7896,1.8139,0.002000,0.010400,0.044600,2.1594,0.2971,0.3507,0.016000,0.007600,0.2766,2.4285,0.2749,0.015400,0.000800,0.002100,0.005200,0.2393,0.002900,0.000700,0.002800,0.021500,0.039200,0.5761,0.000800,0.020300,0.000900,0.000900,0.1957,0.015900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1603,0,23.5000,0,0,0.4905,0.6508,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8296,5430.7969,5571.3672,6284.4297,0,11002.1641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.072400,0,0,1821,288,0,0.1349,0,0,0,0,0,0,0,0
,0.2316,0.079700,0.086400,0.014000,0.1237,0.021200,0.076600,0.002500,0.008200,2.0853,2.1104,0.002100,0.011400,0.055900,0.6703,0.4279,0.3916,0.025700,0.008400,0.096100,0,0.2999,0.018800,0.000600,0.003100,0.005500,0.2869,0.001600,0.001200,0.003600,0.020300,0.066700,0.6540,0.001800,0.027800,0.001400,0.002700,0.1372,0.018800,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1694,0,23,0,0,0.5565,0.7259,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2914,5422.3125,5571.3672,6284.4297,0,10993.6797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
