EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/Physics,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Networking/GameThread/FastArray_Apply,Ticks/GuLiStrongholdNetworkPresentationComponent,FMsgLogf/FMsgLogfCount
,0.044800,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2658,0.002700,1,0.013000,0.092500,0.012400,0.8928,0.037000,0.2421,0.000800,0.005500,0.025800,0.4401,0.4730,0.1132,0.004400,0.064800,0.046400,0.2400,0.020800,0.000400,0.002300,0.071200,0.018200,0.031600,0.005900,0.096100,0.6947,0.026900,0.1413,0.053000,0.086500,0.009900,0.025500,0.001400,0.007000,0.001600,0.011400,0.038900,0.054500,0.006300,0.000100,0.059600,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2298,0.057450,4,0.047900,0.071900,16.6978,12045.3945,2470.9609,2439.4727,0,14516.4180,0,0,0,0,0,16.6667,0.4430,28.9891,0,0,0,0,0,0.1699,0,0,0
,0.054900,0.006800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2572,0,0,0.013500,0.088700,0.013500,0.9001,0.029900,0.093800,0.001200,0.003800,0.029600,0.4293,0.4967,0.1122,0.004300,0.064900,0.045700,0.2569,0.026200,0.000500,0.1235,0.070600,0.016700,0.032700,0.006500,0.075900,0.6767,0.025500,0.1438,0.048800,0.080500,0.002500,0.022400,0.001400,0.007300,0.001500,0.019300,0.042800,0.050900,0.005400,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2446,0.061150,4,0.048700,0.068300,16.4255,12045.6641,2470.9609,2439.4727,0,14516.3555,0,0,0,0,0,16.6667,0.4609,28.6498,0,0,0,0,0,0,0,0,0
,0.047500,0.006500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3231,0.004300,1,0.012400,0.085300,0.012500,1.1436,0.032000,0.2160,0.001000,0.004200,0.027800,0.4359,0.4822,0.1102,0.004300,0.067100,0.048000,0.3534,0.021400,0.000500,0.002100,0.072600,0.018200,0.034000,0.005300,0.067700,0.8926,0.025300,0.1415,0.054600,0.1801,0.003400,0.025600,0.001200,0.006100,0.001500,0.022000,0.046100,0.1330,0.005200,0.000200,0.1093,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2224,0.055600,4,0.047100,0.070900,17.4527,12045.6641,2470.9648,2439.4727,0,14516.6289,0,0,0,0,0,16.6667,0.4866,29.0906,544,384,0,0.1162,0.1874,0,0,0,0
,0.051800,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2433,0,0,0.013700,0.086300,0.013100,0.8675,0.038500,0.1481,0.000900,0.005200,0.030900,0.4343,0.4718,0.1180,0.004600,0.072700,0.054400,0.2227,0.032200,0.000400,0.001900,0.066000,0.017500,0.030200,0.006000,0.065600,0.6445,0.023700,0.1409,0.043900,0.075900,0.002600,0.018800,0.001300,0.006900,0.001500,0.009300,0.033300,0.049200,0.009300,0.000100,0.060900,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2390,0.059750,4,0.050700,0.072600,16.0107,12045.6641,2470.9688,2439.4727,0,14516.6328,0,0,0,0,0,16.6667,0.4809,29.2015,0,0,0,0,0.019700,0.2328,0,0,0
,0.047900,0.007100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2569,0,0,0.013300,0.084800,0.012700,0.8884,0.031700,0.053200,0.001100,0.003800,0.026600,0.4596,0.4760,0.1182,0.004700,0.069900,0.051500,0.2833,0.021000,0.000400,0.001900,0.078900,0.016700,0.030200,0.005100,0.066300,0.6644,0.023700,0.1453,0.045700,0.074900,0.002600,0.018400,0.001300,0.006200,0.001600,0.019200,0.043400,0.062400,0.005600,0.000100,0.1023,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2345,0.058625,4,0.051200,0.075400,16.4927,12045.6641,2470.9688,2439.4727,0,14516.6328,0,0,0,0,0,16.6667,0.4776,28.7341,0,0,0,0,0,0,0,0,0
,0.053200,0.008000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2122,0,0,0.012900,0.087900,0.011400,0.8860,0.028900,0.056200,0.001200,0.003900,0.028200,0.3985,0.4853,0.1113,0.004600,0.059800,0.040300,0.2294,0.022100,0.000400,0.002100,0.060000,0.015300,0.028900,0.005800,0.073300,0.6713,0.026000,0.1428,0.046700,0.084600,0.002500,0.019400,0.001400,0.012600,0.001700,0.020300,0.044700,0.047000,0.004700,0.000100,0.1133,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2253,0.056325,4,0.048700,0.070900,16.5327,12045.7812,2470.9727,2439.4727,0,14516.6367,0,0,0,0,0,16.6667,0.4709,29.0368,518,383,0,0.099800,0,0,0,0,0
,0.047100,0.008900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2392,0.003600,1,0.012100,0.084700,0.011400,0.9103,0.034200,0.1240,0.001000,0.005000,0.031300,0.4302,0.4590,0.1074,0.004100,0.067700,0.048400,0.2741,0.017200,0.000500,0.001800,0.065800,0.015800,0.029400,0.005200,0.067200,0.6835,0.025100,0.1437,0.046900,0.080700,0.002700,0.018800,0.001300,0.006900,0.001500,0.010900,0.038200,0.054100,0.006000,0.000100,0.050300,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2163,0.054075,4,0.044000,0.071100,16.9085,12045.7812,2470.9766,2439.4727,0,14516.7578,0,0,0,0,0,16.6667,0.4379,29.3799,0,0,0,0,0,0.1645,0,1,0
,0.054600,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2514,0,0,0.013100,0.087500,0.012200,0.8784,0.032500,0.1060,0.000900,0.004400,0.025600,0.4236,0.4520,0.1249,0.004500,0.070800,0.049300,0.2774,0.029600,0.000600,0.053100,0.065500,0.017400,0.031900,0.005500,0.1235,0.7010,0.024200,0.1521,0.043400,0.070900,0.002300,0.018200,0.001400,0.006400,0.001500,0.019900,0.045800,0.048600,0.005500,0.000100,0.1196,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2273,0.056825,4,0.048500,0.073600,16.8133,12045.7891,2470.9805,2439.4727,0,14516.7617,0,0,0,0,0,16.6667,0.4967,28.7768,0,0,0,0,0,0.1781,0,0,0
,0.048800,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3446,0.005100,1,0.014000,0.086500,0.013200,1.0775,0.035300,0.2252,0.001200,0.003800,0.028600,0.4909,0.4953,0.1101,0.004200,0.073600,0.053700,0.3242,0.022100,0.000600,0.002400,0.078000,0.021700,0.039100,0.006200,0.067200,0.8440,0.024900,0.1408,0.045400,0.073900,0.002900,0.018900,0.001500,0.006200,0.001600,0.034700,0.059700,0.050200,0.005400,0.000100,0.071900,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2430,0.060750,4,0.047800,0.083600,17.0550,12045.6680,2470.9805,2439.4727,0,14516.7695,0,0,0,0,0,16.6667,0.4715,28.9067,535,380,0,0.1073,0.1883,0,0,0,0
,0.053300,0.005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2112,0,0,0.012100,0.081700,0.021400,0.9266,0.028800,0.083700,0.001000,0.003700,0.026900,0.4057,0.4802,0.1092,0.004300,0.068700,0.049100,0.2361,0.024700,0.000400,0.001800,0.061900,0.016700,0.029900,0.005300,0.075100,0.6935,0.028100,0.1597,0.045800,0.074000,0.002500,0.019300,0.001300,0.006500,0.001200,0.009000,0.033300,0.046300,0.005300,0.000100,0.1157,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2257,0.056425,4,0.049700,0.064400,15.9898,12045.6680,2470.9844,2439.4727,0,14516.6523,0,0,0,0,0,16.6667,0.4361,29.3341,0,0,0,0,0.049900,0,0,0,0
,0.047900,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2906,0,0,0.012700,0.086500,0.011600,0.9144,0.031400,0.092600,0.000900,0.004100,0.028300,0.4508,0.4373,0.1129,0.004300,0.074300,0.052500,0.3064,0.020700,0.000400,0.001700,0.065300,0.016800,0.030000,0.006700,0.068000,0.6888,0.026400,0.1424,0.045900,0.084900,0.002500,0.020400,0.001400,0.006600,0.001500,0.019200,0.043500,0.049300,0.005700,0,0.085500,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2241,0.056025,4,0.046400,0.066300,16.8432,12045.6680,2470.9883,2439.4727,0,14516.6562,0,0,0,0,0,16.6667,0.4666,28.9510,0,0,0,0,0,0.1480,0,0,0
,0.059500,0.005300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2228,0,0,0.013100,0.085700,0.011200,0.9650,0.031100,0.098300,0.000900,0.005100,0.028000,0.4253,0.4457,0.1176,0.004500,0.070900,0.053400,0.2220,0.024100,0.000400,0.002100,0.065600,0.017200,0.029900,0.005700,0.076100,0.7258,0.028900,0.1557,0.046600,0.077500,0.002500,0.019700,0.001400,0.006600,0.001700,0.018100,0.042800,0.048000,0.005700,0.000100,0.088400,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2645,0.066125,4,0.057400,0.075000,16.6507,12045.6836,2470.9922,2439.4727,0,14516.6602,0,0,0,0,0,16.6667,0.4932,28.8846,505,382,0,0.1094,0,0.1699,0,0,0
,0.052900,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3022,0.004100,1,0.012600,0.081200,0.012000,0.9301,0.030100,0.054100,0.000900,0.004000,0.027800,0.3640,0.5017,0.2404,0.004100,0.064900,0.051900,0.3006,0.020800,0.000700,0.002100,0.068800,0.018300,0.033200,0.006000,0.066400,0.7062,0.025600,0.1402,0.063200,0.080300,0.002900,0.018800,0.001300,0.006400,0.001600,0.009800,0.034900,0.048700,0.005700,0.000100,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2329,0.058225,4,0.049500,0.066800,16.5145,12045.6250,2470.9961,2439.4727,0,14516.6797,0,0,0,0,0,16.6667,0.4437,28.6418,0,0,0,0,0,0,0,0,0
,0.060900,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3045,0.006600,1,0.013600,0.1023,0.012100,0.8992,0.035200,0.1010,0.000900,0.005100,0.029600,0.4438,0.4619,0.1180,0.004600,0.080100,0.057700,0.2899,0.022900,0.000500,0.070100,0.1174,0.018000,0.033800,0.006400,0.067500,0.6710,0.024600,0.1434,0.051200,0.081700,0.003400,0.020900,0.001500,0.006800,0.002100,0.019500,0.046300,0.050800,0.005700,0.000100,0.1019,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2332,0.058300,4,0.048900,0.073900,17.0651,12045.8125,2471,2439.4727,0,14516.6250,0,0,0,0,0,16.6667,0.5094,28.7931,0,0,0,0,0,0.1762,0,0,0
,0.065600,0.005900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3200,0.003600,1,0.013900,0.086800,0.013100,1.0465,0.036600,0.2180,0.001200,0.004600,0.027600,0.4676,0.4853,0.1153,0.004800,0.074600,0.051500,0.3531,0.019300,0.000400,0.002400,0.068600,0.016800,0.030700,0.005900,0.065800,0.8158,0.024200,0.1405,0.046100,0.080600,0.002700,0.018500,0.001400,0.006500,0.001600,0.019100,0.044700,0.052400,0.005800,0.000100,0.1006,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2313,0.057825,4,0.047400,0.076400,16.9114,12046.0430,2471,2439.4727,0,14516.8125,0,0,0,0,0,16.6667,0.4735,28.1861,510,382,0,0.1048,0.1892,0,0,0,0
,0.1346,0.007500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2485,0,0,0.013400,0.093600,0.012300,0.9655,0.033900,0.2748,0.001400,0.005100,0.033200,0.4832,0.5042,0.1402,0.004600,0.071700,0.060200,0.2655,0.022700,0.000700,0.002100,0.068600,0.017300,0.033200,0.005700,0.070100,0.6737,0.028900,0.1638,0.055900,0.086000,0.010800,0.020800,0.001200,0.007700,0.001700,0.010000,0.036200,0.050200,0.005600,0,0.098400,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2454,0.061350,4,0.042900,0.082500,16.6383,12045.9961,2471,2439.4727,0,14517.0430,0,0,0,0,0,16.6667,0.4114,28.5488,0,0,0,0,0.023800,0.1854,0,0,0
,0.045800,0.005300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631,0,0,0.013200,0.078700,0.011400,0.9003,0.030900,0.055000,0.001000,0.003700,0.029400,0.4326,0.4912,0.1105,0.004200,0.067000,0.049200,0.2649,0.019900,0.000400,0.010100,0.067700,0.016800,0.032200,0.006800,0.066800,0.6697,0.024900,0.1417,0.051500,0.077200,0.002800,0.020000,0.001300,0.006500,0.001500,0.018700,0.043000,0.045700,0.005100,0.000100,0.1211,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2218,0.055450,4,0.047700,0.067600,16.0366,12045.9336,2471.0039,2439.4727,0,14517,0,0,0,0,0,16.6667,0.4540,29.0699,0,0,0,0,0,0,0,0,0
,0.050500,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2102,0.004100,1,0.013900,0.081600,0.012000,0.9298,0.035600,0.1395,0.000900,0.004800,0.029700,0.4140,0.4360,0.1093,0.004400,0.070600,0.052100,0.2039,0.023700,0.000400,0.001800,0.062700,0.016400,0.029000,0.005000,0.075800,0.6906,0.028400,0.1660,0.044800,0.078500,0.002600,0.019400,0.001600,0.007000,0.001500,0.018500,0.042300,0.048000,0.005200,0.000100,0.096800,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2216,0.055400,4,0.047900,0.070100,16.8873,12045.9062,2471.0078,2439.4727,0,14516.9414,0,0,0,0,0,16.6667,0.5034,28.8088,548,383,0,0.1246,0,0.1592,0,0,0
,0.027600,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2594,0.003800,1,0.012600,0.079800,0.011000,0.8806,0.039700,0.026700,0.001000,0.003500,0.028200,0.4471,0.4903,0.1078,0.004200,0.074200,0.045000,0.2817,0.023700,0.000500,0.002200,0.063400,0.019000,0.030700,0.005300,0.065300,0.6553,0.023100,0.1490,0.049400,0,0.002000,0.017300,0.001400,0.006700,0.001700,0.009500,0.032100,0.042100,0.004500,0.000100,0.1014,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2310,0.057750,4,0.044600,0.080000,16.3357,12045.9062,2471.0117,2439.4727,0,14516.9180,0,0,0,0,0,16.6667,0.4781,28.9854,0,0,0,0,0,0,0,0,0
,0.047200,0.007600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2111,0,0,0.013300,0.089800,0.013000,1.1116,0.037200,0.2198,0.001300,0.004300,0.028500,0.4129,0.4896,0.1214,0.004700,0.072400,0.049700,0.2595,0.018900,0.000600,0.061500,0.066100,0.016900,0.030700,0.005300,0.066900,0.8744,0.024900,0.1358,0.060200,0.078300,0.002800,0.019700,0.001300,0.006300,0.001400,0.020000,0.045800,0.073800,0.005000,0.000100,0.1107,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,6,1,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2287,0.057175,4,0.042900,0.074700,17.4345,12046.1250,2471.0156,2439.4727,0,14516.9219,0,0,0,0,0,16.6667,0.4271,28.7212,0,0,0,0,0.1967,0,0,0,0
