EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,0.1949,0.078000,0.004600,0.014900,0.1340,0.015900,0.037900,0.002800,0.010400,2.3297,2.3595,0.002500,0.008800,0.038800,1.1551,0.3585,0.2071,0.015700,0,0,0.5376,0.027000,0.001000,0.003200,8.2535,8.5154,0.002000,0.001300,0.000200,0.009700,0.041100,0.001100,0,0.002500,0.018600,0.001300,0.001600,0.077700,0.016200,0.000200,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1747,16492.6953,5506.1797,6217.1992,0,21998.8750,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,8.2477,0,0,0,0,0,0,0,0,0
,6.5848,0.078700,0.002900,0.013900,0.1156,0.016600,0.032800,0.002100,0.008700,2.1605,2.1841,0.002300,0.009100,0.033500,2.4456,0.4692,0.2344,0.019400,0,3.6182,0.4978,0.030300,0.001100,0.003300,0.005400,0.2400,0.001600,0.001000,0.000100,0.008700,0.040600,0.000200,0,0.002400,0.023400,0.001800,0.002000,0.092900,0.018100,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7009,16492.0117,5506.1797,6217.1992,0,21998.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,353,225,0,0.1067,0,0,0,0,0,0,0,0,0,0
,0.1665,0.078600,0.003400,0.016200,0.1273,0.016300,0.039900,0.002500,0.009300,2.3559,2.3837,0.002000,0.009800,0.041300,1.6813,0.3697,0.2439,0.022600,0,0,0.4929,0.032400,0.001000,0.003200,0.006000,1.4855,0.002000,0.000900,0.000200,0.009000,0.044600,0.000200,0,0.002800,0.024100,0.001500,0.002000,0.1216,0.016000,0.000100,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7582,16489.9727,5506.1797,6217.1992,0,21996.1523,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.4641,0.070000,0.003000,0.014300,0.1184,0.017400,0.030100,0.002600,0.010600,2.2939,2.3218,0.002600,0.011200,0.038500,1.9140,0.4053,0.2436,0.025600,0,4.2780,0.4574,0.028700,0.001100,0.003300,0.004600,0.2424,0.001700,0.000800,0.000100,0.061800,0.046600,0.000300,0,0.002800,0.022000,0.001500,0.002100,0.086700,0.016200,0.000300,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3992,16486.9219,5506.1797,6217.1992,0,21993.1016,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1785,0.075200,0.003300,0.014600,0.1080,0.016600,0.032600,0.002800,0.009500,2.1849,2.2110,0.001900,0.007800,0.033800,1.0870,0.3832,0.2582,0.016700,0,0,0.4918,0.028500,0.000900,0.002700,0.005500,0.2742,0.001800,0.001000,0.000200,0.009000,0.045700,0.000200,0,0.002600,0.022400,0.001400,0.001900,0.097700,0.017600,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0124,16486.8438,5506.1797,6217.1992,0,21993.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.0530,0.096200,0.003600,0.015400,0.1298,0.021700,0.039500,0.003200,0.011600,2.3207,2.3536,0.002300,0.011200,0.044500,1.7842,0.3800,0.2357,0.021600,0,3.8976,0.4759,0.037500,0.000900,0.013500,0.005100,0.3055,0.002100,0.001000,0.000100,0.009200,0.048000,0.000200,0,0.002900,0.032400,0.001700,0.003700,0.1102,0.019400,0.000200,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7430,16483.3203,5506.1797,6217.1992,0,21989.5000,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,471,416,0,0.1315,0,0,0,0,0,0,0,0,0,0
,0.1419,0.075200,0.003000,0.014400,0.1405,0.017100,0.035100,0.002600,0.010000,2.3190,2.3456,0.002100,0.008800,0.034400,1.6402,0.3557,0.2237,0.017800,0,0,0.4424,0.030500,0.001100,0.002900,9.3653,9.6481,0.002700,0.001000,0.000200,0.011300,0.043500,0.000200,0,0.002700,0.024800,0.001400,0.002400,0.097400,0.018900,0.000300,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8224,16482.4883,5506.1797,6217.1992,0,21988.6680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,9.3586,0,0,0,0,0,0,0,0,0
,6.7076,0.076900,0.003000,0.014500,0.1148,0.018200,0.033900,0.002800,0.009600,2.2330,2.2592,0.002500,0.008700,0.037800,2.4275,0.4008,0.2972,0.020800,0,3.8605,0.4431,0.036400,0.001000,0.003000,0.005500,0.2728,0.002500,0.001100,0.000100,0.009800,0.046800,0.000300,0,0.002500,0.026700,0.001400,0.002100,0.1346,0.017400,0.000200,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5963,16479.7617,5506.1797,6217.1992,0,21985.9414,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,352,224,0,0.091800,0,0,0,0,0,0,0,0,0,0
,0.1629,0.066000,0.003400,0.015600,0.083800,0.014300,0.034700,0.002600,0.009600,2.0919,2.1183,0.001900,0.007300,0.030600,0.7555,0.2810,0.1929,0.012200,0,0,0.4546,0.025500,0.000700,0.002200,0.004300,0.1835,0.001200,0.000700,0.000100,0.006900,0.034200,0.000200,0,0.002100,0.017100,0.001200,0.001500,0.060100,0.012700,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9456,16501.4961,5506.1797,6217.1992,0,22007.6758,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.5760,0.076700,0.003600,0.015700,0.1143,0.016400,0.036800,0.002800,0.010900,1.9169,1.9451,0.002200,0.008300,0.033300,1.5567,0.4626,0.2320,0.016200,0,3.6234,0.3762,0.033500,0.001000,0.003100,0.005500,0.3315,0.001900,0.000900,0.000200,0.007700,0.040900,0.000200,0,0.002300,0.020800,0.001400,0.001700,0.1105,0.015500,0.000200,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8024,16654.5156,5506.1797,6217.1992,0,22160.6953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1187,0.069800,0.003300,0.015800,0.095700,0.014800,0.035600,0.002800,0.009700,1.9966,2.0248,0.001800,0.008900,0.033800,0.7760,0.2813,0.2358,0.011200,0,0,0.4493,0.025300,0.000700,0.010800,0.005000,0.1930,0.001200,0.000700,0,0.007800,0.036400,0.000100,0,0.002000,0.017800,0.001300,0.001600,0.069700,0.014700,0.000200,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8485,16736.6992,5506.1797,6217.1992,0,22242.8789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,426,324,0,0.1273,0,0,0,0,0,0,0,0,0,0
,5.5879,0.071300,0.003300,0.015600,0.1203,0.015400,0.036800,0.002500,0.010600,1.9514,1.9808,0.002100,0.007900,0.031800,1.4118,0.4531,0.2810,0.018100,0,3.5964,0.4415,0.032400,0.000900,0.002700,0.005000,0.2699,0.002500,0.001000,0.000100,0.010800,0.038700,0.000200,0,0.002500,0.020800,0.001300,0.001600,0.087400,0.017300,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7872,16891.2734,5506.1797,6217.1992,0,22397.4531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1748,0.074800,0.003300,0.015800,0.1300,0.016300,0.034800,0.002500,0.009700,2.4909,2.5184,0.002700,0.009800,0.054600,1.0279,0.3550,0.2257,0.021000,0,0,0.6443,0.033700,0.001100,0.002900,9.9910,10.2522,0.002200,0.000800,0.000200,0.008800,0.040300,0.000200,0,0.002300,0.020200,0.001600,0.001900,0.085200,0.015700,0.000200,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0686,16922.6797,5506.1797,6217.1992,0,22428.8594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,9.9841,0,0,0,0,0,0,0,0,0
,5.5942,0.079000,0.002700,0.014200,0.1104,0.022000,0.033000,0.002300,0.008800,2.0101,2.0327,0.001800,0.006000,0.030700,1.5952,0.2834,0.1841,0.012400,0,3.7917,0.3933,0.023600,0.000600,0.002000,0.003600,0.1993,0.001500,0.000600,0,0.005600,0.029100,0.000200,0,0.001800,0.013700,0.000800,0.004200,0.3252,0.015800,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4940,16917.7578,5506.1797,6217.1992,0,22423.9375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,399,316,0,0.1254,0,0,0,0,0,0,0,0,0,0
,0.1561,0.064900,0.002300,0.009900,0.093100,0.027200,0.023300,0.001900,0.007500,2.0067,2.0271,0.002200,0.008400,0.034400,1.0657,0.4238,0.1818,0.013000,0,0,0.4535,0.026500,0.001100,0.003600,0.005300,0.2133,0.001400,0.001100,0,0.007900,0.041600,0.000200,0,0.002500,0.018800,0.001200,0.001500,0.089400,0.016300,0.000100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5730,16917.6055,5506.1797,6217.1992,0,22423.7852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,5.5093,0.070000,0.002800,0.016000,0.094600,0.015800,0.035400,0.002700,0.010800,2.3267,2.3557,0.001800,0.008200,0.035700,0.9828,0.3722,0.2150,0.018300,0,4.1320,0.3899,0.026600,0.000700,0.002500,0.004200,0.1868,0.001200,0.000800,0.000100,0.011200,0.040500,0.000100,0,0.002900,0.019100,0.001200,0.001500,0.091500,0.017600,0.000300,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7646,16935.1211,5506.1797,6217.1992,0,22441.3008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1862,0.088200,0.002800,0.026500,0.1230,0.017200,0.044100,0.004100,0.014000,2.3432,2.3819,0.002200,0.009200,0.039300,1.5009,0.4193,0.2942,0.019400,0,0,0.4789,0.042000,0.000900,0.025400,0.006600,0.2751,0.001800,0.001200,0.000100,0.009500,0.043500,0.000200,0,0.002400,0.022800,0.001400,0.002000,0.1145,0.009600,0.000200,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4077,16953.6719,5506.1797,6217.1992,0,22459.8516,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,397,321,0,0.1224,0,0,0,0,0,0,0,0,0,0
,5.8193,0.070400,0.003800,0.015300,0.1146,0.025400,0.032900,0.002700,0.010900,2.0943,2.1237,0.003100,0.012400,0.059900,1.4074,0.4887,0.2316,0.019500,0,3.9180,0.4292,0.037300,0.001500,0.003500,0.005200,1.2975,0.001600,0.000800,0,0.008100,0.042400,0.000100,0,0.002500,0.018500,0.001300,0.001800,0.094900,0.013600,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7315,16950.4062,5506.1797,6217.1992,0,22456.5859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1511,0.068800,0.002400,0.012000,0.1396,0.015200,0.032700,0.002400,0.009200,1.9294,1.9711,0.001600,0.007100,0.029800,0.7135,0.2644,0.1734,0.010500,0,0,0.3979,0.022700,0.000800,0.002400,7.0568,7.2573,0.001700,0.000800,0.000200,0.008500,0.037900,0.000300,0,0.002300,0.018800,0.001100,0.001600,0.070300,0.014400,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9923,16951.2852,5506.1797,6217.1992,0,22457.4648,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,7.0521,0,0,0,0,0,0,0,0,0
,5.5289,0.071700,0.004000,0.014500,0.1184,0.017400,0.033100,0.002300,0.009900,2.1351,2.1615,0.002300,0.009800,0.043700,2.6554,0.3880,0.2381,0.022100,0,2.6064,0.4836,0.034900,0.001000,0.003000,0.006100,0.2686,0.002200,0.001100,0.000200,0.009000,0.046000,0.000200,0,0.002600,0.022200,0.001300,0.002100,0.080700,0.015400,0.000300,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3649,16955.9141,5506.1797,6217.1992,0,22462.0938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,375,320,0,0.1328,0,0,0,0,0,0,0,0,0,0
,0.1393,0.065500,0.003800,0.014700,0.085900,0.014000,0.033000,0.002900,0.008600,1.9055,1.9305,0.001900,0.007500,0.030900,0.9581,0.2608,0.1769,0.010300,0,0,0.4305,0.024100,0.000800,0.002600,0.004400,0.1813,0.001200,0.000700,0.000100,0.007900,0.032700,0.000200,0,0.002100,0.024400,0.001300,0.001400,0.1278,0.014800,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4120,16952.7227,5506.1797,6217.1992,0,22458.9023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8736,0.070300,0.004200,0.016300,0.097100,0.015300,0.033900,0.002500,0.009000,1.7315,1.7570,0.001800,0.006900,0.035300,0.9699,0.5160,0.2546,0.017800,0,4.3335,0.4176,0.028100,0.000800,0.002900,0.005000,0.2016,0.001500,0.000900,0.000100,0.007900,0.037300,0.000200,0,0.002100,0.020000,0.001600,0.001600,0.073400,0.015500,0.000300,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.1979,0,18.5000,0,0,0.4850,0.6829,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6007,16958.1445,5506.1797,6217.1992,0,22464.3242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
