EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.1153,0.076600,0.4010,0.013100,0.1207,0.015900,0.074600,0,0.002200,0.007000,1.9086,1.9301,0.001600,0.008800,0.040200,2.2565,0.2842,0.1582,0.014600,0.004800,0.1875,3.0800,0.4062,0.038300,0.001000,0.002500,1.3748,1.4157,0.001500,0.000700,0.003900,0.023300,0.068700,1.6235,0.5427,0.007100,0.034300,0.001400,0.002100,0.1369,0.014900,0.000200,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,6,8,0,70,434,0,26,1,0,2,12,0,0,0,0,0,0,0,0.2697,0,28.5000,5.1934,0,1.8916,2.1613,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6024,4661.2109,5526.4492,6241.8320,0,10187.6602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,5571,467,0,0.3792,2,0,0,0,0,0,0,0,0,0,0,0
,5.0483,0.078500,0.091800,0.013300,0.1266,0.019200,0.081000,0,0.002300,0.006700,1.7191,1.7403,0.001700,0.008900,0.044100,0.9441,0.2645,0.1541,0.014500,0.003900,1.1267,3.9577,0.4038,0.025000,0.000800,0.002500,1.3576,0.4588,0.002400,0.000900,0.003700,0.022500,0.1241,0.5642,0.1404,0.002200,0.030000,0.002300,0.002100,0.1514,0.014400,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1517,0,24.5000,0,0,0.4818,0.6335,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8261,4660.9531,5526.4492,6241.8320,0,10187.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1720,0.074400,0.1996,0.014300,0.1351,0.016900,0.1161,0.069900,0.002100,0.007100,1.8846,1.9067,0.001800,0.009600,0.039400,1.9082,0.2674,0.1559,0.017900,0.005600,0.1711,0,0.2639,0.026800,0.000700,0.002500,8.0021,8.0276,0.001900,0.001100,0.004900,0.024400,0.1448,0.6447,0.3190,0.002000,0.029700,0.002400,0.002200,0.1470,0.017500,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,3,3,0,1,28,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1439,0,26,0,0,0.5795,0.7234,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9698,4659.3789,5526.4492,6241.8320,0,10185.8281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,7.3657,0,4117,293,0,0.2382,0,0,0,0,0,0,0,0,0,0,0,0
,5.1739,0.066800,0.2063,0.009200,0.099600,0.016100,0.052700,0,0.002200,0.006500,1.2872,1.3063,0.001000,0.005500,0.033500,2.2825,0.2609,0.1502,0.010300,0.002900,0.081900,2.6745,0.4242,0.028200,0.000800,0.087300,0.3198,0.4487,0.002300,0.000800,0.002900,0.019900,0.050900,0.6469,0.2918,0.001600,0.023600,0.001300,0.001800,0.1073,0.013000,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,50,2,99,0,8,3,4,0,3,27,0,26,1,0,1,7,0,0,0,0,0,0,0,0.1363,0,23.5000,1.0215,0,0.6721,0.8084,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1941,4659.1562,5526.4492,6241.8320,0,10185.6055,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1635,0.069300,0.093200,0.013300,0.1016,0.014500,0.1216,0.078900,0.002300,0.006500,1.8109,1.8315,0.001400,0.006800,0.040900,0.7417,0.3030,0.1707,0.019100,0.004100,0,0,0.2685,0.026700,0.000500,0.002500,0.2241,0.4246,0.002300,0.001000,0.002400,0.021100,0.1048,0.6076,0.1059,0.001900,0.021000,0.001300,0.001700,0.1082,0.014000,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,2,50,2,98,0,8,1,1,0,2,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0.1367,0,30,0,0,0.5457,0.6824,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8724,4658.8320,5526.4492,6241.8320,0,10185.2812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.1500,0.075700,0.1934,0.015000,0.1159,0.017100,0.036600,0,0.003000,0.010700,2.1790,2.2076,0.002100,0.009100,0.045400,1.8895,0.3433,0.2194,0.019200,0.006000,0,4.4766,0.5446,0.032600,0.000900,0.002500,0.2438,1.3720,0.001800,0.000900,0.003700,0.021500,0.1017,0.7241,0.1148,0.001400,0.021400,0.001300,0.001700,0.1206,0.012700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,0,49,3,98,0,7,1,1,0,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.1551,0,33,0,0,0.7441,0.8992,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4308,4657.4414,5526.4492,6241.8320,0,10183.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,2248,360,0,0.3040,0,0,0,0,0,0,0,0,0,0,0,0
,0.1391,0.068300,0.1382,0.012000,0.1289,0.014300,0.079900,0,0.002300,0.006600,1.6885,1.7098,0.001900,0.008100,0.037700,1.2488,0.3126,0.1630,0.014700,0.005000,0,0,0.2608,0.022600,0.000500,0.002400,0.4684,0.6536,0.001700,0.000900,0.003300,0.017500,0.051600,0.3880,0.2383,0.001700,0.020700,0.001300,0.001700,0.1092,0.013000,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1030,0,19.5000,0,0,0.3285,0.4315,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4085,4657.4414,5526.4492,6241.8320,0,10183.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1700,0.070300,0.096900,0.014400,0.1224,0.015300,0.088100,0,0.002000,0.007200,1.8391,1.8608,0.001400,0.007800,0.045200,0.9218,0.3051,0.1636,0.020400,0.005000,0.1878,0,0.4303,0.032800,0.000700,0.002300,1.4190,1.5086,0.001900,0.000800,0.003800,0.019400,0.049500,0.6754,0.1102,0.002100,0.023300,0.001200,0.001500,0.1081,0.013700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1713,0,27.5000,0,0,0.5810,0.7523,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3067,4657.4531,5526.4492,6241.8320,0,10183.9023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7002,0.073100,0.1828,0.015600,0.1237,0.016200,0.096000,0,0.002600,0.008000,1.9116,1.9381,0.001700,0.011500,0.048600,1.9202,0.3009,0.1490,0.016400,0.005800,0.1791,3.6879,0.3775,0.030300,0.000600,0.002700,0.3457,0.3599,0.001700,0.000900,0.002400,0.019800,0.048900,0.3408,0.3425,0.001500,0.019900,0.001200,0.001600,0.1069,0.013000,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.096306,0,15.5000,0,0,0.2870,0.3833,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3034,4657.4023,5526.4492,6241.8320,0,10183.8516,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,2552,390,0,0.1822,0,0,0,0,0,0,0,0,0,0,0,0
,0.1683,0.071900,0.1233,0.013500,0.1508,0.016600,0.1096,0.072100,0.002400,0.007200,1.6452,1.6676,0.001500,0.006800,0.045100,0.7242,0.2509,0.1835,0.019700,0.005800,1.2719,0,0.3807,0.028000,0.000600,0.067500,8.0408,7.0073,0.001800,0.000900,0.004900,0.021400,0.052100,0.6368,0.1138,0.001400,0.022500,0.001400,0.001800,0.6727,0.016200,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1498,0,26,0,0,0.5632,0.7130,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8268,4657.3672,5526.4492,6241.8320,0,10183.8164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,6.6929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3575,0.066500,0.2785,0.010800,0.091300,0.016000,0.065100,0,0.002000,0.006000,1.7218,1.7404,0.001500,0.008700,0.038900,2.7095,0.3218,0.2009,0.016900,0.005900,0.1610,2.0583,0.3181,0.019800,0.000800,0.001700,0.3566,0.3987,0.002000,0.000900,0.003000,0.017800,0.048600,1.0523,0.4399,0.001700,0.020500,0.001300,0.001400,0.1180,0.014700,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,6,6,0,2,626,0,26,0,0,2,12,0,0,0,0,0,0,0,0.1472,0,28,5.8730,0,1.2368,1.3840,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0994,4657.0273,5526.4492,6241.8320,0,10183.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1755,0.082500,0.2626,0.015300,0.1276,0.021100,0.1420,0.083200,0.002700,0.008300,1.7677,1.7934,0.001700,0.009300,0.038200,1.2552,0.2685,0.1603,0.015000,0.003700,0,0,0.3515,0.028000,0.001300,0.002700,0.2567,0.5170,0.002000,0.001300,0.002800,0.023000,0.068900,1.2209,0.3121,0.002300,0.032100,0.001800,0.002400,0.1541,0.014700,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,4,0,2,401,0,1,0,0,2,5,0,0,0,0,0,0,0,0.2051,0,26,2.9229,0,1.4491,1.6542,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5047,4657.0273,5526.4492,6241.8320,0,10183.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.3156,0.076300,0.1096,0.014600,0.1048,0.015800,0.080400,0,0.002400,0.007600,1.7092,1.7306,0.001500,0.007100,0.039900,0.6468,0.2833,0.1559,0.015200,0.003800,0,2.4986,0.3295,0.026500,0.000700,0.002800,0.2632,0.4856,0.001900,0.000900,0.002600,0.019900,0.054600,0.7200,0.1196,0.001800,0.024100,0.001400,0.001900,0.1052,0.012300,0.000300,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1589,0,24,0,0,0.6496,0.8085,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2444,4656.7344,5526.4492,6241.8320,0,10183.1836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,7345,467,0,0.4619,0,0,0,0,0,0,0,0,0,0,0,0
,0.1765,0.080300,0.2044,0.015000,0.1207,0.017100,0.089500,0,0.002600,0.008900,2.1916,2.2198,0.002500,0.011000,0.048300,1.2479,0.4015,0.2308,0.018600,0.008400,0,0,0.3619,0.029600,0.001400,0.003200,0.2315,0.5036,0.001800,0.000800,0.002600,0.018200,0.061000,0.5584,0.3076,0.002300,0.030300,0.001700,0.002300,0.1075,0.011500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1452,0,26.5000,0,0,0.4773,0.6225,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3458,4655.1797,5526.4492,6241.8320,0,10181.6289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2581,0.069500,0.091300,0.013900,0.1128,0.017200,0.1235,0.078100,0.002300,0.007300,1.8222,1.8445,0.001700,0.007800,0.040600,0.9783,0.3177,0.1796,0.015700,0.004400,0,4.6265,0.3178,0.036500,0.001100,0.002700,0.2416,0.4614,0.001900,0.001000,0.003300,0.021800,0.062000,0.6070,0.1384,0.001900,0.025000,0.001500,0.001900,0.3311,0.011500,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1483,0,24.5000,0,0,0.5246,0.6729,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3641,4654.6172,5526.4492,6241.8320,0,10181.0664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,1617,266,0,0.1537,0,0,0,0,0,0,0,0,0,0,0,0
,0.1588,0.076500,0.3250,0.015300,0.1564,0.016500,0.043900,0,0.002400,0.011100,1.6826,1.7115,0.001600,0.007900,0.040800,1.0898,0.2974,0.1796,0.015500,0.006100,0,0,0.4206,0.018300,0.000800,0.078500,7.3399,7.6144,0.003000,0.000900,0.004900,0.024600,0.053300,1.1803,0.4157,0.004800,0.023300,0.001300,0.001300,0.6689,0.014400,0.000200,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,0,50,2,100,0,6,4,4,0,68,34,0,26,1,0,0,8,0,0,0,0,0,0,0,0.2568,0,24,1.0195,0,1.1924,1.4492,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9240,4653.6797,5526.4492,6241.8320,0,10180.1289,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,7.0695,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,5.7553,0.071100,0.4415,0.011900,0.1117,0.018100,0.098000,0.061500,0.002100,0.006300,1.6346,1.6589,0.001600,0.006800,0.045500,2.0051,0.2892,0.1651,0.015500,0.004900,0,3.1780,0.2998,0.021300,0.000800,0.002400,0.2384,0.4705,0.002300,0.000800,0.002800,0.025500,0.065400,1.5277,0.6945,0.002500,0.031900,0.002000,0.002600,0.1240,0.011500,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,7,7,0,3,628,0,27,0,0,2,14,0,0,0,0,0,0,0,0.2179,0,28,5.6221,0,1.9896,2.2075,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7921,4654.2852,5526.4492,6241.8320,0,10180.7344,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1609,0.070400,0.1552,0.015000,0.099600,0.016600,0.088500,0,0.002400,0.007900,1.6564,1.6787,0.001800,0.007100,0.039300,0.7921,0.2692,0.1615,0.014200,0.004100,0,0.1163,0.2945,0.015600,0.000500,0.002400,0.2279,0.4117,0.002200,0.000900,0.002200,0.016600,0.1192,0.9260,0.2108,0.001900,0.021400,0.001600,0.001600,0.1294,0.013900,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,2,4,0,1,401,0,0,1,0,2,5,0,0,0,0,0,0,0,0.1445,0,26.5000,2.9082,0,1.0400,1.1845,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8249,4656.7031,5526.4492,6241.8320,0,10183.1523,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2185,0.075600,0.088000,0.014700,0.1254,0.016200,0.081300,0,0.002400,0.007900,1.8029,1.8263,0.002000,0.009600,0.039600,0.4157,0.2793,0.1593,0.014400,0.003900,0.2006,4.6139,0.2714,0.014800,0.000700,0.002700,1.7623,1.8602,0.001800,0.001000,0.004800,0.022900,0.1066,0.5356,0.1430,0.002000,0.023700,0.001400,0.002100,0.1395,0.015500,0.000500,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1331,0,25.5000,0,0,0.4703,0.6034,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8041,4650.2969,5526.4492,6241.8320,0,10176.7461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,7989,490,0,0.3854,0,0,0,0,0,0,0,0,0,0,0,0
,0.1654,0.069500,0.1608,0.014400,0.098000,0.017100,0.083900,0,0.002500,0.007300,1.6272,1.6497,0.001600,0.006900,0.037900,1.2665,0.2797,0.1598,0.014800,0.004700,0.1740,0,0.4436,0.016300,0.000500,0.002500,0.3545,0.3743,0.001500,0.000800,0.002400,0.015000,0.1074,0.5665,0.2619,0.002000,0.019400,0.001300,0.001600,0.1069,0.014200,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,4,4,0,0,26,0,26,1,0,2,8,0,0,0,0,0,0,0,0.1247,0,30,0,0,0.5007,0.6254,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8979,4650.0508,5526.4492,6241.8320,0,10176.5000,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0410,0.069600,0.1580,0.011800,0.1614,0.016300,0.1362,0,0.002100,0.007100,2.0570,2.0766,0.001700,0.007300,0.038800,0.9107,0.2743,0.1711,0.015800,0.004900,1.0693,3.6464,0.2622,0.015000,0.000700,0.002400,1.3593,0.4972,0.002500,0.000900,0.004600,0.021300,0.1107,0.4612,0.2960,0.001800,0.022800,0.001400,0.001700,0.1127,0.014400,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,49,3,97,0,7,4,4,0,0,26,0,26,1,0,1,8,0,0,0,0,0,0,0,0.1210,0,22.5000,0,0,0.3978,0.5188,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6645,4653.9180,5526.4492,6241.8320,0,10180.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,2007,292,0,0.1691,0,0,0,0,0,0,0,0,0,0,0,0
