EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgeConnectionBootstrap,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/Pathfinding,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,Exclusive/GameThread/EventWait
,1.6171,0.063700,0.012800,0.083700,0.013200,0.029400,0.002100,0.006600,0.003100,0.023800,0.001400,0.004400,0.027200,0.2862,0.2688,1.2659,0.014500,0,0,0.2391,0.012100,0.000900,0.003000,0.005100,0.1017,0.001600,0.000700,0.000100,0.007900,0.038400,0.000300,0,0.001600,0.016900,0.001500,0.001600,0.048200,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014000,0.000200,0,16.6638,15183.4297,5471.0391,6226.9062,0,20654.4688,0,0,406,305,0,0.084100,0,1,0,0,0,0,0,0,0,0
,0.1401,0.065500,0.013700,0.098300,0.013000,0.030300,0.002100,0.009100,0.003500,0.027800,0.001500,0.004600,0.026500,0.2903,0.2700,1.1116,0.014200,0,0.047700,0.2432,0.012300,0.000700,0.002600,0.005000,0.1052,0.001400,0.000700,0.000100,0.006100,0.035000,0.000200,0,0.001800,0.015400,0.001200,0.001500,0.049800,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400,0.000100,0,16.7078,15181.6328,5471.0391,6226.9062,0,20652.6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5383,0.060600,0.012900,0.084400,0.012200,0.029300,0.002100,0.007400,0.002800,0.024900,0.001500,0.004800,0.024300,0.2912,0.3014,1.2048,0.018000,0,0,0.3120,0.013900,0.000700,0.002800,0.005000,0.1090,0.001200,0.000700,0.000100,0.006900,0.038300,0.000200,0,0.001800,0.016300,0.001200,0.001400,0.047000,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012500,0.000200,0,16.4919,15178.2695,5471.0391,6226.9062,0,20649.3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1100,0.078000,0.014900,0.092200,0.012600,0.027800,0.001900,0.006500,0.003100,0.023500,0.001200,0.004300,0.024900,0.2485,0.2498,1.0785,0.013500,0,0,0.2621,0.012700,0.000900,0.002100,2.2637,2.3624,0.001300,0.000700,0.000100,0.007100,0.038300,0.000100,0,0.002000,0.017000,0.001400,0.001600,0.049900,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013900,0.000100,0,18.2227,15170.2266,5471.0391,6226.9062,0,20641.2656,0,0,404,306,0,0.1157,2.2592,0,0,0,0,0,0,0,0,0
,1.6649,0.078500,0.014800,0.090400,0.013700,0.035100,0.002200,0.007300,0.003400,0.026100,0.001700,0.004800,0.034800,0.5265,0.2335,1.1212,0.015100,0,0,0.2734,0.013400,0.000800,0.002400,0.004200,0.096100,0.001700,0.001000,0.000100,0.007700,0.039500,0.000100,0,0.002100,0.016700,0.001300,0.001400,0.047400,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011900,0.000100,0,15.1821,15165.6055,5471.0391,6226.9062,0,20636.6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.080100,0.063200,0.013600,0.081100,0.022300,0.028900,0.002100,0.006600,0.002800,0.023500,0.001200,0.003700,0.025900,0.2564,0.2253,1.0263,0.013400,0,0,0.3661,0.013200,0.000900,0.010400,0.005200,0.099800,0.001200,0.000800,0.000100,0.006500,0.033700,0.000100,0,0.001500,0.014400,0.001000,0.001300,0.051300,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014900,0.000100,0,15.8615,15163.0078,5471.0391,6226.9062,0,20634.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5453,0.077900,0.013900,0.1171,0.013100,0.028000,0.001900,0.006700,0.002800,0.022900,0.001200,0.003600,0.023800,0.2860,0.2435,1.0617,0.015300,0,0.2041,0.3315,0.014700,0.000900,0.002500,0.004400,0.1225,0.001400,0.000700,0.000100,0.007100,0.041800,0.000200,0,0.002200,0.020100,0.001300,0.001800,0.059900,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016400,0.000100,0,17.9587,15159.7031,5471.0391,6226.9062,0,20630.7422,0,0,404,305,0,0.084700,0,0,0,0,0,0,0,0,0,0
,0.1369,0.058600,0.012300,0.079300,0.012200,0.045500,0.002100,0.007900,0.003100,0.026000,0.001400,0.004400,0.025100,0.2776,0.2705,1.1034,0.014300,0,0.044400,0.2524,0.011400,0.000900,0.002200,0.004400,0.092400,0.000900,0.000600,0,0.006200,0.034400,0.000200,0,0.001400,0.015500,0.001400,0.001300,0.054600,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013100,0.000100,0,16.3115,15158.3984,5471.0391,6226.9062,0,20629.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5551,0.059000,0.012500,0.078700,0.012100,0.029500,0.002000,0.007100,0.003300,0.024900,0.001400,0.004900,0.026000,0.2997,0.2334,0.9904,0.015100,0,0.2236,0.2601,0.011700,0.000800,0.002500,0.004100,0.091600,0.001200,0.000600,0.000100,0.005900,0.034500,0.000100,0,0.001500,0.013600,0.001400,0.001400,0.048200,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,50,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011300,0.000100,0,16.0104,15154.8242,5471.0391,6226.9062,0,20625.8633,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
,0.1077,0.066000,0.013700,0.094000,0.013600,0.034600,0.002100,0.007300,0.003600,0.026600,0.001500,0.005400,0.026500,0.2830,0.2437,1.1638,0.012300,0,0,0.2041,0.011600,0.000800,0.002200,2.2988,2.3952,0.001800,0.000700,0.000100,0.005800,0.036000,0.000100,0,0.002000,0.017200,0.001300,0.001800,0.048600,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.000100,0,18.8113,15146.0586,5471.1016,6226.9062,0,20617.1602,0,0,408,307,0,0.082700,2.2941,1,0,0,0,0,0,0,0,0
,1.5359,0.065100,0.012800,0.082600,0.013000,0.030500,0.001900,0.006700,0.002700,0.024200,0.001300,0.004700,0.024900,0.5842,0.2519,1.1475,0.016800,0,0,0.2787,0.013100,0.000900,0.002600,0.017900,0.1176,0.001100,0.000700,0.000100,0.007100,0.037800,0.000200,0,0.001600,0.016500,0.001300,0.001700,0.071400,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013500,0.000100,0,14.6413,15140.8594,5471.1016,6226.9062,0,20611.9609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1358,0.063900,0.014900,0.086300,0.013200,0.035600,0.002400,0.007300,0.003200,0.026800,0.001400,0.004700,0.027800,0.2840,0.2472,1.1748,0.016700,0,0.015200,0.3244,0.013400,0.001000,0.009800,0.004400,0.099400,0.001300,0.000700,0.000100,0.006500,0.035600,0.000200,0,0.001900,0.016900,0.001200,0.001500,0.047100,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011900,0.000100,0,16.6977,15138.0195,5471.1016,6226.9062,0,20609.1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5440,0.062700,0.013300,0.082600,0.012600,0.031000,0.001400,0.006400,0.002800,0.022700,0.001300,0.003900,0.023000,0.2768,0.2447,1.2452,0.013400,0,0,0.2794,0.011900,0.000800,0.002500,0.005500,0.1138,0.001300,0.000700,0.000100,0.006700,0.037300,0.000200,0,0.001700,0.018800,0.001500,0.001800,0.046400,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012700,0.000100,0,16.4165,15135.8281,5471.1016,6226.9062,0,20606.9297,0,0,406,306,0,0.1118,0,0,0,0,0,0,0,0,0,0
,0.096500,0.068600,0.015200,0.096100,0.012300,0.030300,0.002000,0.006400,0.003100,0.023900,0.001300,0.004800,0.025100,0.2786,0.2300,1.0178,0.013300,0,0.079800,0.2411,0.012500,0.000800,0.002800,0.004700,0.1046,0.001400,0.000800,0.000100,0.006800,0.039700,0.000100,0,0.002000,0.017300,0.001500,0.001400,0.052300,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.000100,0,16.3965,15132.3164,5471.1016,6226.9062,0,20603.4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.6430,0.060500,0.012900,0.083800,0.012800,0.035000,0.002300,0.008000,0.003400,0.027500,0.001600,0.004800,0.027900,0.2952,0.2774,1.0922,0.014100,0,0.1338,0.3087,0.012800,0.000800,0.016800,0.004900,0.098400,0.001300,0.000600,0.000100,0.006300,0.052200,0.000200,0,0.001900,0.016300,0.001300,0.001300,0.047300,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013800,0.000200,0,16.5305,15126.8203,5471.1016,6226.9062,0,20597.9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1280,0.063300,0.013300,0.088300,0.013200,0.029100,0.001700,0.006900,0.002900,0.024800,0.001200,0.004400,0.024500,0.2634,0.2498,1.1074,0.014100,0,0.044900,0.2226,0.011600,0.000700,0.002300,2.2348,2.7244,0.001100,0.000500,0.000100,0.007100,0.034900,0.000200,0,0.001900,0.015800,0.001400,0.001900,0.063100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011700,0.000100,0,19.2113,15119.3789,5471.1016,6226.9062,0,20590.4805,0,0,406,305,0,0.086500,2.2274,0,0,0,0,0,0,0,0,0
,1.5553,0.067800,0.013600,0.1076,0.013000,0.027400,0.001900,0.006900,0.003000,0.023500,0.001300,0.003800,0.022100,0.5561,0.2298,1.0877,0.016800,0,0,0.2979,0.014900,0.000800,0.002700,0.004800,0.1082,0.001100,0.000700,0.000100,0.006900,0.041700,0.000100,0,0.001900,0.019700,0.001400,0.001800,0.047600,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400,0.000200,0,14.3417,15116.6836,5471.1016,6226.9062,0,20587.7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1094,0.071400,0.015700,0.089000,0.013000,0.034700,0.002400,0.008300,0.003700,0.029300,0.001400,0.005300,0.029700,0.2677,0.2440,1.0326,0.032200,0,0,0.2173,0.012400,0.000800,0.009400,0.004200,0.095000,0.001700,0.000700,0.000100,0.006100,0.037400,0.000100,0,0.002300,0.016500,0.001100,0.001500,0.049200,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012700,0.000200,0,15.7343,15114.4297,5471.1016,6226.9062,0,20585.5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5253,0.076800,0.012400,0.085300,0.024100,0.030900,0.001800,0.007100,0.003000,0.024500,0.001300,0.004200,0.024300,0.2717,0.2287,1.1167,0.012700,0,0.079100,0.3365,0.010600,0.000900,0.002600,0.007900,0.1031,0.001300,0.000800,0.000100,0.007000,0.040500,0.000100,0,0.002200,0.016300,0.001200,0.001500,0.1637,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012200,0.000200,0,17.1914,15111.5352,5471.1016,6226.9062,0,20582.6367,0,0,406,305,0,0.089400,0,0,0,0,0,0,0,0,0,0
,0.1222,0.064200,0.014200,0.090700,0.011800,0.026200,0.002000,0.006900,0.002900,0.023700,0.001300,0.004800,0.023300,0.2565,0.2237,1.0968,0.016200,0,0.030700,0.2370,0.011200,0.000800,0.002400,0.004400,0.095700,0.001100,0.000700,0.000100,0.006100,0.037600,0.000100,0,0.002000,0.016600,0.001300,0.001400,0.048900,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012300,0.000100,0,16.5052,15105.4766,5471.1016,6226.9062,0,20576.5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5968,0.066400,0.012600,0.083000,0.012900,0.028700,0.002100,0.007000,0.003000,0.024600,0.001200,0.004800,0.024400,0.3198,0.2557,1.5332,0.023300,0,0.083100,0.2689,0.012700,0.000800,0.002700,0.005400,0.1034,0.001300,0.000700,0.000100,0.006800,0.038400,0.000200,0,0.002000,0.015500,0.001200,0.001500,0.053000,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,46,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013800,0.000100,0,18.1883,15100.4336,5471.1016,6226.9062,0,20571.5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1269,0.064100,0.014000,0.1005,0.012800,0.031600,0.002200,0.007500,0.003200,0.026100,0.001500,0.005000,0.025400,0.2964,0.2620,1.2921,0.015600,0,0.041100,0.2465,0.015700,0.000800,0.002800,2.4169,2.5228,0.001300,0.000600,0.000100,0.006500,0.036400,0.000200,0,0.002000,0.016800,0.001200,0.001700,0.048600,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020300,0.000100,0,18.4587,15093.7188,5471.1016,6226.9062,0,20564.8203,0,0,408,305,0,0.082900,2.4114,0,0,0,0,0,0,0,0,0
,1.5418,0.060500,0.013000,0.075300,0.011300,0.028700,0.001400,0.006000,0.002800,0.021500,0.001400,0.004100,0.022000,0.5445,0.2396,1.0145,0.015300,0,0,0.2698,0.011500,0.000700,0.002100,0.003800,0.090200,0.001300,0.000600,0.000100,0.006700,0.034000,0.000200,0,0.001500,0.014600,0.001200,0.001800,0.045500,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,2,4,0,0,6,1,1,45,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013000,0.000100,0,13.8999,15092.5664,5471.1016,6226.9062,0,20563.6680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1110,0.065700,0.014000,0.080600,0.012400,0.030400,0.001800,0.006500,0.003100,0.024200,0.001200,0.004200,0.024700,0.3144,0.2407,1.0030,0.014700,0,0,0.2334,0.012500,0.000900,0.013600,0.004200,0.097700,0.001300,0.000900,0.000100,0.007000,0.038700,0.000100,0,0.001900,0.015400,0.001300,0.001600,0.052500,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,48,4,96,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,37.5000,0,0,0.5009,0.6438,0,2,2,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,2,4,0,0,6,1,1,50,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014300,0.000100,0,15.6479,15090.4062,5471.1016,6226.9062,0,20561.5078,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
