EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1597,0.066100,0.003000,0.014700,0.1024,0.015100,0.030500,0,0.002700,0.009500,1.8592,1.8853,0.001900,0.008500,0.033900,0.3973,0.2947,0.2621,0.015300,0,0,0.2624,0.016600,0.000600,0.002700,0.005700,1.1138,0.001200,0.000800,0.000100,0.007200,0.035800,0.000100,0,0.002100,0.018700,0.001200,0.001400,1.0863,0.014600,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5357,15828.5391,5525.2109,6230.5000,0,21353.7500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9690,0.071200,0.003800,0.017000,0.1039,0.014800,0.034400,0,0.002900,0.010500,1.7570,1.7849,0.001500,0.006800,0.031600,0.7717,0.2875,0.2568,0.014400,0,3.7307,0.3951,0.017600,0.000600,0.012700,0.1186,0.3441,0.001300,0.000800,0.000100,0.006500,0.035700,0.000100,0,0.002100,0.017700,0.001200,0.001500,0.087800,0.015800,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7839,15827.0742,5525.2109,6230.5000,0,21352.2852,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,416,321,0,0.099000,0.069600,0,0,0,0,0,0,0,0,0,0
,0.1645,0.063600,0.003000,0.013900,0.093000,0.014100,0.028100,0,0.002400,0.008500,1.7467,1.7709,0.002100,0.007400,0.031500,0.6233,0.2876,0.2479,0.016700,0,0,0.2969,0.016600,0.000600,0.002400,0.2309,0.4212,0.001200,0.000700,0.000100,0.006500,0.035800,0.000100,0,0.002000,0.016400,0.001200,0.001500,0.066900,0.014400,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5420,15829.6328,5525.2109,6230.5000,0,21354.8438,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0.072100,0,0,0,0,0,0,0,0,0,0
,5.0678,0.089200,0.004200,0.016500,0.1449,0.021900,0.034400,0,0.002900,0.010700,1.7893,1.8177,0.002300,0.008700,0.033200,0.4951,0.2941,0.4099,0.014500,0,4.1066,0.6862,0.043200,0.001300,0.005100,0.3577,0.7869,0.002700,0.002100,0.000100,0.015600,0.058400,0.000600,0,0.003400,0.022900,0.001400,0.002500,0.1034,0.020300,0.000400,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9745,15825.8750,5525.2109,6230.5000,0,21351.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1646,0.073400,0.003100,0.016800,0.1861,0.017800,0.032700,0,0.003300,0.010200,1.9783,2.0062,0.002000,0.010200,0.035200,0.4681,0.3125,0.4549,0.015900,0,0,0.3537,0.028400,0.001400,0.004600,8.8998,9.0518,0.002500,0.001500,0.000100,0.011400,0.047500,0.000200,0,0.002800,0.022800,0.001500,0.001900,0.6317,0.016700,0.000200,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2307,15828.6992,5525.2109,6230.5000,0,21353.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,455,324,0,0.1097,0.1431,7.4360,1,0,0,0,0,0,0,0,0
,5.6939,0.064900,0.002400,0.013000,0.085100,0.014300,0.030300,0,0.001800,0.007500,1.9732,1.9940,0.001400,0.006600,0.029200,1.2870,0.2418,0.3742,0.015200,0,4.0918,0.3667,0.019200,0.000700,0.002900,0.1268,0.3177,0.001500,0.000900,0.000100,0.007900,0.037600,0.000100,0,0.002200,0.019400,0.001100,0.001400,0.074500,0.015500,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8187,15815.1016,5525.2109,6230.5000,0,21340.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1958,0.068800,0.003000,0.014800,0.1088,0.014800,0.041400,0,0.002000,0.007000,1.8495,1.8705,0.001700,0.008300,0.031500,0.3851,0.2974,0.4222,0.018100,0,0,0.2922,0.019800,0.000900,0.003400,0.2474,0.4401,0.001100,0.000900,0.000100,0.006900,0.037900,0.000200,0,0.002400,0.017600,0.001200,0.002000,0.075900,0.013600,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2254,15819.3867,5525.2109,6230.5000,0,21344.5977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9219,0.069600,0.003500,0.014500,0.1016,0.014600,0.033500,0,0.002700,0.010000,1.7719,1.7989,0.001600,0.007300,0.032400,0.4057,0.3051,0.3954,0.016800,0,4.1045,0.3535,0.020500,0.000800,0.010300,0.2459,0.4373,0.001300,0.001000,0.000100,0.007000,0.038700,0.000200,0,0.002000,0.018900,0.001200,0.001700,0.086600,0.013700,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6972,15816.3086,5525.2109,6230.5000,0,21341.5195,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,318,308,0,0.086800,0,0,0,0,0,10.4802,0,0,0,0,0
,0.1389,0.062000,0.002200,0.011100,0.093900,0.012300,0.025500,0,0.001100,0.005500,2.0630,2.0778,0.001600,0.007300,0.026300,0.3251,0.2586,0.3747,0.013400,0,0,0.2434,0.019600,0.000700,0.002300,1.4897,1.5256,0.001600,0.001100,0.000100,0.008200,0.039300,0.000200,0,0.002500,0.016500,0.001500,0.001400,0.067900,0.013200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6409,15815.7070,5524.9609,6230.2500,0,21340.6680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0.1888,0,0,0,0,0,0,0,0,0,0
,5.0317,0.065000,0.002800,0.013400,0.087900,0.013300,0.030800,0,0.002100,0.008500,1.9546,1.9785,0.001700,0.008100,0.030600,0.3955,0.2537,0.3981,0.014300,0,4.1926,0.3684,0.018900,0.000700,0.017500,0.1542,0.3304,0.001400,0.000900,0.000100,0.006800,0.035700,0.000200,0,0.002100,0.016400,0.001200,0.001500,0.066900,0.014000,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9852,15820.5938,5524.9609,6230.2500,0,21345.5547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1596,0.071500,0.003100,0.014200,0.1427,0.015100,0.032400,0,0.002000,0.008400,2.0015,2.0258,0.001600,0.008200,0.032000,0.3916,0.2756,0.3776,0.016300,0,0.058100,0.2449,0.018200,0.000700,0.002500,7.3258,7.5243,0.001700,0.001000,0.000200,0.008800,0.043000,0.000200,0,0.003000,0.021300,0.001500,0.001700,0.8962,0.015800,0.000200,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9209,15817.5781,5524.9609,6230.2500,0,21342.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,434,324,0,0.098300,0,7.1342,1,0,0,0,0,0,0,0,0
,5.6941,0.065100,0.002200,0.013000,0.094900,0.015100,0.027900,0,0.002000,0.008300,1.8981,1.9200,0.001600,0.006800,0.031100,1.5485,0.2752,0.4510,0.015600,0,3.7192,0.4750,0.022100,0.000800,0.014000,0.2097,0.4160,0.001900,0.001100,0.000100,0.007600,0.042400,0.000200,0,0.002200,0.020700,0.001200,0.001600,0.072300,0.016300,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2805,15817.9258,5524.9609,6230.2500,0,21342.8867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1743,0.061100,0.003300,0.014500,0.084300,0.012200,0.033300,0,0.003200,0.008700,2.0404,2.0644,0.001500,0.007500,0.029100,0.3732,0.3083,0.3832,0.014500,0,0,0.3438,0.023400,0.000700,0.002500,0.2212,0.4083,0.001100,0.000600,0,0.005900,0.047500,0.000200,0,0.002000,0.015800,0.001200,0.001500,0.059400,0.011200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7261,15818.4062,5524.9609,6230.2500,0,21343.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1635,0.066700,0.003100,0.013100,0.1050,0.015200,0.030600,0,0.002600,0.008800,1.9650,1.9900,0.001700,0.012300,0.033900,0.4522,0.2850,0.4137,0.015300,0,4.2719,0.3644,0.022000,0.000900,0.014900,1.5737,1.5484,0.001800,0.000900,0.000100,0.006700,0.038200,0.000200,0,0.002100,0.028400,0.001400,0.001600,0.076800,0.014900,0.000100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5972,15823.7500,5524.9609,6230.2500,0,21348.7109,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,398,317,0,0.090600,0.2381,0,0,0,2,0,0,0,0,0,0
,0.1593,0.063100,0.003000,0.015500,0.091000,0.013100,0.034100,0,0.002300,0.008500,2.0254,2.0498,0.002100,0.009100,0.040200,0.3804,0.2557,0.3713,0.013900,0,0.095200,0.2995,0.018900,0.000600,0.002300,0.1085,0.2895,0.001000,0.000800,0.000100,0.006900,0.035800,0.000100,0,0.002200,0.015800,0.001700,0.001400,0.070700,0.012600,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1974,15819.8672,5524.9609,6230.2500,0,21344.8281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.8938,0.071100,0.003300,0.015000,0.1151,0.015700,0.036600,0,0.002700,0.009400,2.1508,2.1793,0.002100,0.010200,0.036500,0.5737,0.3559,0.6581,0.019600,0,3.5334,0.4329,0.020100,0.000600,0.003100,0.1918,1.3210,0.001600,0.001000,0.000100,0.007800,0.039100,0.000100,0,0.002200,0.017200,0.001200,0.001800,0.097300,0.013500,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1706,15825.0781,5524.9609,6230.2500,0,21350.0391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1645,0.075700,0.003500,0.015100,0.1767,0.016700,0.035700,0,0.003000,0.010200,2.0845,2.1142,0.001900,0.010000,0.035300,0.3853,0.2639,0.4476,0.015700,0,0,0.3261,0.020500,0.000800,0.002600,10.5195,10.7535,0.002800,0.000900,0.000200,0.009900,0.048300,0.000300,0,0.002400,0.021300,0.001500,0.002000,0.6386,0.017000,0.000200,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0196,15825.0781,5524.9609,6230.2500,0,21350.0391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,422,321,0,0.1007,0,10.3023,1,0,0,0,0,0,0,0,0
,5.8833,0.058000,0.002200,0.013500,0.081500,0.013500,0.030700,0,0.002000,0.009400,1.8149,1.8355,0.001900,0.005500,0.028200,1.2788,0.2831,0.3929,0.015200,0,4.1909,0.3899,0.019300,0.000700,0.002700,0.2160,0.4088,0.001600,0.000700,0.000100,0.006900,0.035900,0.000100,0,0.002100,0.017900,0.001200,0.001600,0.069300,0.014000,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4444,15821.0430,5524.9609,6230.2500,0,21346.0039,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1288,0.063500,0.002900,0.014300,0.088000,0.012900,0.027900,0,0.002800,0.007000,2.0988,2.1213,0.001500,0.008800,0.048300,0.3792,0.2813,0.5017,0.014600,0,0,0.2506,0.017700,0.000600,0.002400,0.2287,0.4194,0.001400,0.000600,0.000100,0.006800,0.034900,0.000200,0,0.002000,0.016600,0.001100,0.001700,0.069800,0.013700,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0948,15819.6523,5524.9609,6230.2500,0,21344.6133,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0902,0.070900,0.002800,0.015100,0.1145,0.017000,0.033600,0,0.003000,0.011000,1.9245,1.9536,0.002100,0.007100,0.033400,0.5343,0.2680,0.3806,0.013900,0,4.2424,0.4231,0.019600,0.000800,0.012000,1.5982,1.5429,0.001400,0.000900,0.000100,0.008100,0.2448,0.000100,0,0.002600,0.019300,0.001200,0.001700,0.074400,0.016300,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0508,15814.9219,5524.9688,6230.2500,0,21339.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,412,321,0,0.097500,0.2641,0,0,0,0,0,0,0,0,0,0
,0.1471,0.058800,0.002200,0.012400,0.083600,0.013200,0.028700,0,0.002300,0.007300,1.9748,1.9965,0.001600,0.005900,0.031100,0.3805,0.3099,0.3832,0.014900,0,0.022000,0.3341,0.021400,0.000600,0.002700,0.1218,0.3075,0.001200,0.000600,0,0.006900,0.037200,0.000100,0,0.002200,0.017300,0.001200,0.001400,0.070100,0.013200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5502,15812.8008,5524.9688,6230.2500,0,21337.7695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9111,0.071300,0.003700,0.016500,0.1002,0.014900,0.036300,0,0.002600,0.010100,1.9560,1.9846,0.001600,0.006900,0.033200,0.4019,0.2818,0.4298,0.013600,0,4.0477,0.3607,0.019200,0.000700,0.002500,0.1793,0.3782,0.001800,0.000800,0.000100,0.007000,0.038300,0.000200,0,0.002300,0.019300,0.001100,0.001500,0.1138,0.012900,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,46,2,50,0,4,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.093199,0,27,0,0.035156,0.3058,0.3990,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2183,15811.1875,5524.9688,6230.2500,0,21336.1562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
