EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GuLiBuildingShieldComponent,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,GuLiCommanderPoseDispatch/SaturatedAtAttempt,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.0806,0.061300,0.012100,0.080200,0.012900,0.063400,0.001900,0.005100,0.003100,0.020800,0.001100,0.003900,0.028900,1.9374,0.2234,0.8794,0.014800,0.004100,0.3915,0.2736,0.019600,0.000700,0.002500,0.004200,0.095800,0.001300,0.000700,0.001900,0.013800,0.042900,0.4029,0.001400,0.020400,0.001500,0.001500,0.049000,0.012200,0.000200,1.9286,0,0,0,0,59,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,9,9,0,4,26,0,26,0,0,1,18,0,0,0,0,0,0,0,0.1064,0,23,0,0,0.2918,0.3982,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2707,8656.6641,5460.5195,6222.0859,0,14117.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1357,0.062000,0.013200,0.086200,0.011400,0.071200,0.001900,0.005500,0.003000,0.021200,0.001400,0.004200,0.030800,0.7084,0.2362,0.9088,0.012600,0.003600,0.1073,0.3275,0.019900,0.000800,0.069900,0.004800,1.0142,0.001100,0.000900,0.002400,0.016300,0.046700,0.5284,0.001200,0.021900,0.001400,0.001400,0.095300,0.011200,0.000200,0,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,6,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1230,0,33.5000,0,0,0.4012,0.5242,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6858,8651.7422,5460.5195,6222.0859,0,14112.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2420,0.067300,0.013100,0.089100,0.013300,0.073000,0.002200,0.005900,0.003600,0.024600,0.001100,0.004800,0.031300,0.3649,0.2548,0.9313,0.014600,0.002800,0.1052,0.3471,0.018400,0.000800,0.002400,0.004600,0.1055,0.001300,0.000800,0.002500,0.015200,0.051000,0.3229,0.001400,0.023800,0.001700,0.001700,0.057500,0.013700,0.000100,3.9393,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.094797,0,19.5000,0,0,0.2237,0.3185,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7930,8649.5391,5460.5195,6222.0859,0,14110.0586,0,0,0,0,0,0,527,447,0,0.1026,0,0,0,0,0,0,0,0,0,0,0
,0.1699,0.061200,0.012400,0.088000,0.013500,0.088100,0.002300,0.006600,0.004000,0.025500,0.001300,0.005000,0.032700,0.8376,0.2580,0.8966,0.015200,0.003500,0.4339,0.3346,0.018200,0.000800,0.002500,0.004000,0.095200,0.001200,0.000800,0.002200,0.013500,0.077500,0.4169,0.001300,0.025100,0.001500,0.001500,0.051000,0.013400,0.000100,0,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,0,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1135,0,26.5000,0,0,0.2991,0.4126,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7950,8639.4922,5460.5195,6222.0859,0,14100.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0330,0.072500,0.013500,0.081600,0.012900,0.063700,0.001900,0.005400,0.002900,0.020700,0.000900,0.004000,0.029500,1.1631,0.1983,0.8453,0.013300,0.003200,0.4396,0.2866,0.022300,0.000700,0.002400,0.004500,0.1081,0.001300,0.000900,0.002700,0.016800,0.045600,0.4089,0.001500,0.021600,0.001500,0.001400,0.3029,0.012600,0.000200,3.0722,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,4,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1161,0,21.5000,0,0,0.2876,0.4037,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1755,8638.8984,5460.5195,6222.0859,0,14099.4180,0,0,0,0,0,0,441,277,0,0.081500,0,0,0,0,0,0,0,0,0,0,0
,0.1789,0.067000,0.013600,0.096700,0.013100,0.077900,0.002500,0.006700,0.003700,0.025700,0.001000,0.005200,0.044200,0.3112,0.2208,0.8710,0.013800,0.003000,0.1056,0.3200,0.016800,0.000700,0.002100,5.8771,5.9786,0.002200,0.000700,0.003800,0.019900,0.047000,0.4401,0.001700,0.022900,0.001400,0.002400,0.054600,0.012800,0.000100,0.008900,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1240,0,26,0,0,0.3115,0.4355,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6468,8639.7852,5460.5195,6222.0859,0,14100.3047,0,0,0,5.8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0816,0.059400,0.011500,0.079600,0.011900,0.063700,0.002100,0.006300,0.003400,0.023800,0.001600,0.004600,0.032400,2.1743,0.2335,0.9141,0.016500,0.003700,0.4512,0.3918,0.019500,0.000700,0.002300,0.004100,0.096700,0.001100,0.000700,0.002000,0.013600,0.043200,0.4050,0.001400,0.019400,0.001200,0.001200,0.049400,0.012100,0.000100,1.9553,0,0,0,0,59,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,10,10,0,0,26,0,26,0,0,1,20,0,0,0,0,0,0,0,0.1057,0,23.5000,0,0,0.2949,0.4006,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2485,8641.7227,5460.5195,6222.0859,0,14102.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1390,0.061000,0.014200,0.076800,0.011300,0.074900,0.003000,0.007200,0.003100,0.027200,0.001100,0.004900,0.034300,0.3655,0.2146,0.9683,0.016900,0.004000,0.085100,0.3630,0.016400,0.000500,0.059800,0.004100,0.088700,0.001100,0.000700,0.001600,0.013300,0.040900,0.4002,0.001200,0.018500,0.001500,0.001500,0.045600,0.011900,0.000200,0.078600,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1032,0,25.5000,0,0,0.2935,0.3967,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4119,8641.7227,5460.5195,6222.0859,0,14102.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2795,0.059300,0.009900,0.087600,0.012200,0.1091,0.002300,0.007000,0.003000,0.026500,0.001200,0.007000,0.036800,1.1541,0.2416,0.8956,0.014700,0.003400,0.4101,0.2864,0.021500,0.000800,0.002500,0.004500,0.1282,0.001200,0.000800,0.002100,0.016700,0.047200,0.5167,0.001700,0.020600,0.001600,0.001600,0.049600,0.028900,0.000100,3.1887,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,6,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1327,0,31.5000,0,0,0.3795,0.5122,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3803,8641.0977,5460.5195,6222.0859,0,14101.6172,0,0,0,0,0,0,531,447,0,0.1353,0,0,0,0,0,0,0,0,0,0,0
,0.1764,0.068100,0.014200,0.081200,0.012700,0.074500,0.002000,0.005800,0.003500,0.023300,0.001400,0.004300,0.030600,0.3745,0.2516,0.9055,0.016800,0.004200,0.094000,0.3866,0.020200,0.000800,0.002900,0.004200,0.1112,0.001200,0.001200,0.002100,0.014000,0.044500,0.3648,0.001200,0.022700,0.001200,0.001700,0.047500,0.011900,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.097092,0,22,0,0,0.2628,0.3599,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1753,8641.1094,5460.5195,6222.0859,0,14101.6289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1341,0.062700,0.012100,0.091000,0.013400,0.064200,0.001900,0.005500,0.003200,0.021600,0.001100,0.003900,0.027500,1.2486,0.2364,0.8793,0.014100,0.003500,0.4561,0.3129,0.021900,0.000600,0.002500,0.004400,0.098800,0.001100,0.000900,0.002000,0.014500,0.046900,0.6792,0.003900,0.020700,0.001400,0.001500,0.055900,0.012600,0.000200,3.0359,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,6,9,9,0,68,34,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1536,0,25,0,0,0.5204,0.6740,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0748,8642.3281,5460.5195,6222.0859,0,14102.8477,0,0,0,0,2,0,429,277,0,0.078100,0,0,0,0,0,0,0,0,0,0,0
,0.1460,0.065100,0.012200,0.1022,0.014100,0.067400,0.002000,0.005300,0.003200,0.021600,0.001100,0.004000,0.027900,0.3188,0.2365,0.9110,0.014700,0.003700,0.1082,0.4153,0.016900,0.000800,0.016400,5.8801,5.9858,0.001900,0.000700,0.004800,0.021900,0.053700,0.4195,0.001500,0.022900,0.001500,0.001900,0.081600,0.014500,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1172,0,21.5000,0,0,0.2972,0.4144,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4919,8641.1758,5460.5195,6222.0859,0,14101.6953,0,0,0,5.8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4681,0.073000,0.014600,0.097300,0.015100,0.089000,0.002300,0.006400,0.003500,0.027200,0.001500,0.005600,0.034900,2.3486,0.2739,0.9377,0.017300,0.004700,0.4472,0.3299,0.022000,0.001000,0.002300,0.005100,0.1131,0.001600,0.000800,0.002600,0.015600,0.1067,0.5217,0.001400,0.023000,0.001500,0.001800,0.052100,0.012900,0.000100,1.1305,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,10,9,9,0,5,27,0,26,1,0,2,18,0,0,0,0,0,0,0,0.1327,0,26.5000,0,0,0.3839,0.5166,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3964,8637.7422,5460.5195,6222.0859,0,14098.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1532,0.058000,0.011400,0.075200,0.010800,0.073200,0.002000,0.005600,0.002900,0.022400,0.001800,0.004000,0.027800,0.2905,0.3183,0.8597,0.011400,0.003000,0.086300,0.3322,0.015100,0.000700,0.061500,0.003700,0.085700,0.001100,0.000500,0.002000,0.011000,0.1289,0.5024,0.001000,0.014200,0.000900,0.001200,0.045400,0.011800,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1200,0,24,0,0,0.3793,0.4993,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5564,8629.8750,5460.5195,6222.0859,0,14090.3945,0,0,0,0,0,0,499,354,0,0.070100,0,0,0,0,0,0,0,0,0,0,0
,3.5860,0.057100,0.011000,0.076700,0.011600,0.078500,0.002300,0.005400,0.003000,0.021600,0.001200,0.004000,0.027800,0.3045,0.2407,0.8385,0.010400,0.002400,0.1176,0.2363,0.018900,0.000900,0.002000,0.004200,0.091600,0.001100,0.000500,0.001900,0.014100,0.038900,0.5258,0.001000,0.016500,0.000900,0.001300,0.048100,0.011500,0.000100,2.4068,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1304,0,26,0,0,0.3923,0.5227,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7605,8625.6250,5460.5195,6222.0859,0,14086.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1475,0.064500,0.012600,0.084600,0.012400,0.072400,0.001900,0.005400,0.003300,0.023100,0.001300,0.004300,0.031400,1.1557,0.2509,0.8797,0.012300,0.003700,0.4555,0.3970,0.019500,0.000700,0.002400,0.004200,0.099900,0.001300,0.000800,0.002100,0.014000,0.055800,0.3067,0.001400,0.018000,0.001300,0.001600,0.052000,0.012200,0.000100,0,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,2,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.088423,0,17,0,0,0.2139,0.3023,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5810,8624.6641,5460.5195,6222.0859,0,14085.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4944,0.073400,0.012600,0.1130,0.014600,0.078300,0.002000,0.006400,0.023200,0.046500,0.001800,0.008600,0.034700,0.4025,0.2650,0.9195,0.014800,0.004200,0.1018,0.3018,0.019800,0.001000,0.002700,0.005200,1.0218,0.001800,0.000700,0.003400,0.021200,0.052000,0.6597,0.001600,0.025600,0.001900,0.002200,0.074000,0.012200,0.000100,3.2008,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,8,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1558,0,36.5000,0,0,0.4983,0.6541,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9882,8629.4375,5460.5820,6222.0859,0,14090.0195,0,0,0,0,0,0,429,345,0,0.1136,0,0,0,0,0,0,0,0,0,0,0
,0.1427,0.067700,0.014800,0.1172,0.012700,0.060400,0.001900,0.005400,0.003300,0.022200,0.001200,0.004100,0.029900,0.8858,0.2202,0.8842,0.014200,0.004100,0.4324,0.3471,0.017600,0.000700,0.002300,5.8977,5.9978,0.001800,0.000900,0.004300,0.019200,0.046100,0.2717,0.001500,0.021100,0.001400,0.001800,0.053700,0.012700,0.000100,0,0,0,0,0,59,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,10,10,0,0,26,0,26,0,0,1,20,0,0,0,0,0,0,0,0.090707,0,14.5000,0,0,0.1767,0.2674,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2463,8629.9727,5460.5820,6222.0859,0,14090.5547,0,0,0,5.8927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0680,0.064400,0.012300,0.083400,0.013400,0.068200,0.002000,0.005600,0.003100,0.021900,0.001200,0.004300,0.028900,2.1889,0.2219,0.8726,0.014200,0.003200,0.4282,0.3130,0.020300,0.000800,0.002200,0.004000,0.1027,0.001200,0.000700,0.001900,0.015400,0.046800,0.4941,0.001500,0.021800,0.001400,0.001500,0.052000,0.012800,0.000100,2.1508,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,10,10,0,1,26,0,26,0,0,2,20,0,0,0,0,0,0,0,0.1212,0,29.5000,0,0,0.3684,0.4896,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9068,8629.9180,5460.5820,6222.0859,0,14090.5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1477,0.059200,0.011600,0.076000,0.011500,0.069100,0.001600,0.005100,0.003500,0.025600,0.001300,0.004900,0.033300,0.3155,0.2350,0.8829,0.013600,0.003500,0.090500,0.3087,0.017000,0.000600,0.064000,0.004000,0.093700,0.000800,0.000700,0.002200,0.013000,0.043300,0.3605,0.001200,0.020300,0.001700,0.001400,0.047900,0.038900,0.000100,0,0,0,0,0,60,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.091217,0,18.5000,0,0,0.2657,0.3569,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3924,8629.8320,5460.5820,6222.0859,0,14090.4141,0,0,0,0,0,0,539,379,0,0.1231,0,0,0,0,0,0,0,0,0,0,0
,5.2572,0.077100,0.012800,0.1110,0.013100,0.060500,0.001700,0.005500,0.003500,0.021900,0.001200,0.004100,0.029500,1.3381,0.2103,0.8744,0.014500,0.003800,0.5105,0.2746,0.032600,0.000800,0.002800,0.005200,0.1124,0.001300,0.000800,0.002200,0.015100,0.043100,0.5044,0.001500,0.024000,0.001400,0.001600,0.048500,0.011600,0.000100,3.1061,0,0,0,0,59,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,4,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1219,0,31.5000,0,0,0.3784,0.5003,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3887,8629.1797,5460.5820,6222.0859,0,14089.7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1404,0.057300,0.010200,0.078700,0.010100,0.060800,0.001600,0.005300,0.002700,0.019200,0.001000,0.027900,0.042300,0.3687,0.3317,0.9194,0.016500,0.003300,0.098200,0.3214,0.017000,0.000500,0.002100,0.003900,0.1006,0.001200,0.000700,0.002100,0.013800,0.040900,0.2990,0.001300,0.019100,0.001500,0.001300,0.054000,0.011700,0.000100,0,0,0,0,0,59,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.086315,0,16.5000,0,0,0.2089,0.2952,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7443,8627.1094,5460.5820,6222.0859,0,14087.6914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1181,0.060000,0.012500,0.082900,0.013400,0.064700,0.002000,0.005500,0.003100,0.021900,0.001300,0.004200,0.031100,1.1758,0.2325,1.0335,0.017000,0.003900,0.4133,0.2714,0.020900,0.000600,0.002100,0.004300,0.1014,0.001400,0.000700,0.002100,0.014900,0.045400,0.4201,0.001400,0.021400,0.001800,0.001600,0.051400,0.012200,0.000300,2.9561,0,0,0,0,60,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,9,9,0,2,26,0,26,0,0,2,18,0,0,0,0,0,0,0,0.1111,0,26,0,0,0.3047,0.4158,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2623,8625.0430,5460.5820,6222.0859,0,14085.6250,0,0,0,0,0,0,403,345,0,0.087900,0,0,0,0,0,0,0,0,0,0,0
