EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/PathFollowingComponent,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,5.0699,0.065800,0.1422,0.012200,0.095900,0.015900,0.1212,0.002700,0.008400,0.004500,0.029300,0.001300,0.005600,0.039500,0.5394,0.3274,0.9028,0.016900,0.004600,0.3967,0.027800,0.000500,0.063200,0.004600,0.1080,0.001600,0.000800,0.002400,0.015400,0.053200,0.8296,0.091000,0.005100,0.021300,0.001400,0.001400,0.1026,0.014200,0.000100,3.6867,0.073700,0,0,0,0,0,63,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,9,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1626,0,29,0,0,0.7632,0.9258,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,63,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1506,4601.6875,5465.1797,6190.7383,0,10066.8672,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
,0.1604,0.067000,0.1668,0.012400,0.1119,0.016200,0.099600,0.002400,0.007000,0.004100,0.025200,0.001100,0.004900,0.034600,1.1869,0.3430,1.0774,0.021000,0.006700,0.3719,0.026500,0.000600,0.002000,5.9376,6.0515,0.001700,0.000800,0.004400,0.019600,0.052500,0.5750,0.2528,0.001600,0.021100,0.001300,0.001500,0.1119,0.014200,0.000300,0,0.071800,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,2,29,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1281,0,25.5000,0,0,0.5114,0.6395,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8362,4601.6094,5465.1797,6190.7383,0,10066.7891,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,5.9325,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3860,0.072000,0.2341,0.015900,0.1019,0.017200,0.094800,0.002200,0.006900,0.003600,0.023600,0.001600,0.004700,0.037500,1.9792,0.2799,1.2091,0.019300,0.006300,0.3925,0.024500,0.001100,0.002600,0.004900,0.9884,0.001800,0.000900,0.002800,0.018100,0.1028,0.7019,0.2398,0.001700,0.020200,0.001300,0.001500,0.1008,0.012800,0.000100,1.9282,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,2,2,0,5,27,0,26,1,0,2,4,0,0,0,0,0,0,0,0.1519,0,35,0,0,0.6853,0.8372,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9720,4601.5625,5465.1797,6190.7383,0,10066.7422,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2815,401,0,0.1634,0,0,0,0,0,0,0,0
,0.1650,0.068400,0.1044,0.013200,0.098700,0.016800,0.075400,0.002700,0.007400,0.003800,0.026900,0.001500,0.005200,0.041300,0.4585,0.3048,1.1471,0.024700,0.007100,0.3153,0.028800,0.000800,0.002700,0.005600,0.1254,0.002400,0.001000,0.002800,0.017200,0.1089,0.6437,0.1246,0.001400,0.021500,0.001500,0.001700,0.1109,0.014100,0.000100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,50,2,100,0,9,1,1,0,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1551,0,16,0,0,0.5686,0.7237,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5626,4601.5273,5465.1797,6190.7383,0,10066.7070,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.1129,0.064500,0.2168,0.011400,0.093600,0.016500,0.081900,0.002200,0.006700,0.002800,0.021400,0.001100,0.004400,0.030300,1.3170,0.3807,1.0722,0.018200,0.006300,0.4774,0.029800,0.000700,0.002600,0.005600,0.1233,0.002100,0.001100,0.002200,0.018600,0.1231,0.8172,0.2697,0.001500,0.020300,0.001400,0.001600,0.1011,0.013200,0.000300,3.6342,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,8,3,3,0,4,26,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1857,0,35,0,0,0.7397,0.9254,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1801,4599.4414,5465.1797,6190.7383,0,10064.6211,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1634,0.074100,0.068800,0.011000,0.1061,0.016700,0.076700,0.002100,0.006600,0.002700,0.020600,0.001000,0.004200,0.030300,0.4222,0.3822,1.1520,0.017400,0.005900,0.4140,0.038700,0.001200,0.002900,0.005400,0.1513,0.001900,0.001000,0.002700,0.019900,0.1146,0.4360,0.1534,0.001800,0.038300,0.001400,0.002300,0.1334,0.020800,0.000400,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,98,0,7,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1212,0,18,0,0,0.3610,0.4822,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0761,4600.1992,5464.8672,6190.3633,0,10065.0664,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2603,381,0,0.1543,0,0,0,0,0,0,0,0
,5.7772,0.072200,0.1702,0.015400,0.099100,0.016700,0.1578,0.002300,0.007400,0.003600,0.024900,0.001400,0.005800,0.033800,1.2870,0.2829,1.0101,0.017500,0.005500,0.4410,0.026100,0.000600,0.066700,0.005400,0.1158,0.001900,0.000900,0.002500,0.016200,0.051900,0.5073,0.2725,0.001400,0.021000,0.001400,0.001600,0.3363,0.013200,0.000100,3.6245,0.087500,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,3,3,0,0,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1231,0,28.5000,0,0,0.4305,0.5536,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8298,4599.8320,5464.8672,6190.3633,0,10064.6992,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1517,0.064500,0.091000,0.013300,0.1180,0.015000,0.1193,0.002100,0.007100,0.003400,0.023400,0.001500,0.004900,0.034800,0.4405,0.3459,1.0901,0.017900,0.006700,0.3977,0.031900,0.000800,0.002600,7.0376,7.1777,0.002100,0.001100,0.004800,0.023600,0.053700,0.5866,0.097100,0.001600,0.020300,0.001200,0.001500,0.1074,0.013700,0.000100,0,0.074900,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1442,0,27.5000,0,0,0.5139,0.6581,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2598,4598.3086,5464.8672,6190.3633,0,10063.1758,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.0308,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.6057,0.072300,0.2136,0.013900,0.095800,0.017300,0.088200,0.002200,0.008000,0.004300,0.028100,0.001600,0.005800,0.046100,2.2639,0.2743,0.9857,0.019300,0.006300,0.4496,0.032600,0.001000,0.002700,0.005100,0.1238,0.002000,0.000900,0.002200,0.015900,0.053200,0.5399,0.2715,0.001300,0.021200,0.001300,0.001600,0.1142,0.014100,0.000200,1.5136,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1390,0,25,0,0,0.5109,0.6499,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5249,4598.4219,5464.8672,6190.3633,0,10063.2891,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2088,364,0,0.2323,0,0,0,0,0,0,0,0
,0.1843,0.073400,0.069800,0.013600,0.091500,0.015800,0.075400,0.002100,0.006800,0.003500,0.022700,0.001300,0.004300,0.034000,0.3781,0.2663,0.9335,0.016100,0.004900,0.2765,0.027200,0.000900,0.003500,0.004600,0.1086,0.002000,0.001000,0.002100,0.014400,0.051500,0.4446,0.1097,0.001400,0.021200,0.001400,0.001700,0.1055,0.013800,0.000300,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1062,0,22,0,0,0.3898,0.4960,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9984,4598.4453,5464.8672,6190.3633,0,10063.3125,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2984,0.069600,0.1635,0.013500,0.096200,0.016200,0.077400,0.002400,0.007200,0.004000,0.025300,0.001400,0.004700,0.036800,1.3578,0.2779,0.9439,0.012600,0.005500,0.4270,0.028100,0.000500,0.002500,0.005200,0.1205,0.002300,0.000800,0.002400,0.018000,0.056600,0.4755,0.2752,0.002100,0.025400,0.001400,0.001900,0.1024,0.012000,0.000200,3.1058,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,0,26,0,26,0,0,2,5,0,0,0,0,0,0,0,0.1086,0,22,0,0,0.4244,0.5330,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2617,4598.5508,5464.8672,6190.3633,0,10063.4180,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1565,0.072500,0.1397,0.012900,0.1458,0.017000,0.1094,0.002100,0.007000,0.003100,0.023800,0.001300,0.004300,0.032900,0.4446,0.2553,1.0244,0.014800,0.006300,0.2972,0.030900,0.001000,0.002400,0.005300,0.1408,0.002000,0.000900,0.003000,0.020100,0.062700,0.9144,0.1267,0.001900,0.026700,0.001400,0.002300,0.1372,0.013600,0.000100,0,0.065700,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,6,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.2084,0,29.5000,0,0,0.8186,1.0270,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0619,4598.4609,5464.8672,6190.3633,0,10063.3281,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2232,390,0,0.2112,0,0,0,0,0,0,0,0
,5.3923,0.069200,0.1770,0.013000,0.1167,0.017500,0.1071,0.002200,0.006600,0.003200,0.021800,0.001400,0.004500,0.036100,0.8925,0.2478,0.9561,0.017200,0.005100,0.4035,0.026400,0.000900,0.096400,0.006000,0.1484,0.002000,0.001000,0.003100,0.021900,0.077400,0.4772,0.2353,0.002000,0.029000,0.001700,0.002500,0.1443,0.011800,0.000100,3.3610,0.063900,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,0,27,0,27,1,0,2,5,0,0,0,0,0,0,0,0.1380,0,24,0,0,0.3856,0.5236,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2595,4598.4609,5464.8672,6190.3633,0,10063.3281,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1664,0.070200,0.081200,0.014300,0.1243,0.015500,0.082900,0.002900,0.007500,0.003600,0.025200,0.001300,0.004700,0.034900,0.6978,0.2601,1.0090,0.015800,0.004000,0.2902,0.028400,0.000600,0.015500,7.1818,7.3041,0.001800,0.000800,0.005100,0.023400,0.054200,0.5210,0.1067,0.001600,0.023100,0.001400,0.001800,0.1219,0.013900,0.000100,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1550,0,21,0,0,0.4284,0.5834,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5535,4598.2539,5464.8672,6190.3633,0,10063.1211,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,7.1757,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2659,0.072300,0.1515,0.013800,0.097400,0.019400,0.067200,0.002100,0.006400,0.003300,0.022800,0.001300,0.004300,0.034100,1.8257,0.2446,0.8932,0.015100,0.004900,0.4179,0.026500,0.000800,0.002400,0.004800,0.1239,0.002800,0.001100,0.002800,0.021900,0.052800,0.4888,0.2578,0.001600,0.024200,0.001200,0.002100,0.1370,0.029500,0.000100,2.3707,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1466,0,24.5000,0,0,0.3952,0.5418,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1146,4598.2539,5464.8672,6190.3633,0,10063.1211,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2136,364,0,0.2601,0,0,0,0,0,0,0,0
,0.1562,0.073000,0.1802,0.015300,0.093700,0.016100,0.077000,0.002300,0.007200,0.003400,0.024100,0.001300,0.004400,0.042300,0.8349,0.3397,0.8969,0.014900,0.005800,0.3713,0.026500,0.000500,0.002300,0.004500,0.1113,0.001500,0.000700,0.002500,0.014600,0.067800,0.8728,0.098200,0.004900,0.018200,0.001300,0.001800,0.1013,0.013900,0.000100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,72,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1663,0,31,0,0,0.8660,1.0323,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7174,4598.1406,5464.8672,6190.3633,0,10063.0078,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,4.4450,0.066500,0.1740,0.013100,0.095400,0.017400,0.078900,0.002300,0.006900,0.003600,0.023300,0.001500,0.004800,0.036100,1.0067,0.2636,0.8966,0.014500,0.005100,0.4835,0.026500,0.000700,0.002500,0.004900,0.1184,0.001800,0.000700,0.002400,0.016300,0.1417,0.5658,0.2975,0.001500,0.021700,0.001400,0.001600,0.1004,0.014100,0.000100,2.3615,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,100,0,8,3,3,0,1,27,0,26,1,0,2,6,0,0,0,0,0,0,0,0.1351,0,22.5000,0,0,0.4988,0.6339,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6310,4598.5742,5464.8672,6190.3633,0,10063.4414,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2190,0.094700,0.1157,0.015700,0.1080,0.016600,0.1222,0.002200,0.007000,0.003500,0.022900,0.001000,0.004300,0.032300,0.9489,0.2872,1.2501,0.015800,0.006300,0.3604,0.041600,0.000600,0.002400,0.004600,1.0094,0.001400,0.000700,0.003000,0.018000,0.1275,0.6801,0.1028,0.001600,0.023700,0.001400,0.001900,0.1518,0.015500,0.000100,0,0.073400,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,50,2,99,0,9,1,1,0,5,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1380,0,34,0,0,0.6396,0.7776,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2241,4613.4805,5464.8672,6190.3633,0,10078.3477,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,2690,391,0,0.2182,0,0,0,0,0,0,0,0
,5.1972,0.072600,0.081200,0.015400,0.098100,0.016300,0.089600,0.002600,0.008700,0.003700,0.028400,0.001500,0.004100,0.052900,0.5254,0.2996,0.9612,0.016100,0.005100,0.3790,0.027600,0.000700,0.075200,0.005500,0.1153,0.001900,0.001000,0.002300,0.017300,0.056600,0.3324,0.1264,0.001600,0.023100,0.001200,0.001600,0.1074,0.014700,0.000100,3.6783,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,0,1,49,3,98,0,7,1,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.085998,0,15,0,0,0.2779,0.3639,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6292,4616.3633,5464.8672,6190.3633,0,10081.2305,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1618,0.074600,0.1765,0.015500,0.1243,0.018300,0.1296,0.002400,0.007900,0.004600,0.026800,0.001300,0.005500,0.038200,0.8559,0.2571,0.9011,0.015700,0.004800,0.4588,0.034700,0.000900,0.002400,6.6614,6.8300,0.001500,0.000900,0.004700,0.023300,0.1041,0.6675,0.2468,0.001700,0.021200,0.001400,0.001900,0.1172,0.014100,0.000200,0,0.078200,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,49,3,97,0,7,2,3,0,4,27,0,27,1,0,2,5,0,0,0,0,0,0,0,0.1577,0,34,0,0,0.5911,0.7488,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0315,4616.0938,5464.8672,6190.3633,0,10080.9609,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,6.5614,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1393,0.071700,0.1818,0.012000,0.094200,0.015700,0.074400,0.002500,0.006900,0.003900,0.025200,0.001300,0.004300,0.034400,2.1817,0.2247,0.8844,0.016400,0.006300,0.4410,0.026900,0.000700,0.002300,0.005500,0.1187,0.001900,0.001000,0.002400,0.016900,0.054800,0.4188,0.2635,0.001700,0.021300,0.001400,0.001800,0.1228,0.013900,0.000100,2.1059,0,0,0,0,0,0,59,0,0,0,0,0,0,2,2,1,1,48,4,97,0,6,2,3,0,0,26,0,26,0,0,2,5,0,0,0,0,0,0,0,0.1094,0,19,0,0,0.3563,0.4657,0,2,2,1,2,3,12,1,2,1,0,2,2,2,1,2,4,2,2,4,2,2,6,1,1,59,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2721,4617.1094,5464.8672,6190.3633,0,10081.9766,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,26,0,0,0,2366,364,0,0.1649,0,0,0,0,0,0,0,0
,0.1664,0.073500,0.082200,0.016700,0.093700,0.014700,0.1112,0.003200,0.009400,0.004400,0.033000,0.001500,0.005400,0.038600,0.3427,0.2212,0.8711,0.013100,0.020200,0.2380,0.023800,0.000600,0.001700,0.004400,0.1013,0.001500,0.000800,0.002000,0.012800,0.045000,0.5191,0.094300,0.001300,0.019300,0.001300,0.001500,0.1060,0.013200,0.000100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1242,0,28,0,0,0.4602,0.5844,0,2,2,1,2,3,12,1,2,1,1,2,2,2,1,2,4,2,2,4,2,2,6,1,1,60,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6937,4617.1328,5464.8672,6190.3633,0,10082,32.8186,0.4375,32.0039,0.000977,0.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
