EVENTS,Exclusive/AllWorkers/Physics,Exclusive/RenderThread/RayTracingGeometryManager_Tick,RayTracingGeometry/ReferencedSizeMB,RayTracingGeometry/RequestedSizeMB,RayTracingGeometry/TotalResidentSizeMB,RayTracingGeometry/TotalAlwaysResidentSizeMB,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Input,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Generic_RepNotifies,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/EventWait/EndPhysics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,Exclusive/GameThread/Tickables,Exclusive/GameThread/Landscape,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/UInstancedStaticMeshComponent_BatchUpdateInstancesTransforms,GuLiCommanderPresentation/GameThread/RebuildLocalInstances,GuLiCommanderHealthBars/GameThread/UpdateInstances,MassEntities/GameThread/BatchedCommand,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/ViewportMisc,Exclusive/GameThread/UpdateLevelStreaming,Slate/GameThread/TickPlatform,Exclusive/GameThread/UI,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,GuLiCommanderHealthBars/VisibleInstances,MassEntitiesCounters/BatchedCommand,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/RawPing,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/ChaosDebugDrawComponent,Ticks/CameraComponent,Ticks/LineBatchComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/PhysicsFieldComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderHealthBarRenderer,Ticks/GuLiCommanderHUD,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderPresentationActor,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/FNiagaraWorldManagerTickFunction,Ticks/ParticleSystemManager,Ticks/StartPhysicsTick,Ticks/MassProcessingPhase,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/Actor,ActorCount/SkeletalMeshActor,ActorCount/GuLiTerritoryOutpostActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,AnimationParallelEvaluation/TotalTaskTime,AnimationParallelEvaluation/AverageTaskTime,AnimationParallelEvaluation/NumberOfTasks,AnimationParallelEvaluation/MinTaskTime,AnimationParallelEvaluation/MaxTaskTime,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,GameThreadTime_CriticalPath,MaxFrameTime,CPUUsage_Process,CPUUsage_Idle,Scheduler/AllWorkers/SignalStandbyThread,Scheduler/Oversubscription,Networking/GameThread/FastArray_Apply,Exclusive/GameThread/EventWait/PrePhysics,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiStrongholdNetworkPresentationComponent,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,0.2591,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052900,0.011600,0.078700,0.011200,0.9707,0.027500,0.089100,0,0.027200,0.000900,0.003800,0.043400,0.3046,0.5193,0.1352,0.004400,0.056400,0.038200,0.2870,0.023400,0.000300,0.001900,0.069800,0.015300,0.027200,0.005400,0.065800,0.7299,0.024700,0.1533,0.044500,0.075300,0.002200,0.021100,0.001300,0.006100,0.001400,0.016800,0.038700,0.044400,0.005300,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2176,0.054400,4,0.048200,0.064000,16.7402,12023.8594,2478.7109,2442.6875,0,14502.5703,0,0,0,0,0,16.6667,0.4095,29.2444,0,0,0,0,0,0,0,0,0,0,0
,0.2410,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039800,0.011500,0.085000,0.011200,0.9112,0.027700,0.085400,0,0.1337,0.000600,0.003800,0.027300,0.3648,0.4195,0.1369,0.004200,0.053300,0.037300,0.2919,0.022300,0.000500,0.050500,0.062600,0.017100,0.029300,0.005500,0.066700,0.6830,0.024600,0.1431,0.045400,0.079200,0.002600,0.021800,0.001300,0.006300,0.001500,0.016500,0.040100,0.047200,0.004800,0.000100,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2316,0.057900,4,0.054700,0.063800,16.7451,12023.8789,2478.7109,2442.6875,0,14502.5703,0,0,0,0,0,16.6667,0.4374,28.9331,0.004200,1,0,0,508,382,0,0.1016,1,0,0
,0.2399,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052500,0.011900,0.098200,0.012100,1.1002,0.032500,0.2161,0.1896,0,0.000900,0.005000,0.026400,0.3212,0.6003,0.1589,0.005200,0.057900,0.041600,0.2730,0.021000,0.000800,0.002300,0.068100,0.017600,0.029800,0.005700,0.066600,0.8708,0.028000,0.1398,0.046000,0.081900,0.002300,0.020800,0.001200,0.006100,0.001400,0.009300,0.032600,0.047400,0.005200,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2164,0.054100,4,0.045900,0.064100,17.1680,12023.8125,2478.7109,2442.6875,0,14502.5898,0,0,0,0,0,16.6667,0.4459,29.3192,0.003700,1,0,0,0,0,0,0,0,0,0
,0.2445,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029400,0.012700,0.088600,0.011600,0.9555,0.030200,0.1932,0.021900,0,0.001100,0.004400,0.025600,0.4178,0.4753,0.1117,0.004000,0.055400,0.041100,0.2883,0.017900,0.000500,0.001900,0.064200,0.015500,0.029200,0.005900,0.067300,0.7280,0.026300,0.1441,0.061400,0.086400,0.008800,0.020300,0.001400,0.021200,0.001400,0.018400,0.042200,0.064800,0.004900,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2219,0.055475,4,0.045500,0.060800,16.4389,12025.6602,2478.7109,2442.6875,0,14502.5234,0,0,0,0,0,16.6667,0.4325,28.4575,0,0,0,0.063200,0,0,0,0,0,0,0
,0.2236,0.006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046100,0.013500,0.096100,0.012200,0.9482,0.030900,0.1545,0,0.1904,0.000800,0.005400,0.026200,0.3258,0.6094,0.1457,0.005200,0.064700,0.042300,0.2800,0.023400,0.000600,0.002300,0.069300,0.017100,0.029800,0.006600,0.067800,0.7140,0.025800,0.1410,0.046200,0.081500,0.002200,0.021700,0.001400,0.007000,0.001700,0.018900,0.044400,0.049600,0.005500,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1528,0.038200,4,0.009100,0.073400,16.7944,12025.8008,2478.7109,2442.6875,0,14504.3711,0,0,0,0,0,16.6667,0.5006,29.0867,0,0,0,0,544,385,0,0.1077,0,0,0
,0.3036,0.004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049700,0.013000,0.072600,0.011500,0.8814,0.026800,0.1336,0,0.1545,0.000700,0.004500,0.027600,0.3596,0.4202,0.1341,0.004100,0.056300,0.038700,0.3568,0.023100,0.000400,0.001900,0.066900,0.014600,0.027700,0.005700,0.064800,0.6694,0.023400,0.1397,0.038100,0.067300,0.002000,0.018300,0.001200,0.005100,0.001400,0.007000,0.027200,0.045100,0.004700,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1785,0.044625,4,0.011100,0.062800,16.4065,12025.8008,2478.7109,2442.6875,0,14504.5117,0,0,0,0,0,16.6667,0.4544,29.6157,0,0,0,0,0,0,0,0,0,0,0
,0.2982,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039600,0.011900,0.081000,0.011400,0.9428,0.029000,0.081500,0,0.016300,0.000900,0.004400,0.027200,0.3101,0.4952,0.1433,0.004700,0.057600,0.039800,0.2839,0.025100,0.000500,0.002100,0.064900,0.019100,0.030600,0.005100,0.067300,0.7163,0.026300,0.1417,0.046300,0.084800,0.002300,0.029200,0.001800,0.006100,0.001500,0.018000,0.039700,0.046000,0.004600,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2400,0.060000,4,0.054500,0.069700,16.4968,12025.8008,2478.7109,2442.6875,0,14504.5117,0,0,0,0,0,16.6667,0.4755,29.0189,0.004400,1,0,0,0,0,0,0,0,0,0
,0.2308,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047000,0.011800,0.080400,0.012000,0.9127,0.029600,0.089400,0,0,0.001000,0.003700,0.027400,0.3819,0.4878,0.1487,0.004100,0.074400,0.039900,0.2646,0.023900,0.000800,0.057000,0.066000,0.018100,0.032500,0.006000,0.066300,0.6823,0.024900,0.1481,0.046000,0.078200,0.002300,0.021200,0.001400,0.007200,0.001500,0.017300,0.039400,0.048900,0.005000,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1986,0.049650,4,0.011400,0.074900,16.7458,12025.8672,2478.7109,2442.6875,0,14504.5117,0,0,0,0,0,16.6667,0.3952,28.7529,0,0,0,0,512,383,0,0.1140,0,0,0
,0.2200,0.006600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050400,0.011400,0.077300,0.010600,1.1450,0.028100,0.2067,0.1807,0,0.001300,0.004100,0.026800,0.3133,0.4885,0.1338,0.004500,0.056100,0.038400,0.2537,0.022100,0.000500,0.002100,0.060800,0.016300,0.027800,0.005500,0.098300,0.9342,0.031200,0.1449,0.043400,0.073200,0.002100,0.018800,0.001300,0.005200,0.001300,0.008700,0.053600,0.048400,0.005500,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1743,0.043575,4,0.010300,0.062300,17.0314,12025.8672,2478.7109,2442.6875,0,14504.5781,0,0,0,0,0,16.6667,0.4537,28.8279,0,0,0,0,0,0,0,0,0,0,0
,0.2492,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048100,0.011700,0.078300,0.011200,0.9212,0.028600,0.1118,0.021300,0.2051,0.000900,0.004300,0.026900,0.3665,0.4570,0.3037,0.003900,0.058700,0.052800,0.2825,0.019900,0.000700,0.001800,0.064600,0.015400,0.028000,0.004900,0.067800,0.7033,0.024900,0.1436,0.044700,0.086800,0.002200,0.019300,0.001400,0.005700,0.001500,0.018300,0.041000,0.048600,0.005000,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1387,0.034675,4,0.008100,0.064400,16.6170,12025.5078,2478.7734,2442.6875,0,14504.6406,0,0,0,0,0,16.6667,0.4714,28.6915,0,0,0,0,0,0,0,0,0,0,0
,0.2236,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039900,0.011300,0.072300,0.011800,0.9386,0.024800,0.050200,0,0,0.001100,0.003900,0.025800,0.3028,0.5371,0.1423,0.004400,0.054600,0.036500,0.2684,0.023900,0.000400,0.010300,0.060900,0.015800,0.030200,0.006000,0.072900,0.7249,0.027000,0.1473,0.039900,0.067100,0.001900,0.017800,0.001300,0.004800,0.001300,0.014000,0.033600,0.040600,0.004600,0,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1569,0.039225,4,0.008100,0.057200,16.1669,12025.1758,2478.7734,2442.6875,0,14504.2812,0,0,0,0,0,16.6667,0.3960,28.1109,0,0,0,0,538,382,0,0.1368,0,0,0
,0.2432,0.006400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000,0.012400,0.083800,0.011200,0.9483,0.031800,0.058300,0,0,0.000900,0.004400,0.027200,0.5646,0.4832,0.1121,0.004400,0.056700,0.040100,0.2866,0.025200,0.000500,0.002300,0.079700,0.015900,0.092200,0.010300,0.067200,0.6941,0.027100,0.1416,0.048600,0.1002,0.002300,0.021100,0.001200,0.006600,0.001400,0.009600,0.033100,0.048400,0.005700,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1966,0.049150,4,0.046600,0.051500,17.0454,12025.4648,2478.7734,2442.6875,0,14503.9492,0,0,0,0,0,16.6667,0.3955,27.1908,0.004200,1,0,0,0,0,0,0,0,0,0
,0.2405,0.005500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043200,0.011100,0.075400,0.010800,0.8976,0.029000,0.084800,0,0.027700,0.000800,0.004000,0.024900,0.2931,0.5100,0.1256,0.004000,0.056600,0.037900,0.2753,0.020900,0.000500,0.002200,0.060700,0.014400,0.028000,0.005900,0.066000,0.6880,0.023800,0.1415,0.043500,0.073100,0.002300,0.019000,0.001300,0.005200,0.001400,0.018100,0.040000,0.045400,0.004900,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1595,0.039875,4,0.009500,0.061600,16.2755,12021.8672,2478.7734,2442.6875,0,14504.2383,0,0,0,0,0,16.6667,0.4336,28.1154,0.004200,1,0,0,0,0,0,0,0,0,0
,0.2284,0.005100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035300,0.012000,0.078000,0.012500,0.9256,0.031800,0.1134,0,0.1369,0.000700,0.003500,0.024700,0.4312,0.4119,0.1026,0.003800,0.076000,0.040700,0.2550,0.022600,0.000500,0.065800,0.064100,0.016200,0.029000,0.005800,0.084300,0.7221,0.023300,0.1396,0.042100,0.075200,0.002300,0.020600,0.001200,0.005400,0.001400,0.016100,0.038200,0.047200,0.005000,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2553,0.063825,4,0.047300,0.080400,16.9890,12014.1914,2478.7734,2442.6875,0,14500.6406,0,0,0,0,0,16.6667,0.4042,27.6134,0,0,0,0.039000,510,384,0,0.1067,0,0,0
,0.2269,0.006200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047100,0.023200,0.082500,0.012000,1.1108,0.027300,0.1923,0.1700,0,0.000900,0.004000,0.026100,0.2858,0.4792,0.1378,0.004700,0.061400,0.038200,0.2724,0.022000,0.000700,0.002100,0.067200,0.015700,0.028400,0.005900,0.066000,0.8893,0.025300,0.1398,0.043300,0.086000,0.002300,0.018400,0.001300,0.005900,0.001600,0.009800,0.032400,0.047100,0.005400,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1645,0.041125,4,0.008700,0.065900,16.8354,12006.7812,2478.7734,2442.6875,0,14492.9648,0,0,0,0,0,16.6667,0.4215,27.4179,0.005300,1,0,0,0,0,0,0,0,0,0
,0.2340,0.006100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026800,0.011700,0.077100,0.011200,0.9028,0.028100,0.1002,0.019900,0,0.001200,0.003300,0.025100,0.3520,0.6206,0.1416,0.004700,0.078200,0.041600,0.2185,0.017400,0.000500,0.001900,0.061300,0.015400,0.028600,0.005700,0.065700,0.6885,0.025300,0.1413,0.044300,0.076700,0.002300,0.019200,0.001300,0.005600,0.001500,0.031300,0.053500,0.045300,0.005300,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1853,0.046325,4,0.042000,0.055600,16.3615,12003.6758,2478.7734,2442.6875,0,14485.5547,0,0,0,0,0,16.6667,0.4521,28.2564,0.003900,1,0,0,0,0,0,0,0,0,0
,0.2007,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040700,0.010900,0.079000,0.010300,0.8950,0.028600,0.080000,0,0.1415,0.000700,0.004200,0.027000,0.3103,0.4211,0.1273,0.004000,0.054200,0.036800,0.2139,0.021500,0.000500,0.002200,0.065800,0.014700,0.027500,0.005700,0.065400,0.6798,0.024900,0.1401,0.042600,0.083400,0.002400,0.019500,0.001300,0.006500,0.001700,0.018000,0.039600,0.043900,0.004800,0,0,0,63,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,63,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543,0.038575,4,0.028900,0.052300,16.4693,11998.4102,2478.7734,2442.6875,0,14482.4492,0,0,0,0,0,16.6667,0.3687,27.5152,0.003400,1,0,0,542,384,0,0.1172,1,0,0
,0.2157,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032600,0.012500,0.085500,0.013000,0.9673,0.029100,0.089100,0,0.1653,0.000700,0.004200,0.026200,0.4284,0.4195,0.1301,0.003700,0.060600,0.046100,0.2568,0.030100,0.000600,0.018000,0.065300,0.015300,0.032300,0.006400,0.070700,0.7281,0.025600,0.1595,0.047900,0.073600,0.002500,0.021500,0.001400,0.006300,0.001500,0.009500,0.033900,0.068400,0.005700,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1159,0.028975,4,0.007100,0.055100,17.0505,11997.2383,2478.7734,2442.6875,0,14477.1836,0,0,0,0,0,16.6667,0.4133,27.5953,0.003100,1,0,0,0,0,0,0,0,0,0
,0.2296,0.007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043400,0.012200,0.086000,0.010900,0.9039,0.028900,0.1876,0,0,0.000800,0.004100,0.026700,0.2959,0.5054,0.1318,0.004700,0.059600,0.037100,0.3526,0.021300,0.000500,0.001700,0.067200,0.018300,0.030300,0.005400,0.066000,0.6803,0.025400,0.1396,0.054500,0.077100,0.009300,0.020500,0.001200,0.006700,0.001800,0.019300,0.042400,0.060700,0.005500,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1585,0.039625,4,0.010900,0.056500,16.5850,11996.4570,2478.7734,2442.6875,0,14476.0117,0,0,0,0,0,16.6667,0.4298,27.4651,0.003900,1,0,0,0,0,0,0,0,0,0
,0.2704,0.005700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031900,0.012700,0.089900,0.011300,0.9828,0.026500,0.1141,0,0,0.000900,0.004300,0.028700,0.3399,0.4820,0.1398,0.005200,0.059700,0.039000,0.2697,0.017500,0.000600,0.042800,0.061300,0.014500,0.025600,0.005300,0.065800,0.7625,0.023500,0.1413,0.043400,0.061900,0.002300,0.018700,0.001300,0.006100,0.001300,0.017000,0.038200,0.1113,0.004900,0.000100,0,0,62,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,2,4,12,1,1,1,1,1,1,1,1,1,2,4,4,1,1,7,7,1,6,1,62,6,6,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1673,0.041825,4,0.010400,0.058800,16.6548,11996.8516,2478.7734,2442.6875,0,14475.2305,0,0,0,0,0,16.6667,0.4027,27.7483,0,0,0,0,514,386,0,0.1042,0,0,0
