EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1626,0.070200,0.002900,0.014500,0.096800,0.015700,0.032100,0.003100,0.008900,1.8925,1.9181,0.001600,0.007300,0.033500,0.4203,0.2836,0.2496,0.015100,0,0.2401,0.014600,0.001200,0.002600,0.004200,0.2199,0.001500,0.000700,0.000100,0.008500,0.040800,0.000200,0,0.002400,0.018100,0.001200,0.001700,0.077700,0.013900,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1756,12850.9062,5560.9570,6274.6250,0,18411.8633,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,414,320,0,0.097800,0,0,0,0,0,0,0,0,0,0,0
,4.2582,0.079500,0.007700,0.028800,0.1090,0.016900,0.040100,0.003300,0.011900,2.3808,2.4145,0.002400,0.011000,0.041000,0.4466,0.3266,0.2714,0.015300,0,0.3985,0.018000,0.000700,0.002600,0.004700,0.2165,0.001500,0.000800,0.000100,0.007800,0.040100,0.000200,0,0.002200,0.020300,0.001800,0.001700,0.2987,0.016500,0.000400,0,3.4728,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0865,12836.8438,5560.9570,6274.6250,0,18397.8008,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1578,0.069600,0.002600,0.013600,0.093600,0.014200,0.033500,0.002500,0.009700,1.7338,1.7603,0.002000,0.007800,0.032200,0.3682,0.2825,0.2443,0.014100,0,0.2365,0.014500,0.000800,0.002700,0.004200,0.1894,0.001400,0.000700,0.000100,0.006900,0.036900,0.000200,0,0.002100,0.016800,0.001200,0.001600,0.086500,0.013900,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3383,12832.0898,5560.9570,6274.6250,0,18393.0469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.3791,0.069800,0.002600,0.010400,0.095400,0.014900,0.026700,0.002200,0.007300,1.2191,1.2412,0.000900,0.004800,0.024600,0.3700,0.2822,0.2486,0.011300,0,0.4170,0.014700,0.000600,0.002500,0.004400,0.2618,0.001800,0.000800,0.000100,0.008200,0.041400,0.000200,0,0.002400,0.018700,0.001400,0.001400,0.073200,0.014700,0.000200,0,2.6066,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6340,12822.6836,5560.9570,6274.6250,0,18383.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,410,320,0,0.072800,0,0,0,0,0,0,0,0,0,0,0
,0.1568,0.070700,0.003100,0.012500,0.1181,0.014900,0.032900,0.002900,0.007300,1.5322,1.5563,0.001500,0.007400,0.032200,0.3668,0.2940,0.2465,0.014200,0,0.2236,0.014100,0.000700,0.009200,6.3832,6.5742,0.001900,0.000700,0.000400,0.008900,0.040500,0.000300,0,0.002800,0.017900,0.001200,0.001800,0.074800,0.015700,0.000200,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7225,12808.5977,5560.9570,6274.6250,0,18369.5547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2267,0.071100,0.002800,0.011300,0.090300,0.014900,0.027500,0.001800,0.007800,1.2203,1.2413,0.001400,0.004300,0.023400,1.2621,0.3925,0.2502,0.012600,0,0.3528,0.015100,0.000800,0.002900,0.004500,0.2067,0.001500,0.000800,0.000100,0.008100,0.040300,0.000200,0,0.002500,0.019300,0.001200,0.001500,0.072500,0.015000,0.000100,0,2.5228,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0208,12804.3086,5560.9570,6274.6250,0,18365.2656,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1651,0.070900,0.002600,0.011700,0.1017,0.014300,0.029600,0.002600,0.007600,1.8333,1.8583,0.001800,0.008600,0.032700,0.4228,0.2944,0.3307,0.017200,0,0.2592,0.019100,0.000700,0.002700,0.005200,1.0472,0.001700,0.000700,0.000100,0.006800,0.037400,0.000100,0,0.002000,0.017300,0.001200,0.001500,0.072100,0.014500,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9990,12789.0586,5560.9570,6274.6250,0,18350.0156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,414,320,0,0.094100,0,0,0,0,0,0,0,0,0,0,0
,4.1022,0.069700,0.002700,0.011300,0.092600,0.015600,0.028100,0.002600,0.008200,1.2398,1.2638,0.001300,0.004600,0.027700,0.5009,0.2837,0.3562,0.024900,0,0.3202,0.015000,0.001000,0.002900,0.004700,0.2007,0.001400,0.000700,0.000100,0.007400,0.040600,0.000100,0,0.002600,0.019700,0.001300,0.001500,0.073800,0.014400,0.000200,0,3.2228,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2036,12775.9570,5560.9570,6274.6250,0,18336.9141,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,0.1395,0.069400,0.002800,0.012100,0.091000,0.014300,0.026700,0.002100,0.006800,1.6160,1.6378,0.001600,0.008400,0.032600,0.3806,0.2843,0.2446,0.016100,0,0.2422,0.014200,0.000800,0.002400,0.004200,0.1855,0.001300,0.000700,0.000100,0.008000,0.039000,0.000200,0,0.002700,0.017700,0.001100,0.001600,0.072000,0.014600,0.000200,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9331,12769.8633,5560.9570,6274.6250,0,18330.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.2966,0.069500,0.003300,0.012000,0.092200,0.015300,0.028700,0.002200,0.008600,1.2443,1.2690,0.001100,0.004800,0.026200,0.4028,0.4404,0.2995,0.012800,0,0.3643,0.017600,0.000900,0.002700,0.005500,0.2086,0.001500,0.000800,0.000100,0.007300,0.039600,0.000200,0,0.002300,0.018100,0.001100,0.001800,0.070100,0.015100,0.000100,0,2.3351,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4985,12758.6758,5560.9570,6274.6250,0,18319.6328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,435,330,0,0.1304,0,0,0,0,0,0,0,0,0,0,0
,0.1499,0.083200,0.008600,0.017600,0.1504,0.017600,0.042100,0.003000,0.010100,2.3693,2.4012,0.002100,0.009600,0.041500,0.5236,0.3563,0.3579,0.018600,0,0.2949,0.018000,0.001100,0.012100,6.8700,7.1462,0.003700,0.000900,0.000200,0.009100,0.043000,0.000200,0,0.003000,0.020700,0.001300,0.001700,0.076300,0.016100,0.000100,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9986,12741.8633,5560.9570,6274.6250,0,18302.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2134,0.067100,0.002900,0.014000,0.093400,0.015200,0.030700,0.002300,0.008600,1.8569,1.8816,0.001800,0.007500,0.034300,1.3226,0.2873,0.2698,0.014700,0,0.3195,0.014300,0.000800,0.002800,0.004500,0.1945,0.001900,0.000800,0.000100,0.007500,0.040800,0.000200,0,0.002300,0.018200,0.001500,0.001700,0.069000,0.015300,0.000100,0,2.5650,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2306,12735.1641,5560.9570,6274.6250,0,18296.1211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1570,0.063900,0.002800,0.013100,0.087700,0.013300,0.030200,0.002800,0.008100,1.7630,1.7872,0.001500,0.006800,0.030400,0.3428,0.2531,0.2479,0.013800,0,0.2382,0.014000,0.000500,0.002500,0.003800,0.1806,0.001200,0.000900,0.000100,0.007000,0.035600,0.000200,0,0.001900,0.016300,0.001200,0.001700,0.085600,0.011600,0.000200,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2048,12731.9922,5560.9570,6274.6250,0,18292.9492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,389,311,0,0.090200,0,0,0,0,0,0,0,0,0,0,0
,5.0089,0.070600,0.003400,0.015000,0.098800,0.015100,0.035100,0.002300,0.009300,1.7368,1.7631,0.001700,0.006900,0.031700,0.4000,0.2720,0.2490,0.015800,0,0.3245,0.016400,0.000600,0.002300,0.003900,0.1976,0.001400,0.001000,0.000100,0.007800,0.039900,0.000200,0,0.002400,0.017500,0.001300,0.001400,0.068300,0.013500,0.000200,0,4.2937,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5109,12727.2852,5560.9570,6274.6250,0,18288.2422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1369,0.067100,0.002900,0.015300,0.094800,0.014100,0.033800,0.002500,0.009200,1.9296,1.9571,0.001900,0.008700,0.031500,0.3648,0.2846,0.2569,0.014700,0,0.2552,0.014400,0.000800,0.002800,0.004300,0.1911,0.001100,0.000800,0.000100,0.006500,0.037500,0.000300,0,0.002200,0.016300,0.001200,0.001600,0.066900,0.013100,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5486,12724.2070,5560.9727,6274.6328,0,18285.1797,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,5.1304,0.068700,0.003300,0.015500,0.094700,0.014700,0.035700,0.002300,0.009200,1.8852,1.9106,0.001600,0.006400,0.035100,0.4567,0.2689,0.2442,0.014100,0,0.3579,0.027100,0.000800,0.002600,0.004000,0.2021,0.001500,0.000700,0.000100,0.007100,0.038100,0.000200,0,0.002300,0.020000,0.001100,0.001400,0.068800,0.013600,0.000100,0,4.3959,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7006,12719.4570,5560.9727,6274.6328,0,18280.4297,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,410,321,0,0.1126,0,0,0,0,0,0,0,0,0,0,0
,0.1429,0.067900,0.002400,0.019100,0.1231,0.014600,0.030400,0.002200,0.007500,1.8443,1.8663,0.001600,0.006600,0.031400,0.3504,0.2696,0.2388,0.014000,0,0.2265,0.013500,0.000600,0.009400,6.4667,6.6659,0.001600,0.000800,0.000100,0.007100,0.041400,0.000300,0,0.002700,0.018300,0.001300,0.001500,0.074800,0.014900,0.000100,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2894,12712.6445,5560.9727,6274.6328,0,18273.6172,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,6.4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0128,0.060700,0.002400,0.012400,0.084100,0.013300,0.028100,0.001900,0.007600,1.8127,1.8334,0.001300,0.005600,0.029800,1.2627,0.2687,0.2437,0.014200,0,0.3022,0.014300,0.000800,0.002600,0.004400,0.1945,0.001300,0.000600,0.000100,0.007400,0.038400,0.000100,0,0.002300,0.017600,0.001400,0.001400,0.067100,0.013500,0.000100,0,3.4794,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8439,12707.4336,5560.9727,6274.6328,0,18268.4062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1603,0.064400,0.002200,0.012700,0.086100,0.013500,0.029100,0.002700,0.007400,1.8746,1.9016,0.001600,0.006200,0.030500,0.3796,0.2746,0.2419,0.016600,0,0.2429,0.014800,0.000700,0.002500,0.004200,0.1887,0.001300,0.000700,0,0.007000,0.036700,0.000200,0,0.002200,0.015900,0.001200,0.001700,0.087500,0.012300,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2906,12726.9453,5560.9727,6274.6328,0,18287.9180,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,414,320,0,0.068400,0,0,0,0,0,0,0,0,0,0,0
,5.0671,0.069000,0.003300,0.014600,0.099900,0.015400,0.034700,0.002500,0.009800,1.7824,1.8085,0.001700,0.008200,0.033800,0.3884,0.2831,0.2549,0.015200,0,0.3316,0.015200,0.000800,0.002600,0.004500,0.1944,0.001400,0.000800,0,0.007300,0.050600,0.000400,0,0.002400,0.017600,0.001200,0.001900,0.070500,0.013900,0.000300,0,4.3363,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2774,12900.6602,5560.9727,6274.6328,0,18461.6328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1669,0.058700,0.002600,0.013400,0.082900,0.013400,0.031400,0.002400,0.007800,1.8796,1.9032,0.001600,0.006800,0.032600,0.3692,0.2736,0.2511,0.014600,0,0.2242,0.012600,0.000700,0.002100,0.004100,0.1969,0.000900,0.000600,0,0.005900,0.033100,0.000100,0,0.001700,0.016200,0.000900,0.001200,0.059500,0.011200,0.000100,0,0.017600,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5080,12985.3711,5560.9727,6274.6328,0,18546.3438,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.2104,0.071600,0.002900,0.014500,0.1305,0.015900,0.032300,0.002600,0.009000,1.8798,1.9052,0.002000,0.006800,0.033300,0.3955,0.2677,0.2616,0.015600,0,0.3103,0.017400,0.000700,0.002800,0.008600,1.0785,0.001700,0.001000,0,0.008900,0.041800,0.000100,0,0.002300,0.019800,0.001200,0.001800,0.077900,0.016700,0.000100,0,3.4591,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.086900,0,26,0,0,0.2388,0.3257,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7384,13129.7969,5560.9727,6274.6328,0,18690.7695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,412,320,0,0.099000,0,0,0,0,0,0,0,0,0,0,0
