EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1533,0.067200,0.003100,0.017200,0.088900,0.013900,0.032600,0.002000,0.009600,1.9791,2.0045,0.001900,0.008100,0.032700,0.3775,0.2720,0.012800,0.2423,0,0,0,0.2658,0.013800,0.000600,0.002300,0.003800,0.2008,0.001400,0.000600,0.000100,0.006500,0.035000,0.000100,0.002200,0.015900,0.001200,0.001400,0.064900,0.012700,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0040,16791.2344,5522.9219,6236.6367,0,22314.1562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6.4451,0.071800,0.003200,0.014000,0.1038,0.016300,0.034100,0.002500,0.008800,1.9857,2.0124,0.001800,0.010600,0.034200,0.4787,0.2703,0.013600,0.2475,0,0,5.7313,0.3040,0.013100,0.000900,0.012800,0.004600,0.2126,0.001900,0.001000,0.000100,0.008300,0.039700,0.000200,0.002400,0.021300,0.001400,0.001500,0.070100,0.015000,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0919,16793.8320,5522.9219,6236.6367,0,22316.7539,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,351,223,0,0.088000,0,0,0,0,0,0,0,0,0,0
,0.1515,0.069900,0.003400,0.015600,0.1245,0.015600,0.034300,0.003000,0.009600,1.9731,2.0003,0.002600,0.009000,0.030100,0.5368,0.2754,0.013300,0.2561,0,0,0,0.3454,0.016100,0.000700,0.002200,6.5426,6.7590,0.002100,0.000900,0.000200,0.008100,0.039200,0.000100,0.002200,0.020500,0.001400,0.001500,0.091600,0.014900,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5225,16797.5508,5522.9219,6236.6367,0,22320.4727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,6.5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2728,0.075600,0.003500,0.015500,0.099900,0.016200,0.034900,0.002700,0.009200,1.9118,1.9388,0.002000,0.007000,0.032400,1.3859,0.2744,0.015400,0.2593,0,0,3.6477,0.3689,0.017500,0.001600,0.002900,0.004800,0.2080,0.001600,0.000900,0.000100,0.007300,0.045200,0.000100,0.002300,0.019300,0.001400,0.001800,0.079800,0.017700,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9468,16799.2734,5522.9219,6236.6367,0,22322.1953,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1889,0.067100,0.002600,0.013200,0.1140,0.016000,0.029000,0.002800,0.008000,1.7858,1.8095,0.002200,0.009000,0.039800,0.3814,0.3095,0.013500,0.2431,0,0,0,0.2770,0.015500,0.000800,0.002500,0.005100,0.1994,0.002000,0.001100,0.000100,0.007500,0.040800,0.000200,0.002400,0.021100,0.001400,0.001900,0.069900,0.014000,0.000100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2665,16800.7188,5522.9219,6236.6367,0,22323.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1425,0.069700,0.003500,0.015500,0.097500,0.015300,0.039900,0.002800,0.011100,1.8372,1.8671,0.001800,0.006800,0.029800,0.3858,0.2595,0.015300,0.2473,0,0,4.4661,0.3134,0.016300,0.000900,0.002900,0.004100,0.2215,0.001700,0.000800,0.000100,0.007900,0.037000,0.000100,0.002100,0.018300,0.001300,0.001400,0.071200,0.014600,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4054,16797.1406,5522.9219,6236.6367,0,22320.0625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,473,418,0,0.1124,0,0,0,0,0,0,0,0,0,0
,0.2061,0.082100,0.003600,0.017200,0.1038,0.017800,0.046200,0.002300,0.009300,1.7520,1.7761,0.002300,0.008000,0.033000,0.3736,0.3658,0.016200,0.2493,0,0,0,0.3087,0.018800,0.000800,0.002700,0.005300,0.2104,0.001500,0.001000,0,0.008400,0.041200,0.000300,0.002900,0.037800,0.001200,0.001700,0.079000,0.015100,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4543,16800.5586,5522.9219,6236.6367,0,22323.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3510,0.071600,0.003900,0.015400,0.1023,0.016700,0.035400,0.002800,0.010800,1.9127,1.9429,0.002000,0.007600,0.034400,0.4208,0.2798,0.013500,0.2570,0,0,4.6107,0.2978,0.015600,0.000900,0.012700,0.004800,0.2127,0.001700,0.000900,0.000100,0.007900,0.039800,0.000200,0.002500,0.017700,0.001200,0.001900,0.073100,0.015900,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4036,16801.4062,5522.9219,6236.6367,0,22324.3281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,351,223,0,0.088000,0,0,0,0,0,0,0,0,0,0
,0.1563,0.072700,0.002900,0.014500,0.1085,0.016200,0.032300,0.002400,0.008900,1.8936,1.9183,0.001400,0.005800,0.030600,0.3789,0.2564,0.012700,0.3255,0,0,0.018800,0.2743,0.013400,0.000600,0.002300,6.5000,6.7134,0.001800,0.001000,0.000200,0.008200,0.040700,0.000200,0.002600,0.018300,0.001900,0.001800,0.080100,0.016900,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9449,16802.1641,5522.9219,6236.6367,0,22325.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,6.4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3739,0.071100,0.003400,0.014100,0.1064,0.016400,0.035500,0.003000,0.009400,1.9880,2.0151,0.001900,0.008300,0.039100,1.5068,0.3542,0.014600,0.2987,0,0,3.4083,0.3107,0.025600,0.000800,0.002700,0.005000,0.2129,0.001600,0.000800,0.000100,0.009300,0.047100,0.000100,0.002700,0.018100,0.001400,0.001900,0.081800,0.017500,0.000300,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1520,16794.7266,5522.9219,6236.6367,0,22317.6484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1407,0.069800,0.003600,0.013600,0.1769,0.015900,0.040900,0.003000,0.012000,1.9222,1.9545,0.001500,0.006700,0.029300,0.3532,0.2719,0.015200,0.2621,0,0,0,0.2974,0.014600,0.000800,0.002200,0.004000,0.1910,0.001200,0.000800,0.000100,0.006300,0.033900,0.000100,0.001800,0.015200,0.001100,0.002700,0.067400,0.012600,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0502,16794.1758,5522.9219,6236.6367,0,22317.0977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3364,0.074900,0.003700,0.014800,0.1076,0.015800,0.076800,0.002800,0.009700,1.9079,1.9461,0.001800,0.008500,0.034100,0.4210,0.3189,0.014800,0.2594,0,0,4.6647,0.2628,0.014600,0.000900,0.003000,0.004300,0.2250,0.001500,0.001000,0,0.008800,0.040500,0.000300,0.002800,0.018500,0.001300,0.001800,0.076900,0.017600,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4001,16791.5469,5522.9219,6236.6367,0,22314.4688,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,475,417,0,0.1107,0,0,0,0,0,0,0,0,0,0
,0.1378,0.081800,0.004200,0.015300,0.1733,0.015200,0.039100,0.003000,0.011400,1.9743,2.0045,0.001700,0.006900,0.031100,0.3378,0.2757,0.013600,0.2402,0,0,0,0.2639,0.014400,0.000700,0.002200,0.003900,0.1939,0.001600,0.000700,0.000100,0.006900,0.035300,0.000200,0.001900,0.016100,0.001200,0.002500,0.079400,0.015100,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7765,16790.3711,5522.9219,6236.6367,0,22313.2930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3838,0.066300,0.002600,0.013900,0.095800,0.014900,0.030500,0.002400,0.007700,1.9502,1.9738,0.001800,0.008800,0.030900,0.4086,0.3208,0.013800,0.2614,0,0,4.6158,0.2887,0.015100,0.000900,0.012000,0.004700,0.2023,0.001400,0.000700,0,0.007300,0.039100,0.000200,0.002700,0.019100,0.001300,0.001800,0.070500,0.015300,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6110,16782.6680,5522.9219,6236.6367,0,22305.5898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,351,223,0,0.083500,0,0,0,0,0,0,0,0,0,0
,0.1199,0.079100,0.003400,0.013600,0.1277,0.014900,0.034500,0.002500,0.009900,1.9577,1.9836,0.001900,0.006900,0.032300,0.3854,0.2958,0.014700,0.2631,0,0,0,0.2947,0.015500,0.000900,0.002700,6.6338,7.7857,0.002100,0.000900,0.000100,0.008600,0.038700,0.000200,0.002400,0.018200,0.001500,0.001700,0.088100,0.013600,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2743,16792.2227,5522.9219,6236.6367,0,22315.1445,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,6.6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0687,0.068300,0.002900,0.016000,0.093100,0.015500,0.034800,0.002800,0.008800,1.9607,1.9859,0.001700,0.007300,0.030100,1.2575,0.2576,0.013100,0.2414,0,0,3.5020,0.3366,0.017100,0.000800,0.002900,0.004300,0.2047,0.001400,0.000700,0.000100,0.007000,0.037900,0.000100,0.002300,0.018100,0.001200,0.001500,0.069700,0.015300,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9158,16788.4062,5522.9219,6236.6367,0,22311.3281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1606,0.069500,0.002800,0.014400,0.098400,0.016100,0.029900,0.002200,0.008400,2.0343,2.0590,0.001900,0.008600,0.032500,0.5639,0.3312,0.016200,0.2603,0,0,0,0.3885,0.016100,0.000800,0.002900,0.005200,0.2098,0.001800,0.001600,0,0.008300,0.043200,0.000200,0.002800,0.018000,0.001300,0.001600,0.084900,0.041200,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7535,16791.5703,5522.9219,6236.6367,0,22314.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2455,0.082000,0.004200,0.017400,0.1145,0.018200,0.039200,0.003000,0.012100,2.0544,2.0859,0.002000,0.008200,0.036400,0.4134,0.2971,0.015100,0.2557,0,0,4.4748,0.2982,0.017000,0.000700,0.002600,0.004100,0.2213,0.002300,0.000800,0.000100,0.009900,0.047700,0.000300,0.002800,0.019900,0.001400,0.001900,0.082200,0.018800,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1322,16792.0117,5522.9219,6236.6367,0,22314.9336,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,473,417,0,0.1045,0,0,0,0,0,0,0,0,0,0
,0.1548,0.071700,0.003300,0.018700,0.1099,0.014100,0.035400,0.003000,0.010500,1.9274,1.9551,0.001700,0.006400,0.028800,0.5278,0.2694,0.014400,0.2648,0,0,0,0.2594,0.014800,0.000700,0.002500,0.003900,0.2143,0.001200,0.000700,0.000100,0.006800,0.036600,0.000100,0.001900,0.016300,0.001300,0.001600,0.087400,0.014300,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4452,16790.3945,5522.9219,6236.6367,0,22313.3164,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1776,0.074800,0.003500,0.016700,0.1154,0.016300,0.031800,0.002600,0.008900,2.0371,2.1005,0.002200,0.008200,0.038100,0.7374,0.3429,0.015600,0.3064,0,0,3.9175,0.2800,0.015700,0.001000,0.011000,0.004300,0.1990,0.001700,0.000700,0.000100,0.006200,0.038200,0.000100,0.002700,0.018500,0.001300,0.001700,0.074600,0.014600,0.000100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1524,16846.4570,5522.9219,6236.6367,0,22369.3789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0.085100,0,0,2,367,223,0,0.084600,0,0,0,0,0,0,0,0,0,0
,0.1720,0.073100,0.002500,0.015000,0.1336,0.016500,0.035200,0.002700,0.009800,1.8357,1.8636,0.002200,0.008000,0.033200,0.4889,0.2877,0.016800,0.4279,0,0,0,0.3281,0.018700,0.000900,0.002700,6.6395,6.8688,0.001900,0.000900,0.000100,0.009200,0.039700,0.000200,0.002500,0.020600,0.001500,0.001700,0.078000,0.018300,0.000300,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1124,16853.8672,5522.9219,6236.6367,0,22376.7891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,6.6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2299,0.071100,0.003400,0.015200,0.1026,0.016400,0.034400,0.002600,0.008900,1.9442,1.9708,0.002200,0.009200,0.042400,1.3735,0.3320,0.016700,0.2960,0,0,3.5522,0.3008,0.022900,0.000800,0.003100,0.004800,0.2017,0.001500,0.001000,0.000100,0.007500,0.041200,0.000200,0.002800,0.019600,0.001400,0.001500,0.3057,0.017900,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1015,0,24,0,0,0.3018,0.4033,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7691,16854.5312,5522.9219,6236.6367,0,22377.4531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
