EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,Exclusive/GameThread/HandleRPC,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GuLiBuildingShieldComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,Exclusive/GameThread/EventWait
,5.2416,0.078700,0.1756,0.015600,0.1123,0.020000,0.1462,0.089600,0.002200,0.010100,1.9518,1.9783,0.001700,0.010000,0.048500,1.5632,0.3409,0.6511,0.019600,0.009600,0.3415,2.9865,0.4491,0.028000,0.000500,0.002200,0.005300,0.2039,0.001600,0.000800,0.002600,0.016800,0.062500,0.5027,0.001700,0.024900,0.001500,0.002300,0.1229,0.015900,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,2,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1162,0,20.5000,0,0,0.4428,0.5590,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5454,5646.8047,5530.3828,6241.3945,0,11177.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1451,0.069600,0.090400,0.009200,0.1007,0.016300,0.1020,0,0.002500,0.009100,1.9903,2.0181,0.001100,0.007300,0.034900,0.3944,0.2308,0.5777,0.016200,0.004700,0.1133,0,0.2502,0.022700,0.000400,0.002100,0.004600,0.2873,0.001800,0.000900,0.002100,0.014500,0.055200,0.5227,0.001700,0.027300,0.001600,0.001500,0.1179,0.012500,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,10,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1227,0,26,0,0,0.4686,0.5913,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9424,5646.8281,5530.3828,6241.3945,0,11177.2109,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.3743,0.071400,0.1729,0.014800,0.1016,0.015300,0.087000,0,0.002500,0.008000,2.0104,2.0356,0.001900,0.009300,0.044100,1.5708,0.4124,0.6369,0.018200,0.010100,0.2968,1.0719,0.4147,0.024900,0.000500,0.001800,0.004300,0.1883,0.001600,0.000800,0.002200,0.015000,0.059300,0.4875,0.001800,0.021400,0.001300,0.001500,0.1036,0.012800,0.000100,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,0,26,0,26,0,0,2,8,0,0,0,0,0,0,0,0.1191,0,25,0,0,0.4229,0.5420,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9775,5646.8047,5530.3828,6241.3945,0,11177.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2143,462,0,0.1949,0,0,0,0,0,0,0,0,0,0,0
,0.1654,0.074900,0.071500,0.010000,0.1294,0.018200,0.061300,0,0.002500,0.008800,1.7721,1.8148,0.001100,0.008000,0.035900,0.4008,0.2675,0.4819,0.016600,0.005100,0.1146,0,0.2546,0.022400,0.000400,0.001700,6.6427,6.8505,0.002800,0.001100,0.005900,0.022800,0.058100,0.4526,0.001900,0.029100,0.001500,0.002100,0.1163,0.011300,0.000400,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1248,0,22.5000,0,0,0.3842,0.5090,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1610,5646.8398,5530.3828,6241.3945,0,11177.2227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,6.6372,0,0,0,0,0,0,0,0,0
,5.6396,0.092500,0.3346,0.011900,0.1092,0.020300,0.1150,0.078600,0.001900,0.006500,1.7023,1.7211,0.001300,0.007900,0.038900,4.8983,0.4518,0.9646,0.016700,0.013000,0.4686,0,0.4587,0.027300,0.000600,0.003000,0.004900,0.2152,0.001500,0.000800,0.002000,0.017000,0.067600,0.7838,0.002600,0.034700,0.001700,0.002700,0.1543,0.017000,0.000600,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,1,48,4,96,0,6,4,4,0,4,27,0,27,0,0,2,8,0,0,0,0,0,0,0,0.1749,0,25.5000,0,0,0.7779,0.9528,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4063,5646.8047,5530.3828,6241.3945,0,11177.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1775,288,0,0.1213,0,0,0,0,0,0,0,0,0,0,0
,0.1973,0.066700,0.090300,0.013100,0.095000,0.015600,0.099900,0.057500,0.002200,0.007900,1.8586,1.8804,0.001500,0.008600,0.045700,0.4862,0.3111,0.5123,0.016800,0.006000,0.1060,0.1135,0.4816,0.026800,0.000500,0.073700,0.004600,0.2065,0.001300,0.000900,0.002200,0.015600,0.046000,0.4378,0.001500,0.020400,0.001400,0.001500,0.3646,0.014400,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0.1073,0,23,0,0,0.3744,0.4817,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6353,5646.8086,5530.3828,6241.3945,0,11177.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1860,0.086000,0.074000,0.020500,0.1136,0.019000,0.1066,0,0.003200,0.011100,1.9102,1.9409,0.002000,0.009700,0.035900,0.4739,0.2576,0.5189,0.015700,0.004000,0.095200,4.2838,0.5425,0.035400,0.001000,0.002800,0.005100,0.2488,0.002000,0.000900,0.003000,0.019300,0.052300,0.5555,0.002000,0.025600,0.001600,0.001900,0.1638,0.018500,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1440,0,29,0,0,0.4720,0.6160,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1871,5647.0430,5530.3828,6241.3945,0,11177.4258,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2061,0.078100,0.2718,0.014600,0.1333,0.018400,0.039400,0,0.002000,0.009900,2.1995,2.2251,0.001600,0.013300,0.1185,2.3162,0.4153,0.9172,0.021900,0.011100,0.4725,0,0.4511,0.064400,0.001300,0.004000,0.006700,0.3464,0.002100,0.001000,0.003200,0.026000,0.1042,0.5968,0.002900,0.029500,0.001500,0.003300,0.1657,0.017100,0.000300,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,48,4,96,0,6,4,4,0,0,26,0,26,0,0,0,8,0,0,0,0,0,0,0,0.1723,0,17.5000,0,0,0.4938,0.6661,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3552,5633.0859,5530.3828,6241.3945,0,11163.4688,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3048,0.1011,0.1610,0.019300,0.1225,0.019800,0.1008,0,0.002400,0.009000,1.7516,1.7783,0.001800,0.010100,0.043000,0.6350,0.3287,0.5280,0.017700,0.005200,0.098200,4.3350,0.5550,0.030400,0.000900,0.002400,0.005800,0.2656,0.001400,0.000800,0.002400,0.017800,0.058300,1.1492,0.005300,0.023900,0.001300,0.001500,0.1119,0.015800,0.000100,0,0,0,0,0,64,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2238,0,31,0,0,1.0663,1.2901,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7812,5631.6562,5530.3828,6241.3945,0,11162.0391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2591,466,0,0.1834,0,0,0,2,0,0,0,0,0,0,0
,0.1566,0.082300,0.2287,0.015500,0.1464,0.019500,0.044800,0,0.002300,0.009500,1.8166,1.8421,0.001500,0.007000,0.038100,1.4261,0.2702,0.4777,0.014800,0.004300,0.2855,0,0.3656,0.037000,0.001100,0.003100,6.8488,7.1150,0.002200,0.000800,0.004600,0.027400,0.059000,0.7190,0.002300,0.028300,0.001600,0.002000,0.1161,0.014800,0.000500,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,100,0,6,4,5,0,6,26,0,26,0,0,0,9,0,0,0,0,0,0,0,0.1954,0,22,1.0088,0,0.7283,0.9237,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5014,5631.6055,5530.3828,6241.3945,0,11161.9883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,6.8422,0,0,0,0,0,0,0,0,0
,5.2129,0.093400,0.2385,0.013200,0.096800,0.015900,0.031400,0,0.002000,0.009500,1.8205,1.8439,0.001300,0.008400,0.036400,1.9198,0.3546,0.6079,0.017700,0.006600,0.2619,2.3315,0.3893,0.024500,0.000700,0.002100,0.004800,0.2112,0.002000,0.000700,0.002600,0.016200,0.055700,0.5615,0.001800,0.023300,0.001300,0.001700,0.1183,0.014600,0.000100,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,50,2,100,0,10,4,4,0,2,28,0,26,0,0,0,8,0,0,0,0,0,0,0,0.1291,0,27,0,0,0.4941,0.6232,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9361,5631.3984,5530.3828,6241.3945,0,11161.7812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1294,0.1287,0.2793,0.018200,0.1573,0.026600,0.044000,0,0.002300,0.013400,1.7237,1.7542,0.001200,0.006100,0.035100,0.8088,0.2720,0.4553,0.027900,0.004000,0.2005,0,0.2801,0.027800,0.000500,0.066800,0.005800,1.2014,0.001800,0.000800,0.002700,0.020400,0.1210,1.6974,0.006000,0.056500,0.003000,0.003800,0.2097,0.023900,0.000200,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,0,50,2,100,0,10,1,1,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.3157,0,34,0,0,1.5849,1.9006,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1993,5629.2422,5530.3828,6241.3945,0,11159.6250,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2834,391,0,0.2352,0,0,0,0,0,0,0,0,0,0,0
,4.9434,0.078200,0.2294,0.012900,0.092900,0.013700,0.1626,0.1568,0.002600,0.008900,2.3154,2.3428,0.002800,0.011200,0.053200,1.5734,0.4509,0.8992,0.021400,0.010600,0.4141,1.8548,0.3779,0.025300,0.000400,0.002000,0.004700,0.2260,0.001700,0.000800,0.002100,0.017000,0.048300,0.6362,0.001000,0.022300,0.001100,0.001600,0.1427,0.016700,0.000300,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,1,2,50,2,100,0,10,4,4,0,4,28,0,28,0,0,3,8,0,0,0,0,0,0,0,0.1552,0,21,0,0,0.5534,0.7086,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0510,5626.3477,5530.3828,6241.3945,0,11156.7305,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2134,0.071000,0.090700,0.015100,0.1057,0.017200,0.085800,0,0.003100,0.008800,1.7887,1.8144,0.002100,0.010000,0.045400,1.0129,0.3146,0.6437,0.023500,0.008000,0.1195,0,0.4179,0.031700,0.000800,0.002300,0.004800,0.2042,0.001500,0.000900,0.002300,0.018300,0.1158,0.5502,0.001600,0.022700,0.017900,0.001600,0.1177,0.013300,0.000100,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,1,1,0,4,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1258,0,27,0,0,0.4963,0.6221,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3775,5626.0078,5530.3828,6241.3945,0,11156.3906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0567,0.075900,0.1538,0.014000,0.1181,0.016100,0.076200,0,0.002500,0.007700,1.6266,1.6496,0.001200,0.006900,0.036300,0.9744,0.2768,0.4772,0.015700,0.004200,0.2676,3.3505,0.4441,0.025400,0.000900,0.003100,0.006100,0.2231,0.002200,0.000900,0.003200,0.019900,0.050900,0.4392,0.001700,0.021400,0.001300,0.001700,0.1335,0.016600,0.000200,0,0,0,0,0,62,0,0,26,0,0,0,0,2,2,1,1,50,2,100,0,8,4,4,0,0,26,0,26,0,0,2,8,0,0,0,0,0,0,0,0.1145,0,21.5000,0,0,0.3770,0.4915,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6945,5626.3320,5530.3828,6241.3945,0,11156.7148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2372,364,0,0.1535,0,0,0,0,0,0,0,0,0,0,0
,0.1964,0.075200,0.1534,0.010800,0.1329,0.018000,0.075600,0,0.001900,0.007600,1.3284,1.3478,0.002300,0.007400,0.040000,0.8705,0.3189,0.5457,0.013800,0.005200,0.1192,0,0.2609,0.025300,0.000400,0.002200,5.9260,6.1768,0.002200,0.001100,0.005700,0.025300,0.1555,0.5111,0.002100,0.025300,0.001400,0.001900,0.1459,0.017600,0.000300,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,50,2,98,0,8,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.1391,0,24,0,0,0.4535,0.5926,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1700,5618.6797,5530.3828,6241.3945,0,11149.0625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,5.9187,0,0,0,0,0,0,0,0,0
,4.8146,0.073200,0.1731,0.011000,0.1008,0.014000,0.033600,0,0.002300,0.010200,1.5220,1.5471,0.001600,0.007900,0.041600,2.0983,0.3603,0.6694,0.018800,0.006600,0.2535,1.8082,0.4264,0.027500,0.000600,0.002700,0.005600,0.2198,0.001600,0.001300,0.003900,0.019600,0.048500,0.5734,0.001500,0.021000,0.001300,0.001500,0.1033,0.013700,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,0,48,4,98,0,6,4,4,0,2,26,0,26,0,0,0,8,0,0,0,0,0,0,0,0.1399,0,29.5000,0,0,0.5050,0.6449,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4260,5627.1719,5530.3828,6241.3945,0,11157.5547,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2362,359,0,0.2101,0,0,0,0,0,0,0,0,0,0,0
,0.2054,0.068100,0.099600,0.013800,0.1126,0.019000,0.1316,0.1112,0.001900,0.007600,1.8859,1.9085,0.002000,0.011500,0.043400,0.5118,0.3510,0.5280,0.018500,0.008100,0.099800,0,0.3927,0.036200,0.000900,0.088500,0.006000,0.2253,0.001500,0.000800,0.002500,0.018600,0.055700,0.5711,0.001900,0.024100,0.001300,0.001800,0.1462,0.020500,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,2,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0.1423,0,25.5000,0,0,0.4796,0.6219,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9984,5629.3594,5530.3828,6241.3945,0,11159.7422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.9736,0.079500,0.080600,0.016900,0.1157,0.019100,0.090400,0,0.002200,0.010300,1.7527,1.7804,0.001900,0.007800,0.046000,0.9769,0.3018,0.5283,0.015400,0.004400,0.1310,3.8949,0.4760,0.030800,0.000900,0.002900,0.005300,0.2443,0.002700,0.000800,0.003200,0.022400,0.054800,0.5181,0.001600,0.026700,0.001500,0.001600,0.1139,0.014300,0.000200,0,0,0,0,0,61,0,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1266,0,24.5000,0,0,0.4529,0.5795,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8479,5629.3047,5530.3828,6241.3945,0,11159.6875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1611,0.075400,0.1594,0.016700,0.1075,0.018200,0.074300,0,0.002800,0.008200,1.8401,1.8642,0.001700,0.007500,0.038600,0.9513,0.2502,0.4782,0.016400,0.004900,0.2684,0,0.3592,0.031700,0.000700,0.002900,0.005100,0.2230,0.001700,0.000800,0.003000,0.017200,0.051700,0.5234,0.001800,0.025000,0.001300,0.001500,0.1174,0.014800,0.000200,0,0,0,0,0,61,0,0,26,0,0,0,0,2,2,0,1,48,4,96,0,6,4,4,0,2,26,0,26,0,0,1,8,0,0,0,0,0,0,0,0.1340,0,22.5000,0,0,0.4459,0.5799,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4148,5629.5547,5530.3828,6241.3945,0,11159.9375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.2457,0.078400,0.1238,0.009100,0.092700,0.017900,0.052700,0,0.001700,0.006700,1.3148,1.3333,0.001200,0.006200,0.037200,0.4642,0.2552,0.5984,0.015000,0.005300,0.1567,4.1222,0.4769,0.028400,0.000700,0.002600,0.004900,0.2695,0.001200,0.000600,0.002300,0.016000,0.056400,0.8996,0.001800,0.024100,0.001500,0.002100,0.1242,0.015700,0.000100,0,0,0,0,0,62,0,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1823,0,29.5000,0,0,0.8196,1.0019,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5620,5629.3867,5530.3828,6241.3945,0,11159.7695,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1,2114,395,0,0.2784,0,0,0,0,0,0,0,0,0,0,0
