EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Ticks/PathFollowingComponent,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/EventWait
,0.1662,0.059600,0.012200,0.073900,0.010900,0.029800,0.001800,0.006200,0.003100,0.022500,0.001400,0.003900,0.020200,0.2904,0.2355,0.8384,0.016100,0.3786,0.018000,0.000500,0.002300,0.004400,0.093000,0.000900,0.000500,0.000100,0.005900,0.035800,0.000200,0.001700,0.015100,0.001200,0.001400,0.046600,0.013000,0.000300,0.1378,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8507,15906.7656,5469.6094,6235.5391,0,21376.3750,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,8.5753,0.082900,0.019300,0.1034,0.013000,0.042600,0.002500,0.008600,0.003800,0.032800,0.001500,0.006500,0.031500,0.3558,0.3493,1.1993,0.020300,0.3733,0.023900,0.000700,0.002600,0.004600,0.1001,0.001200,0.000700,0.000100,0.006500,0.036100,0.000100,0.001900,0.017600,0.001300,0.001800,0.049700,0.015000,0.000200,6.8690,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5317,15906.7656,5469.6094,6235.5391,0,21376.3750,0,0,1,0,0,0,410,305,0,0.1138,0,0,2,0,0,0
,0.2234,0.070900,0.013200,0.097000,0.013300,0.033300,0.002100,0.007500,0.003500,0.026900,0.001300,0.004500,0.026700,0.3672,0.2672,1.0924,0.019500,0.3752,0.026000,0.001100,0.004300,0.005300,0.1167,0.001200,0.000700,0.000100,0.008000,0.045800,0.000100,0.002300,0.020700,0.001400,0.001900,0.071100,0.018100,0.000200,0.1188,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1459,15906.8281,5469.6094,6235.5391,0,21376.4375,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,8.3531,0.078400,0.018700,0.1148,0.014100,0.043900,0.002600,0.009400,0.004500,0.035800,0.001600,0.006500,0.033600,0.3780,0.3823,1.3156,0.024500,0.3900,0.018100,0.000700,0.002300,0.004600,0.099900,0.001500,0.000600,0.000100,0.007100,0.037300,0.000200,0.002000,0.018100,0.001100,0.001600,0.050900,0.013600,0.000100,6.4428,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9580,15906.7969,5469.6094,6235.5391,0,21376.4062,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1838,0.066000,0.013600,0.1124,0.012900,0.031200,0.002000,0.006900,0.002900,0.023800,0.001200,0.004600,0.022800,0.2933,0.2430,0.8864,0.015400,0.3851,0.018800,0.000600,0.009900,10.1542,10.2571,0.001300,0.000800,0.000100,0.007700,0.040200,0.000200,0.002200,0.020200,0.001100,0.001500,0.052800,0.015100,0.000100,0.1067,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6958,15906.8594,5469.6094,6235.5391,0,21376.4688,0,0,1,0,10.1493,0,408,305,0,0.081900,0,0,2,0,0,0
,6.4082,0.055700,0.011600,0.069600,0.010700,0.027200,0.001600,0.006700,0.002600,0.021200,0.001100,0.003300,0.019500,2.3499,0.2329,0.8207,0.015500,0.3597,0.018400,0.000900,0.002700,0.004800,0.090100,0.001100,0.000400,0,0.006200,0.035600,0.000300,0.001600,0.015400,0.001100,0.001500,0.043600,0.013700,0.000100,3.2294,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0928,15906.6094,5469.6094,6235.5391,0,21376.2188,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.2167,0.066700,0.014300,0.078900,0.012300,0.035500,0.002400,0.008400,0.003000,0.026900,0.001300,0.004900,0.024500,0.2928,0.2545,0.9004,0.015200,0.2560,0.017100,0.000600,0.002500,0.003800,0.088000,0.001000,0.000400,0.000100,0.006100,0.033800,0.000100,0.001800,0.014400,0.001200,0.001200,0.4452,0.012900,0.000100,0.1169,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8175,15906.5469,5469.6719,6235.5391,0,21376.2188,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,7.0690,0.071900,0.012700,0.1170,0.014500,0.029700,0.001900,0.007200,0.002800,0.023800,0.001500,0.004300,0.023300,0.3068,0.2297,0.8030,0.013600,0.4570,0.027000,0.001000,0.003100,0.006900,1.9405,0.002100,0.000600,0.000100,0.008600,0.047600,0.000100,0.002400,0.021400,0.001400,0.001800,0.066200,0.018100,0.000200,6.0442,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2043,15907.0273,5469.6719,6235.5391,0,21376.6992,0,0,0,0,0,0,410,305,0,0.096800,0,0,2,0,0,0
,0.1732,0.061200,0.012200,0.076200,0.011600,0.038000,0.002100,0.008100,0.002500,0.024400,0.001200,0.004500,0.025700,0.2769,0.2587,0.8297,0.014900,0.2685,0.019300,0.000700,0.002400,0.004200,0.092600,0.001000,0.000600,0.000100,0.006200,0.062300,0.000200,0.001800,0.014600,0.001100,0.001400,0.076000,0.011000,0.000100,0.1135,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8638,15907.0273,5469.6719,6235.5391,0,21376.6992,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
,9.3913,0.084700,0.015200,0.1050,0.015900,0.040100,0.001900,0.008000,0.003600,0.030100,0.001600,0.005700,0.029300,0.3753,0.2886,1.4516,0.027200,0.4628,0.022800,0.000700,0.003600,0.005200,0.1212,0.001300,0.006300,0.000100,0.009200,0.054600,0.000300,0.003100,0.023100,0.001400,0.002100,0.064900,0.018700,0.000200,7.4645,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8598,15907.0273,5469.6719,6235.5391,0,21376.6992,0,0,0,0,0,0,357,214,0,0.096200,0,0,2,0,0,0
,0.2485,0.065000,0.013200,0.1016,0.011700,0.032100,0.001600,0.007500,0.003000,0.025200,0.001300,0.004400,0.026500,0.4632,0.4143,1.3117,0.021800,0.4221,0.024700,0.000600,0.024300,10.0899,10.2027,0.001200,0.000600,0.000100,0.006900,0.037000,0.000200,0.002000,0.016900,0.001100,0.001800,0.051000,0.020000,0.000100,0.025200,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,51,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9643,15907.0898,5469.6719,6235.5391,0,21376.7617,0,0,1,0,10.0842,0,0,0,0,0,2,2,2,1,0,0
,6.4207,0.059100,0.012200,0.072500,0.011600,0.027300,0.001700,0.006300,0.002900,0.021400,0.001200,0.004100,0.020300,2.4683,0.2412,0.8821,0.013700,0.3718,0.018500,0.000700,0.002300,0.004200,0.091400,0.001200,0.000500,0.000100,0.006400,0.035400,0.000800,0.001900,0.017000,0.001300,0.001500,0.044800,0.013700,0.000100,3.0033,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0337,15907.1562,5469.6719,6235.5391,0,21376.8281,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1711,0.057800,0.011400,0.076600,0.010400,0.028000,0.001700,0.006000,0.002500,0.021200,0.001100,0.003900,0.020800,0.2611,0.2183,0.8143,0.014300,0.3190,0.018900,0.000600,0.002400,0.004000,0.086400,0.000900,0.000500,0.000100,0.005900,0.032300,0.000100,0.001600,0.019100,0.001200,0.001300,0.043300,0.012600,0.000200,0.1022,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9835,15907.1562,5469.6719,6235.5391,0,21376.8281,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,8.1835,0.080800,0.018500,0.097800,0.014600,0.049400,0.002400,0.009200,0.003900,0.033200,0.001500,0.006600,0.031500,0.3658,0.3303,1.1142,0.021500,0.3755,0.018100,0.000600,0.002600,0.004300,0.096800,0.001000,0.000500,0.000100,0.006800,0.037300,0.000100,0.002100,0.015900,0.001200,0.001500,0.074300,0.013800,0.000100,6.5217,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2783,15907.1562,5469.6719,6235.5391,0,21376.8281,0,0,1,0,0,0,461,399,0,0.1187,0,0,2,0,0,0
,0.1789,0.055500,0.011200,0.071800,0.010700,0.024700,0.001700,0.005700,0.002800,0.025300,0.000900,0.004000,0.021000,0.2888,0.2462,0.8764,0.016300,0.2741,0.017900,0.000600,0.002300,0.004100,0.090100,0.000900,0.000400,0.000100,0.005800,0.034500,0.000100,0.001600,0.016300,0.001100,0.001500,0.040800,0.012800,0.000100,0.068600,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2399,15907.1562,5469.6719,6235.5391,0,21376.8281,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,9.3868,0.088800,0.018400,0.1094,0.016400,0.038000,0.002300,0.008100,0.003900,0.036600,0.001900,0.006200,0.029900,0.3803,0.3297,1.1614,0.020100,0.4766,0.022700,0.000900,0.003300,0.006500,0.1232,0.001300,0.000800,0.000100,0.008300,0.049300,0.000200,0.002600,0.022700,0.001400,0.001900,0.065400,0.018900,0.000200,7.7964,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0657,15908.7188,5469.6719,6235.5391,0,21378.3906,0,0,0,0,0,0,347,214,0,0.1401,0,0,2,0,0,0
,0.2247,0.068500,0.014400,0.1058,0.012500,0.033800,0.002000,0.007300,0.003100,0.024800,0.001300,0.004200,0.023200,0.3847,0.2976,1.2754,0.025200,0.3631,0.023200,0.000600,0.013300,10.8782,11.0085,0.001500,0.000600,0.000200,0.009600,0.038500,0.000200,0.001900,0.018900,0.001300,0.001500,0.052500,0.014800,0.000300,0.1138,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0042,15908.7109,5469.6719,6235.5391,0,21378.3828,0,0,1,0,10.8723,0,0,0,0,0,0,0,2,0,0,0
,6.5182,0.067400,0.012600,0.081600,0.012700,0.030500,0.001500,0.006500,0.003200,0.023100,0.001500,0.004000,0.021400,2.3775,0.2422,0.8133,0.015100,0.5300,0.031800,0.000800,0.003100,0.005600,0.1010,0.001100,0.000600,0.000100,0.006800,0.041000,0.000100,0.002200,0.016600,0.001100,0.002300,0.053100,0.014300,0.000100,3.3191,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5610,15908.8086,5469.6719,6235.5391,0,21378.4805,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1993,0.059700,0.013400,0.074400,0.011300,0.032400,0.001700,0.006700,0.002900,0.023400,0.001300,0.004100,0.021800,0.2766,0.2406,0.8279,0.015000,0.2574,0.019000,0.000600,0.002500,0.004300,0.089900,0.001000,0.000600,0.000100,0.005900,0.033500,0.000100,0.002000,0.014800,0.001000,0.001400,0.045600,0.013300,0.000100,0.1050,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5620,15909.0273,5469.6719,6235.5391,0,21378.6992,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,6.6044,0.066100,0.012600,0.085400,0.025500,0.031500,0.002000,0.006500,0.003100,0.024600,0.001400,0.004700,0.023100,0.2951,0.2393,0.8166,0.015100,0.4375,0.019200,0.000800,0.003000,0.005100,0.1068,0.001100,0.000700,0.000100,0.006900,0.038500,0.000200,0.002400,0.018200,0.001100,0.001800,0.051600,0.013700,0.000100,5.4725,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3608,15909.0898,5469.6719,6235.5391,0,21378.7617,0,0,1,0,0,0,471,396,0,0.1139,0,0,2,0,0,0
,0.1913,0.060300,0.013200,0.078800,0.011500,0.031100,0.001900,0.007000,0.002800,0.023900,0.001500,0.004200,0.023900,0.2836,0.2353,0.8259,0.013600,0.3671,0.021300,0.000700,0.002500,0.004800,0.094500,0.001000,0.000500,0.000100,0.006000,0.035800,0.000100,0.001700,0.016300,0.001200,0.001600,0.047000,0.013900,0.000100,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1342,15909.0898,5469.6719,6235.5391,0,21378.7617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,6.5339,0.060300,0.011500,0.077500,0.011600,0.028400,0.001700,0.006800,0.002500,0.022600,0.001200,0.003800,0.021300,0.2674,0.2182,0.8302,0.014900,0.3476,0.017700,0.000600,0.002800,0.004500,0.095600,0.001800,0.000700,0.000100,0.006600,0.041300,0.000200,0.002200,0.017600,0.001100,0.001600,0.048500,0.014300,0.000100,5.4275,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2359,15909.2031,5469.6719,6235.5391,0,21378.8750,0,0,0,0,0,0,397,284,0,0.088200,0,0,2,0,0,0
,0.2016,0.066600,0.012500,0.1142,0.012200,0.031500,0.001800,0.006900,0.003000,0.024700,0.001400,0.004500,0.024000,0.3346,0.2615,1.0016,0.016900,0.3080,0.023900,0.000800,0.011800,10.0931,12.0635,0.001700,0.000600,0.000100,0.008300,0.040900,0.000100,0.002200,0.016800,0.001200,0.001700,0.054400,0.015700,0.000100,0.083300,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,46,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1444,15909.3086,5469.6719,6235.5391,0,21378.9805,0,0,1,0,10.0869,0,0,0,0,0,0,0,2,0,0,0
,6.3464,0.059200,0.012800,0.075700,0.011000,0.029200,0.001600,0.006100,0.003100,0.022300,0.001300,0.003800,0.021000,2.3777,0.2495,0.8326,0.014000,0.3899,0.019100,0.000700,0.002600,0.004800,0.093200,0.001100,0.000700,0.000100,0.006500,0.035800,0.000200,0.002300,0.016200,0.001100,0.001900,0.060300,0.012400,0.000200,3.1002,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5046,15909.1836,5469.6719,6235.5391,0,21378.8555,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,0.1682,0.059800,0.013000,0.071500,0.010300,0.027900,0.001700,0.006300,0.002700,0.021900,0.001100,0.003500,0.019700,0.2600,0.2173,0.7953,0.014600,0.2840,0.016900,0.000600,0.002300,0.003900,0.086500,0.000900,0.000400,0,0.005800,0.032800,0.000500,0.001500,0.014700,0.001000,0.001500,0.039000,0.012200,0.000100,0.1088,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,45,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0691,15909.1836,5469.6719,6235.5391,0,21378.8555,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,9.0531,0.090800,0.020500,0.1140,0.017400,0.047000,0.003500,0.011400,0.004100,0.038400,0.002200,0.007100,0.043100,0.4851,0.4429,1.3354,0.021800,0.4686,0.023700,0.001000,0.003000,0.005600,0.1123,0.001200,0.000900,0.000100,0.007500,0.045400,0.000100,0.002200,0.018300,0.001400,0.001900,0.064400,0.016300,0.000200,7.0276,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,2,4,2,2,4,6,1,1,50,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9134,15909.6211,5469.6719,6235.5391,0,21379.2930,0,0,1,0,0,0,419,326,0,0.088700,2,2,2,0,0,0
