EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Exclusive/GameThread/HandleRPC,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1517,0.065300,0.046500,0.015300,0.095100,0.014600,0.1089,0.002200,0.008300,1.8600,1.8824,0.001800,0.007800,0.042100,0.8572,0.2824,0.1593,0.016800,0.003000,0.091100,0,0.2983,0.025700,0.000600,0.002600,0.004600,0.2191,0.001700,0.000900,0.002400,0.014100,0.049200,0.3318,0.001500,0.020300,0.001100,0.001600,0.096400,0.012500,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.091594,0,29,0,0,0.2755,0.3671,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5470,10893.2344,5514.3984,6229.7305,0,16407.6328,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.064600,0,0,0,0,0,0,0,0,0,0,0
,5.2165,0.077400,0.098300,0.019400,0.1080,0.018800,0.080900,0.002700,0.010200,1.9540,1.9819,0.001900,0.008100,0.036100,1.9059,0.2701,0.1610,0.014400,0.002600,0.2307,3.0583,0.3775,0.026100,0.000500,0.065100,0.004500,0.1998,0.001800,0.000900,0.002400,0.015100,0.049400,0.3286,0.001900,0.024300,0.001300,0.001900,0.1250,0.014500,0.000100,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.080794,0,24,0,0,0.2675,0.3483,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9513,10892.8828,5514.3984,6229.7305,0,16407.2812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1464,360,0,0.1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1566,0.076700,0.058400,0.016600,0.1072,0.017300,0.085600,0.002300,0.007900,1.6711,1.6929,0.001800,0.007800,0.035400,1.3833,0.2767,0.1556,0.015900,0.003500,0.1315,0,0.3397,0.022800,0.000800,0.002400,0.003700,0.2221,0.001100,0.000500,0.001700,0.012600,0.054400,0.4446,0.003300,0.026400,0.001900,0.002100,0.1229,0.015600,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1077,0,29,0,0,0.3797,0.4874,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6459,10890.8633,5514.3984,6229.7305,0,16405.2617,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3168,0.065900,0.083200,0.011900,0.096300,0.015600,0.055200,0.001800,0.007200,1.6646,1.6850,0.001400,0.007900,0.032100,1.8156,0.3987,0.1624,0.016400,0.004500,0.1948,2.2249,0.4388,0.025200,0.000700,0.002800,0.004500,0.2491,0.001500,0.001000,0.002700,0.017400,0.046000,0.3559,0.001700,0.022400,0.001200,0.001500,0.1018,0.011500,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.088990,0,23,0,0,0.2901,0.3791,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8179,10890.7539,5514.3984,6229.7305,0,16405.1523,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1617,0.076200,0.050500,0.015400,0.1308,0.017700,0.071800,0.002600,0.008200,1.7143,1.7381,0.001700,0.007700,0.038000,0.8575,0.2447,0.1480,0.014700,0.003300,0.082400,0,0.3564,0.035000,0.001000,0.002500,8.1925,8.4738,0.002400,0.001100,0.004700,0.021600,0.053300,0.3915,0.001900,0.025200,0.001300,0.002200,0.1093,0.012500,0.000300,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1118,0,28,0,0,0.3167,0.4285,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4137,10891.6016,5514.3984,6229.7305,0,16406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1340,355,0,0.2105,0,8.1856,0,0,0,0,0,0,0,0,0,0,0,0
,4.8377,0.066500,0.073800,0.012600,0.088100,0.015600,0.091900,0.001800,0.006700,1.2639,1.2822,0.001600,0.005100,0.028000,2.6928,0.3058,0.2265,0.016500,0.004100,0.1565,1.9399,0.3683,0.026700,0.000700,0.002300,0.004400,0.2060,0.001500,0.000900,0.002200,0.015000,0.042900,0.2904,0.001700,0.021200,0.001200,0.001400,0.1047,0.015000,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,2,2,0,0,14,0,14,0,0,1,2,0,0,0,0,0,0,0,0.080500,0,22,0,0,0.2263,0.3068,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0331,10888.3516,5514.3984,6229.7305,0,16402.7500,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.080100,0,0,0,0,0,0,0,0,0,0,0
,0.2084,0.074900,0.063000,0.012800,0.1111,0.017500,0.075700,0.001800,0.007800,1.2652,1.2846,0.001600,0.005000,0.030900,1.0370,0.3543,0.1742,0.017300,0.003800,0.096800,0,0.2978,0.028500,0.000600,0.003000,0.005600,0.2610,0.001800,0.001100,0.002600,0.018100,0.056300,0.5558,0.002200,0.023300,0.001500,0.001700,0.1145,0.012600,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1470,0,30,0,0,0.4591,0.6061,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0907,10887.8438,5514.3984,6229.7305,0,16402.2422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5594,0.070900,0.052900,0.015500,0.1008,0.016300,0.064200,0.002300,0.008600,1.6943,1.7178,0.001700,0.006400,0.035700,0.9343,0.2560,0.1732,0.016200,0.002800,0.098200,3.4136,0.4541,0.025500,0.000800,0.067200,0.005200,0.2553,0.002400,0.000800,0.002900,0.019900,0.044100,0.2712,0.001400,0.022100,0.001400,0.001600,0.1181,0.010200,0.000400,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.074897,0,17,0,0,0.2128,0.2877,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1153,10884.5547,5514.3984,6229.7305,0,16398.9531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1262,347,0,0.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1662,0.075700,0.091200,0.013000,0.095500,0.016200,0.071600,0.001700,0.007100,1.3195,1.3395,0.001100,0.004900,0.028600,1.5636,0.2307,0.1458,0.010900,0.002300,0.2140,0,0.2367,0.028200,0.000700,0.017200,0.004900,0.2159,0.001400,0.001000,0.001900,0.013400,0.044600,0.4662,0.001500,0.020200,0.001600,0.001300,0.1196,0.019200,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1038,0,30,0,0,0.3916,0.4954,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4825,10884.6523,5514.3984,6229.7305,0,16399.0508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3889,0.067900,0.039300,0.013000,0.093200,0.015700,0.032600,0.002100,0.010300,1.6698,1.6948,0.001400,0.007000,0.035100,0.8568,0.2616,0.1596,0.016500,0.002900,0,4.3187,0.4067,0.023900,0.000600,0.002500,0.004900,0.2364,0.001800,0.000800,0.002300,0.015600,0.047100,0.3100,0.001700,0.021600,0.001200,0.001700,0.097400,0.014900,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087697,0,19,0,0,0.2527,0.3404,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1947,10880.9883,5514.3984,6229.7305,0,16395.3867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1569,0.074900,0.2002,0.012200,0.1582,0.018200,0.072600,0.002400,0.009000,1.8569,1.8811,0.001400,0.006800,0.037700,1.8927,0.2958,0.1580,0.014200,0.003300,0.1905,0,0.3462,0.027800,0.000600,0.002600,6.1301,6.3356,0.001500,0.000800,0.005900,0.020700,0.051500,0.6524,0.005300,0.022800,0.001300,0.001600,0.1057,0.013300,0.000200,0,0,0,0,0,57,0,0,13,0,0,0,0,1,1,1,1,46,2,49,0,3,3,3,0,35,17,0,13,1,0,1,3,0,0,0,0,0,0,0,0.1654,0,32,0,0,0.6225,0.7879,0,1,2,2,12,1,1,1,2,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8381,10880.5391,5514.3984,6229.7305,0,16394.9375,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1326,368,0,0.2146,0,6.1247,0,0,0,0,0,0,0,0,0,0,0,0
,5.4171,0.071000,0.1003,0.010100,0.1303,0.017800,0.1053,0.002400,0.007800,1.7606,1.7822,0.001900,0.007600,0.037300,3.1807,0.3539,0.2166,0.019200,0.004300,0.1860,1.8064,0.4613,0.030700,0.000500,0.002400,0.005700,0.2488,0.002300,0.000900,0.003500,0.019200,0.049000,0.3703,0.001600,0.022900,0.001400,0.001900,0.1208,0.017000,0.000300,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,46,2,49,0,3,3,3,0,1,14,0,14,0,0,1,3,0,0,0,0,0,0,0,0.094306,0,21,0,0,0.2986,0.3929,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4817,10879.3125,5514.3984,6229.7305,0,16393.7109,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.066200,0,0,0,0,0,0,0,0,0,0,0
,0.2026,0.066000,0.055500,0.013700,0.096400,0.015200,0.070500,0.002200,0.008600,1.7547,1.7768,0.001500,0.006600,0.035400,0.8922,0.2728,0.1743,0.016000,0.002900,0.070600,0,0.3428,0.027700,0.000600,0.002300,0.004600,0.2362,0.002000,0.001300,0.003000,0.016600,0.1391,0.4133,0.001700,0.019300,0.001400,0.001600,0.091000,0.014100,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,2,2,46,2,49,0,5,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.1059,0,32,0,0,0.3502,0.4561,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4571,10879.3281,5514.3984,6229.7305,0,16393.7266,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.3207,0.072100,0.070300,0.010400,0.1117,0.016700,0.070500,0.003300,0.010900,1.4833,1.5114,0.001300,0.007200,0.034700,1.2231,0.2631,0.1550,0.015600,0.002900,0.081300,2.1485,0.5134,0.031100,0.000700,0.088100,0.006200,1.2027,0.001700,0.000900,0.004000,0.020600,0.050200,0.4089,0.001700,0.021800,0.001300,0.001700,0.1391,0.012000,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.099711,0,29,0,0,0.3358,0.4355,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6352,10879.8750,5514.3984,6229.7305,0,16394.2734,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1522,352,0,0.1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1348,0.079200,0.1113,0.018800,0.1274,0.020200,0.1081,0.003600,0.011100,1.9055,1.9372,0.002100,0.008600,0.033600,2.3281,0.2192,0.1832,0.018100,0.004300,0.1969,0,0.3146,0.034100,0.000700,0.002300,0.005700,0.2677,0.001900,0.000900,0.002400,0.016700,0.052900,0.4701,0.002000,0.025800,0.001500,0.001700,0.1053,0.012700,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,1,1,44,4,47,0,3,2,2,0,1,13,0,13,0,0,1,2,0,0,0,0,0,0,0,0.1205,0,24,0,0,0.3824,0.5029,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7834,10876.8398,5514.3984,6229.7305,0,16391.2383,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3173,0.073400,0.058000,0.013000,0.1145,0.017100,0.065900,0.002000,0.008500,1.4100,1.4355,0.001700,0.010000,0.034600,1.4965,0.3169,0.1727,0.016600,0.003100,0.1128,2.7543,0.4486,0.030700,0.000700,0.002800,0.004900,0.2183,0.001600,0.000800,0.002100,0.018400,0.055300,0.4516,0.002100,0.026500,0.001300,0.002000,0.1025,0.011600,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.099100,0,21,0,0,0.3962,0.4953,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0894,10874.0508,5514.3984,6229.7305,0,16388.4492,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1331,0.083500,0.1101,0.013100,0.1323,0.017000,0.039800,0.003300,0.012400,1.6804,1.7140,0.001800,0.006900,0.034300,1.6058,0.2130,0.1529,0.013900,0.002600,0.1990,0,0.4062,0.036300,0.000800,0.002700,6.8077,7.0854,0.001700,0.001000,0.004800,0.020500,0.049200,0.4376,0.001600,0.020800,0.001300,0.001600,0.1249,0.014000,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,1,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.1247,0,26,0,0,0.3442,0.4689,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4470,10877.9062,5514.3984,6229.7305,0,16392.3047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1396,364,0,0.1554,0,6.8017,0,0,0,0,0,0,0,0,0,0,0,0
,5.9725,0.064400,0.090900,0.011200,0.097900,0.016300,0.1221,0.002200,0.008100,1.9973,2.0222,0.002000,0.009400,0.039900,2.4998,0.4000,0.2579,0.020600,0.005000,0.2228,2.8881,0.4763,0.030200,0.000700,0.002700,0.005300,0.2194,0.001600,0.000700,0.002600,0.017700,0.045100,0.2930,0.001500,0.020700,0.001400,0.001600,0.1049,0.013800,0.000100,0,0,0,0,0,54,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,14,0,14,0,0,2,3,0,0,0,0,0,0,0,0.086099,0,23,0,0,0.2252,0.3113,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6575,10877.3242,5514.3984,6229.7305,0,16391.7227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0.093300,0,0,0,0,0,0,0,0,0,0,0
,0.1815,0.070000,0.059500,0.010300,0.095800,0.015800,0.059600,0.001900,0.007800,1.3911,1.4117,0.001400,0.005300,0.078900,2.2060,0.4182,0.1752,0.014100,0.003400,0.095500,0,0.3237,0.024300,0.000600,0.002800,0.005600,0.2166,0.001500,0.000800,0.001900,0.016500,0.048600,0.4892,0.001700,0.020600,0.001300,0.001600,0.3210,0.013300,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1105,0,27,0,0,0.4270,0.5375,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1545,10886.0039,5514.3984,6229.7305,0,16400.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.4590,0.089100,0.1221,0.012200,0.1256,0.022700,0.075500,0.002100,0.007600,1.2895,1.3101,0.000900,0.005000,0.031700,2.4463,0.3824,0.2299,0.018300,0.004100,0.2054,2.4698,0.4726,0.029300,0.000900,0.079900,0.005100,0.2307,0.001800,0.001300,0.002900,0.021200,0.075100,0.4247,0.002300,0.034400,0.001900,0.002400,0.1642,0.018600,0.000200,0,0,0,0,0,55,0,0,13,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,0,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.1439,0,25,0,0,0.3017,0.4456,0,1,2,2,12,1,1,1,0,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9126,10890.5664,5514.3984,6229.7305,0,16404.9648,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,1363,360,0,0.1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2213,0.077100,0.050600,0.011800,0.095100,0.015900,0.068800,0.001800,0.007600,1.2892,1.3093,0.001200,0.005200,0.028200,0.9745,0.2809,0.1566,0.012400,0.003000,0.072200,0,0.3229,0.025200,0.000500,0.002300,0.005000,0.1934,0.001600,0.000900,0.001800,0.015300,0.044000,0.3440,0.001600,0.018500,0.001600,0.001500,0.1076,0.016800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.084300,0,22,0,0,0.2996,0.3839,0,1,2,2,12,1,1,1,0,0,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6195,10890.2656,5514.3984,6229.7305,0,16404.6641,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
