EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/EventWait/PrePhysics,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,PackageMap/NetGuidExports,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,5.7000,0.084400,0.1650,0.018000,0.1244,0.017500,0.1328,0.002500,0.008200,1.9166,1.9434,0.001700,0.007800,0.038500,2.0300,0.3002,0.2021,0.016100,0.004900,0.3763,0.030200,0.000700,0.001900,0.005900,0.2111,0.001700,0.000800,0.002400,0.017400,0.047000,0.4608,0.2808,0.001500,0.026800,0.001400,0.001600,0.1467,0.018500,0.000100,0.081400,3.5561,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,27,0,27,0,0,2,6,0,0,0,0,0,0,0,0.1204,0,22.5000,0,0,0.3961,0.5165,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2701,5483.7500,5503.8438,6217.2891,0,10987.5938,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2100,364,0,0.2295,0,0,0,0,0,0,0,0,0,0
,0.1791,0.068000,0.2022,0.014100,0.1332,0.019700,0.072900,0.001800,0.006900,1.5828,1.6035,0.001600,0.007400,0.037100,0.9986,0.3252,0.1827,0.016200,0.005300,0.4733,0.031300,0.000800,0.076400,6.0587,6.3099,0.002100,0.001000,0.004900,0.027400,0.057500,1.3172,0.1447,0.005000,0.030400,0.001400,0.001700,0.1118,0.011000,0.000200,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,70,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0.2763,0,24.5000,0,0,1.1876,1.4639,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7321,5479.7969,5503.8438,6217.2891,0,10983.6406,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0,0,0,0,0,6.0532,0,0,0,0,0,0,0,0
,5.2728,0.080800,0.2333,0.013000,0.1201,0.016800,0.069700,0.003800,0.008600,2.0257,2.0506,0.001900,0.010700,0.043400,3.2946,0.3511,0.1962,0.019100,0.006500,0.4004,0.040700,0.000800,0.005100,0.006200,0.4214,0.002400,0.001500,0.004300,0.025100,0.058600,0.7042,0.3291,0.001800,0.025900,0.001800,0.002100,0.1145,0.014200,0.000100,0,1.4941,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,3,3,0,4,28,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1753,0,24,0,0,0.6104,0.7857,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9544,5480.6719,5503.8438,6217.2891,0,10984.5156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2546,293,0,0.2607,0,0,0,0,0,0,0,0,0,0
,0.1675,0.084200,0.1700,0.015100,0.1231,0.020500,0.090600,0.002600,0.008600,1.8556,1.8815,0.001900,0.009100,0.044900,1.4021,0.2971,0.1856,0.016100,0.004800,0.4161,0.032600,0.001500,0.003100,0.005400,0.2516,0.001800,0.001100,0.002300,0.018600,0.068200,0.7626,0.1505,0.002200,0.027700,0.001700,0.002000,0.1396,0.018700,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,50,2,100,0,10,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1969,0,28,0,0,0.7122,0.9091,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3806,5480.5586,5503.8438,6217.2891,0,10984.4023,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7293,0.073900,0.1792,0.013700,0.1106,0.017500,0.1944,0.002500,0.009300,1.8230,1.8480,0.001700,0.008800,0.041300,1.8465,0.3477,0.1732,0.014500,0.004400,0.3476,0.034600,0.000700,0.003100,0.005300,0.2682,0.001900,0.001100,0.002900,0.021900,0.1804,0.5891,0.2810,0.001600,0.021700,0.001400,0.001700,0.1061,0.015700,0.000100,0.095500,3.4371,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,0,27,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1487,0,26,0,0,0.5016,0.6503,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6380,5481.5703,5503.8438,6217.2891,0,10985.4141,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1922,0.071300,0.1109,0.012300,0.1016,0.015800,0.1235,0.002400,0.007800,1.9096,1.9322,0.002000,0.008000,0.044000,1.5162,0.3738,0.1955,0.019200,0.006100,0.5286,0.030200,0.000800,0.003500,0.005100,0.2208,0.001800,0.000800,0.002500,0.018700,0.056100,0.5883,0.1286,0.001700,0.021000,0.001600,0.001500,0.1130,0.016100,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,98,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1387,0,25.5000,0,0,0.5379,0.6766,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4891,5480.9375,5503.8438,6217.2891,0,10984.7812,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.7862,0.078400,0.2149,0.013300,0.1190,0.016900,0.092800,0.002100,0.008000,1.8842,1.9095,0.002700,0.013900,0.045600,1.7059,0.3592,0.2151,0.015100,0.005200,0.3452,0.036100,0.000800,0.002400,0.004900,1.1519,0.001700,0.001100,0.003500,0.024400,0.045800,0.7892,0.2549,0.001400,0.021400,0.001400,0.001300,0.1151,0.015800,0.000200,0,3.5509,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,6,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1667,0,34.5000,0,0,0.7169,0.8836,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9109,5481.8477,5503.8438,6217.2891,0,10985.6914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2290,462,0,0.2204,0,0,0,0,0,0,0,0,0,0
,0.1744,0.082400,0.1062,0.014800,0.1477,0.021500,0.1048,0.002800,0.008100,1.8596,1.8830,0.003300,0.006600,0.038700,1.1378,0.2805,0.1603,0.014500,0.004200,0.3733,0.032300,0.000600,0.079300,6.1711,6.4344,0.002400,0.001000,0.006900,0.024900,0.083500,0.4288,0.1826,0.003200,0.043600,0.002400,0.003000,0.1464,0.017200,0.000100,0.079300,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0.1338,0,16.5000,0,0,0.3434,0.4772,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4350,5483.1172,5503.8438,6217.2891,0,10986.9609,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,6.1648,0,0,0,0,0,0,0,0
,5.1556,0.071000,0.2421,0.011500,0.1113,0.017600,0.077200,0.002200,0.006600,1.3625,1.3825,0.001300,0.007800,0.039800,3.3299,0.3610,0.1781,0.011300,0.005900,0.4304,0.071100,0.000700,0.003000,0.005800,0.2717,0.001800,0.001000,0.002500,0.018000,0.062400,0.6857,0.4186,0.002000,0.022700,0.001400,0.001900,0.1446,0.017000,0.000300,0,1.3040,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1583,0,31,0,0,0.6037,0.7620,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3860,5491.7461,5503.8438,6217.2891,0,10995.5898,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,1872,288,0,0.2523,0,0,0,0,0,0,0,0,0,0
,0.1567,0.074400,0.1671,0.012800,0.1028,0.018300,0.075800,0.003900,0.009700,1.8283,1.8558,0.001600,0.007100,0.041300,1.2197,0.4144,0.1511,0.015300,0.004500,0.3693,0.024800,0.000600,0.002000,0.005100,0.2136,0.001500,0.000900,0.002800,0.017000,0.054000,0.7292,0.1186,0.001500,0.039900,0.001400,0.001600,0.1247,0.015100,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.1541,0,24.5000,0,0,0.7183,0.8724,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8692,5488.5430,5503.8438,6217.2891,0,10992.3867,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.6784,0.077900,0.1704,0.011200,0.1039,0.017600,0.1298,0.002000,0.009700,1.7707,1.7965,0.001600,0.008900,0.041000,1.1605,0.3990,0.1821,0.020700,0.006200,0.3172,0.030300,0.000800,0.002500,0.004900,0.2992,0.001700,0.000800,0.002800,0.018000,0.064200,0.5066,0.2688,0.001800,0.025000,0.001300,0.002200,0.3916,0.016200,0.000400,0.1027,3.9102,0,0,0,0,0,62,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,2,3,0,2,27,0,27,0,0,2,5,0,0,0,0,0,0,0,0.1188,0,21,0,0,0.4478,0.5666,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4738,5489.1016,5503.8438,6217.2891,0,10992.9453,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1616,0.070000,0.078800,0.014700,0.1036,0.015200,0.073800,0.002700,0.007900,1.8358,1.8598,0.001700,0.008100,0.040500,0.7128,0.3008,0.1659,0.015800,0.004200,0.4332,0.029600,0.000700,0.002000,0.006500,0.2094,0.001600,0.001000,0.002300,0.021700,0.049700,0.5099,0.088600,0.001400,0.020800,0.001400,0.001400,0.1036,0.014300,0.000100,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1274,0,24.5000,0,0,0.4495,0.5769,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9253,5488.8945,5503.8438,6217.2891,0,10992.7383,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.5917,0.085600,0.3161,0.016400,0.1057,0.018000,0.066500,0.002400,0.007500,1.7764,1.7995,0.001500,0.008700,0.039000,3.3244,0.3470,0.2208,0.019100,0.013100,0.3662,0.025000,0.000600,0.002600,0.004700,0.2209,0.001500,0.000800,0.002500,0.021500,0.060100,0.6841,0.6712,0.001900,0.027900,0.001500,0.001900,0.1386,0.020400,0.000300,0,1.8191,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.1793,0,27.5000,0,0,0.5840,0.7633,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4222,5488.3242,5503.8438,6217.2891,0,10992.1680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2674,466,0,0.3573,0,0,0,0,0,0,0,0,0,0
,0.1732,0.094200,0.1208,0.014400,0.1402,0.018200,0.1355,0.002400,0.008900,1.8340,1.8590,0.002100,0.009500,0.045600,0.8379,0.3325,0.1816,0.015800,0.004600,0.3644,0.019800,0.001800,0.1068,6.9388,7.1692,0.002000,0.000900,0.005200,0.020900,0.054600,0.5555,0.1147,0.001800,0.024700,0.001400,0.001600,0.1250,0.017400,0.000300,0.085700,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,48,4,96,0,6,1,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0.1408,0,25.5000,0,0,0.4783,0.6191,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4325,5490.8477,5503.8438,6217.2891,0,10994.6914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,6.9333,0,0,0,0,0,0,0,0
,5.5729,0.076300,0.1827,0.015600,0.1199,0.023300,0.087000,0.002600,0.007200,1.7511,1.7733,0.001600,0.006200,0.038300,2.4707,0.2952,0.2400,0.020900,0.006700,0.4172,0.029500,0.001200,0.003000,0.006500,0.3067,0.002500,0.001100,0.004000,0.026000,0.059300,0.5044,0.3321,0.001700,0.024900,0.001500,0.001800,0.1188,0.015300,0.000300,0,2.9123,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,3,3,0,0,26,0,26,0,0,2,6,0,0,0,0,0,0,0,0.1382,0,20.5000,0,0,0.4230,0.5612,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3447,5490.4844,5503.8438,6217.2891,0,10994.3281,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,1885,288,0,0.1733,0,0,0,0,0,0,0,0,0,0
,0.1823,0.072900,0.084200,0.013400,0.1007,0.014500,0.1267,0.002200,0.008400,1.5007,1.5241,0.001900,0.009300,0.044000,0.7446,0.3303,0.1881,0.014600,0.003400,0.3485,0.021000,0.000700,0.002400,0.004200,0.2224,0.001200,0.000900,0.003900,0.014900,0.051300,0.5287,0.1133,0.001700,0.019800,0.001200,0.001500,0.1070,0.014600,0.000100,0.095300,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,48,4,96,0,6,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0.1303,0,27,0,0,0.4645,0.5948,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9127,5491.1914,5503.8438,6217.2891,0,10995.0352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.8811,0.078200,0.3155,0.013700,0.1173,0.017100,0.040700,0.001800,0.044100,1.8238,1.8837,0.001600,0.010200,0.046500,1.9330,0.3007,0.1902,0.015100,0.008700,0.2551,0.024600,0.000500,0.002300,0.005500,0.2714,0.001600,0.000800,0.004600,0.021700,0.050000,0.8880,0.3747,0.004600,0.020800,0.001300,0.001500,0.1606,0.018300,0.000100,0,3.6486,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,0,50,2,100,0,6,3,3,0,70,34,0,26,1,0,0,6,0,0,0,0,0,0,0,0.1781,0,25.5000,0,0,0.8200,0.9981,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,64,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2854,5492.6484,5503.8438,6217.2891,0,10996.4922,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1699,0.071500,0.1409,0.013800,0.1026,0.016000,0.074900,0.002300,0.009000,1.9382,1.9622,0.002100,0.010500,0.042000,0.5513,0.3916,0.1891,0.017700,0.004800,0.3797,0.021000,0.000900,0.002100,0.004500,0.2412,0.001500,0.000800,0.002800,0.017400,0.058000,0.9020,0.1257,0.003200,0.023400,0.001300,0.002200,0.1171,0.014500,0.000200,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,6,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.1963,0,31.5000,0,0,0.8187,1.0150,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2832,5492.0156,5503.8438,6217.2891,0,10995.8594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,2565,369,0,0.3246,0,0,0,0,0,0,0,0,0,0
,5.3743,0.084500,0.1907,0.019700,0.1158,0.019000,0.1484,0.002700,0.007600,1.9358,1.9594,0.001600,0.007000,0.038700,1.9644,0.3092,0.1745,0.015500,0.008600,0.3600,0.028900,0.000900,0.020100,0.005200,0.2246,0.001600,0.000800,0.002700,0.019300,0.1275,0.5787,0.3231,0.001800,0.022400,0.001200,0.001700,0.1231,0.012000,0.000200,0.091800,3.4843,0,0,0,0,0,61,0,0,0,0,0,0,2,2,1,1,50,2,100,0,10,3,3,0,2,29,0,27,1,0,2,6,0,0,0,0,0,0,0,0.1364,0,22.5000,0,0,0.5102,0.6466,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8574,5491.2422,5503.8438,6217.2891,0,10995.0859,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1753,0.090600,0.1514,0.013800,0.1691,0.022900,0.069900,0.002000,0.007100,1.8258,1.8487,0.002300,0.009700,0.039700,0.5286,0.3308,0.1706,0.015000,0.007500,0.3135,0.022000,0.000800,0.087000,6.7688,7.0698,0.003200,0.001100,0.007200,0.037000,0.2215,0.7795,0.1876,0.003500,0.036200,0.001800,0.002300,0.1536,0.035200,0.000100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,2,0,1,50,2,100,0,8,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0.2217,0,24.5000,0,0,0.6440,0.8657,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,62,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4562,5501.0117,5503.8438,6217.2891,0,11004.8555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,6.7595,0,0,0,0,0,0,0,0
,6.0832,0.078400,0.2496,0.011400,0.1289,0.020900,0.074900,0.002200,0.009100,1.3721,1.3936,0.001800,0.007100,0.046600,2.3214,0.4049,0.1998,0.018200,0.006500,0.3589,0.050800,0.000800,0.002900,0.009100,0.3679,0.002900,0.001300,0.004300,0.032000,0.065700,0.9420,0.3139,0.002000,0.029100,0.001500,0.001700,0.1274,0.018700,0.000100,0,3.3951,0,0,0,0,0,61,0,0,0,0,0,0,2,2,0,1,48,4,98,0,6,3,3,0,2,26,0,26,0,0,1,6,0,0,0,0,0,0,0,0.2417,0,23,0,0,0.8071,1.0488,0,1,2,3,12,1,2,1,2,2,2,1,2,4,2,4,2,2,4,2,2,6,1,1,61,25,240,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4912,5500.7031,5503.8438,6217.2891,0,11004.5469,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,26,0,0,2235,386,0,0.3543,0,0,0,0,0,0,0,0,0,0
