EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,Exclusive/GameThread/HandleRPC,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates
,0.1811,0.065800,0.003000,0.012800,0.093300,0.014100,0.030300,0.002600,0.008100,1.9537,1.9779,0.001600,0.007600,0.028500,0.6173,0.3196,0.3931,0.016500,0,0,0,0.2856,0.024600,0.001000,0.010700,0.005100,0.2001,0.001500,0.001000,0.000100,0.008600,0.041400,0.000200,0.002400,0.017700,0.001200,0.001800,0.082000,0.015200,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3139,16471.7852,5521.5195,6228.4727,0,21993.3047,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,414,320,0,0.093000,0,0,0,0,0,0,0,0,0,0
,5.0927,0.075900,0.003400,0.019100,0.1082,0.017600,0.036600,0.002400,0.010000,1.8282,1.8562,0.001900,0.008400,0.032500,0.6772,0.2916,0.3871,0.018000,0,0,3.9591,0.4899,0.028100,0.001000,0.003200,0.005100,0.2219,0.002100,0.000800,0.000100,0.007900,0.046400,0.000300,0.002500,0.022000,0.001500,0.001500,0.076600,0.016600,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8014,16465.1836,5521.5195,6228.4727,0,21986.7031,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1604,0.069300,0.003800,0.016400,0.096400,0.014400,0.034900,0.002300,0.009200,1.8941,1.9213,0.001600,0.005700,0.029500,0.5608,0.2551,0.3931,0.016000,0,0,0,0.3417,0.042000,0.000900,0.002800,0.004000,0.2179,0.001100,0.000900,0.000100,0.007900,0.037100,0.000300,0.002000,0.016400,0.001400,0.001400,0.069000,0.014200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8097,16465.6367,5521.5195,6228.4727,0,21987.1562,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1056,0.074300,0.003000,0.013700,0.1085,0.017500,0.032200,0.002600,0.009300,1.9192,1.9457,0.001600,0.010000,0.038300,0.8291,0.3300,0.4109,0.016100,0,0,3.7375,0.4592,0.052600,0.001100,0.003500,0.005100,0.2359,0.001800,0.001100,0.000100,0.008300,0.041400,0.000200,0.002300,0.024200,0.001400,0.002100,0.086600,0.016700,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0762,16456.6289,5521.5195,6228.4727,0,21978.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,410,320,0,0.095500,0,0,0,0,0,0,0,0,0,0
,0.1625,0.073100,0.003800,0.017300,0.1298,0.017000,0.045300,0.003100,0.013600,1.7835,1.8178,0.001200,0.006900,0.027500,0.5503,0.2591,0.3697,0.014100,0,0,0,0.3045,0.024500,0.000700,0.002800,6.5484,6.7752,0.002300,0.001800,0.000200,0.007100,0.037800,0.000200,0.002300,0.019600,0.001400,0.001800,0.071300,0.014600,0.000300,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3567,16451.2734,5521.5195,6228.4727,0,21972.7930,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1126,0.064100,0.002900,0.012800,0.089300,0.013900,0.030300,0.002100,0.008700,1.8680,1.8905,0.001300,0.006200,0.030800,1.6005,0.2771,0.4676,0.017000,0,0,2.9949,0.4566,0.026200,0.000900,0.002600,0.004200,0.1997,0.002000,0.000700,0.000100,0.007300,0.036200,0.000100,0.002000,0.018300,0.001400,0.001600,0.067700,0.014200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1972,16447.5586,5521.5195,6228.4727,0,21969.0781,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1747,0.074300,0.003700,0.017300,0.1026,0.014700,0.035300,0.003200,0.010700,2.0008,2.0297,0.001500,0.008800,0.035800,0.7442,0.3021,0.3980,0.014500,0,0,0,0.2954,0.026200,0.000700,0.009000,0.004800,0.1961,0.001400,0.000800,0,0.007400,0.037600,0.000100,0.002400,0.016000,0.001300,0.001300,0.069400,0.013800,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0576,16444.5625,5521.5195,6228.4727,0,21966.0820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,414,320,0,0.089100,0,0,0,0,0,0,0,0,0,0
,5.3840,0.071300,0.004000,0.015600,0.1005,0.016700,0.035800,0.002300,0.009700,1.9697,1.9985,0.002000,0.009500,0.032700,0.6159,0.2497,0.3656,0.014200,0,0,4.3603,0.4577,0.026600,0.000800,0.002400,0.004500,0.1990,0.001600,0.001000,0.000100,0.007000,0.038700,0.000200,0.002300,0.018600,0.001300,0.001600,0.069500,0.015200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2825,16440.5508,5521.5195,6228.4727,0,21962.0703,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2032,0.090600,0.003500,0.014300,0.1128,0.016500,0.035600,0.002700,0.009800,1.9090,1.9362,0.001800,0.007500,0.032800,0.6091,0.3110,0.3856,0.014600,0,0,0,0.4211,0.028300,0.000800,0.002800,0.005000,1.1352,0.001500,0.001200,0.000100,0.008000,0.041500,0.000100,0.002300,0.020300,0.001700,0.002200,0.087500,0.015800,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8635,16440.6719,5521.5195,6228.4727,0,21962.1914,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0878,0.076600,0.005300,0.016300,0.1103,0.017000,0.034600,0.002900,0.010700,1.8333,1.8631,0.001600,0.008000,0.030800,0.7936,0.2759,0.3388,0.015000,0,0,3.9345,0.4246,0.027400,0.000800,0.002900,0.005200,0.2402,0.001800,0.000900,0.000100,0.007600,0.042500,0.000100,0.002900,0.020000,0.001400,0.001500,0.071500,0.015300,0.000200,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,2,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6178,16432.5039,5521.5195,6228.4727,0,21954.0234,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,410,320,0,0.1099,0,0,0,0,0,0,0,0,0,0
,0.1549,0.070800,0.002800,0.014600,0.1330,0.016000,0.030000,0.002400,0.008600,1.7585,1.7826,0.001600,0.008000,0.029900,0.7457,0.3042,0.3566,0.016600,0,0,0,0.3628,0.027800,0.000800,0.002800,6.4203,6.6408,0.002400,0.000900,0.000100,0.009200,0.044200,0.000400,0.002800,0.021400,0.001400,0.001700,0.081000,0.018800,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9103,16429.6484,5521.5195,6228.4727,0,21951.1680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0530,0.077800,0.003700,0.016900,0.1027,0.015700,0.031600,0.002600,0.013300,2.0426,2.0739,0.001200,0.008200,0.026600,1.6967,0.2796,0.5307,0.012600,0,0,2.7274,0.4675,0.025600,0.000800,0.002500,0.004500,0.2119,0.002000,0.001000,0.000100,0.007300,0.037500,0.000200,0.002100,0.017700,0.001200,0.001700,0.070300,0.015600,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5757,16428.3945,5521.5195,6228.4727,0,21949.9141,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1531,0.069600,0.003500,0.014900,0.098800,0.014300,0.037100,0.002900,0.010300,1.8136,1.8407,0.001700,0.007000,0.030200,0.5322,0.2452,0.3445,0.014400,0,0,0,0.2705,0.025500,0.000600,0.009300,0.003900,0.1859,0.015200,0.000900,0.000100,0.007200,0.036600,0.000200,0.002000,0.017700,0.001300,0.001600,0.067900,0.013900,0.000200,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6996,16426.3906,5521.5195,6228.4727,0,21947.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,414,321,0,0.1262,0,0,0,0,0,0,0,0,0,0
,4.3797,0.071000,0.003500,0.015800,0.1023,0.015700,0.033200,0.002400,0.009700,2.0745,2.1020,0.002300,0.010900,0.035500,0.6505,0.3178,0.3820,0.018700,0,0,3.2148,0.4955,0.030400,0.001000,0.003100,0.004900,0.2312,0.001600,0.000700,0.000100,0.007600,0.040500,0.000200,0.002300,0.018500,0.001400,0.001700,0.073300,0.015200,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5740,16420.1875,5521.5195,6228.4727,0,21941.7070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1502,0.096800,0.002900,0.014900,0.1033,0.015500,0.030900,0.003000,0.008400,1.8702,1.8954,0.001300,0.008300,0.029600,0.7988,0.3117,0.3397,0.015400,0,0,0,0.3330,0.029000,0.001200,0.003000,0.004900,0.2208,0.001500,0.000900,0.000100,0.007800,0.040000,0.000200,0.002300,0.019000,0.001300,0.001500,0.093100,0.013400,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2578,16416.7227,5521.5195,6228.4727,0,21938.2422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0167,0.068800,0.003700,0.015300,0.095100,0.015000,0.031500,0.002700,0.009800,1.7833,1.8102,0.001800,0.007600,0.033800,0.6134,0.2833,0.4124,0.016800,0,0,3.8839,0.4196,0.026100,0.000900,0.002400,0.004600,0.2154,0.001100,0.000600,0.000100,0.007200,0.035000,0.000200,0.001800,0.016600,0.001000,0.001000,0.069600,0.013700,0.000300,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1405,16406.6484,5521.5195,6228.4727,0,21928.1680,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,410,320,0,0.1220,0,0,0,0,0,0,0,0,0,0
,0.1934,0.076100,0.004900,0.016200,0.1478,0.017800,0.037600,0.002600,0.010500,1.7941,1.8224,0.002500,0.008400,0.032900,0.7609,0.2892,0.3982,0.016900,0,0,0,0.3681,0.027500,0.000800,0.002700,6.7076,6.9197,0.001900,0.001100,0.000200,0.009500,0.040000,0.000200,0.002600,0.026700,0.001600,0.001800,0.075100,0.016800,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9124,16380.8594,5521.5195,6228.4727,0,21902.3789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,6.7020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.0508,0.066400,0.003300,0.014800,0.1003,0.015300,0.032700,0.002400,0.009800,1.6718,1.6982,0.001900,0.010100,0.034900,1.8907,0.2952,0.4050,0.016000,0,0,2.6392,0.4427,0.029100,0.000900,0.002800,0.004300,0.2237,0.001400,0.000700,0.000100,0.007700,0.037800,0.000200,0.002100,0.018700,0.001200,0.001900,0.073000,0.014600,0.000200,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1915,16375.4531,5521.5195,6228.4727,0,21896.9727,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1506,0.069600,0.003000,0.012900,0.088500,0.013000,0.027600,0.002900,0.007500,1.5680,1.5919,0.001400,0.008300,0.029400,0.6352,0.3009,0.3990,0.017200,0,0,0,0.3214,0.025100,0.000700,0.010100,0.004300,0.1829,0.001300,0.000800,0,0.007000,0.034500,0.000100,0.001900,0.014900,0.001300,0.001400,0.074200,0.014600,0.000100,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4257,16371.9961,5521.5195,6228.4727,0,21893.5156,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,414,320,0,0.1005,0,0,0,0,0,0,0,0,0,0
,4.1125,0.073200,0.003500,0.015400,0.1057,0.016000,0.035700,0.003100,0.011900,1.8670,1.8968,0.001800,0.007700,0.032100,0.5733,0.2811,0.4008,0.016600,0,0,3.0203,0.4043,0.025700,0.001000,0.002600,0.005300,0.2242,0.001800,0.001000,0.000100,0.007700,0.041300,0.000200,0.002600,0.019000,0.001200,0.001600,0.078800,0.015800,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0190,16369.6992,5521.5195,6228.4727,0,21891.2188,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2210,0.064900,0.002900,0.014400,0.1026,0.013700,0.029500,0.002400,0.008400,1.7484,1.7719,0.001400,0.007600,0.030100,0.7134,0.2832,0.3909,0.014300,0,0,0,0.2941,0.026400,0.000900,0.002600,0.004800,0.2202,0.001400,0.001000,0.000100,0.008200,0.035400,0.000100,0.001800,0.016400,0.001200,0.001400,0.068600,0.013700,0.000100,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3630,16362.1523,5521.5195,6228.4727,0,21883.6719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1432,0.069500,0.002500,0.011400,0.1023,0.015400,0.045600,0.002400,0.009400,1.7888,1.8156,0.001500,0.007300,0.031400,0.6061,0.2725,0.4008,0.019100,0,0,4.1122,0.4607,0.027200,0.000800,0.002700,0.004600,0.2422,0.001500,0.000800,0.000100,0.008300,0.041100,0.000300,0.002200,0.020000,0.001400,0.002300,0.084200,0.015100,0.000200,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1008,0,28,0,0,0.3339,0.4347,0,1,2,1,12,1,0,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8902,16349.0195,5521.5195,6228.4727,0,21870.5391,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,410,320,0,0.087500,0,0,0,0,0,0,0,0,0,0
