EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/FlushNet,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,GuLiCommanderPoseDispatch/AttemptedChunks,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,4.9895,0.064500,0.003200,0.011600,0.084300,0.014300,0.027800,0.002000,0.008000,1.2789,1.3013,0.001300,0.005300,0.027400,1.2499,0.3126,0.2470,0.010800,0,0,3.3675,0.2775,0.012300,0.000700,0.002300,0.004200,0.1735,0.002000,0.000900,0,0.005600,0.032600,0.000100,0.001800,0.015700,0.000900,0.001300,0.061500,0.013500,0.000200,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8497,12408.8164,5518.6367,6229.3867,0,17927.4531,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,412,320,0,0.1006,0,2,0,0,0,0,0
,0.1552,0.071800,0.005900,0.014500,0.1028,0.016100,0.036300,0.002700,0.009800,1.7926,1.8207,0.001600,0.007700,0.036100,0.3564,0.2907,0.2495,0.016200,0,0,0,0.2524,0.014100,0.000800,0.002600,0.005200,0.1882,0.001500,0.001000,0.000100,0.007100,0.037200,0.000200,0.002200,0.016100,0.001200,0.001500,0.090000,0.014200,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1481,12664.2617,5518.6367,6229.3867,0,18182.8984,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.9950,0.080700,0.003300,0.014900,0.1191,0.017200,0.032600,0.002600,0.009700,1.6791,1.7067,0.002000,0.010700,0.033700,0.4442,0.2865,0.2584,0.033800,0,0,3.1721,0.4007,0.018600,0.000800,0.002800,0.005400,0.2799,0.002400,0.001000,0.000100,0.009400,0.046200,0.000300,0.002500,0.024700,0.001500,0.002300,0.092400,0.016200,0.000200,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8902,13104.5234,5518.6367,6229.3867,0,18623.1602,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1809,0.075100,0.004200,0.016400,0.1107,0.015600,0.038200,0.002500,0.010500,1.8752,1.9046,0.001900,0.008000,0.035300,0.3977,0.2928,0.2587,0.015900,0,0,0,0.2598,0.014900,0.000600,0.010700,0.005000,0.2237,0.001600,0.000800,0.000100,0.008500,0.053300,0.000200,0.002500,0.019900,0.001200,0.001700,0.074300,0.013800,0.000100,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2356,13413.7773,5518.6367,6229.3867,0,18932.4141,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,412,321,0,0.1347,0,0,0,0,0,0,0
,5.0080,0.077000,0.003900,0.017800,0.1106,0.018700,0.036300,0.003100,0.011200,1.7845,1.8158,0.001900,0.006500,0.034200,0.4149,0.2907,0.2450,0.014700,0,0,4.2627,0.3054,0.015400,0.000800,0.002700,0.005000,0.2133,0.001900,0.000700,0,0.009000,0.042100,0.000300,0.002400,0.019800,0.001200,0.001400,0.075500,0.015200,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5314,13794.6211,5518.6367,6229.3867,0,19313.2578,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1543,0.070300,0.003300,0.014000,0.1246,0.016100,0.032100,0.002300,0.008900,1.7267,1.7517,0.001500,0.007300,0.032900,0.4358,0.2831,0.2434,0.016800,0,0,0,0.2669,0.013900,0.000800,0.002400,6.3755,6.5800,0.001900,0.000800,0.000200,0.008900,0.040400,0.000200,0.002500,0.019800,0.001200,0.001600,0.074800,0.015600,0.000200,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9068,14056.3945,5518.6367,6229.3867,0,19575.0312,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.3706,0,0,0,0,0,0,0,0,0,0,0,0
,4.5125,0.078500,0.004200,0.017300,0.1103,0.017600,0.039700,0.003000,0.011900,1.8785,1.9104,0.002100,0.009400,0.038900,1.4096,0.3514,0.2898,0.016800,0,0,2.6744,0.3443,0.014300,0.000800,0.002600,0.004800,0.2027,0.001600,0.000800,0.000100,0.008300,0.039400,0.000400,0.002300,0.018700,0.001300,0.001400,0.072200,0.014800,0.000200,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2615,14172.7422,5518.6367,6229.3867,0,19691.3789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,412,320,0,0.068100,0,0,0,0,0,0,0
,0.1557,0.084900,0.004100,0.016600,0.1138,0.018200,0.039900,0.002600,0.009600,1.8110,1.8391,0.002300,0.007500,0.037000,0.3931,0.3000,0.2710,0.014500,0,0,0,0.2779,0.015400,0.000900,0.003100,0.005500,0.2184,0.001600,0.000900,0.000100,0.008100,0.039500,0.000200,0.002200,0.034100,0.001300,0.001600,0.080900,0.015300,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6115,14290.2461,5518.6367,6229.3867,0,19808.8828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3.2319,0.073700,0.004200,0.013000,0.1025,0.017100,0.031500,0.002700,0.008300,1.2843,1.3071,0.001200,0.004800,0.026300,0.3947,0.2927,0.2512,0.011500,0,0,2.5532,0.3408,0.015500,0.000700,0.003100,0.005800,0.2410,0.002000,0.000800,0.000100,0.009900,0.045600,0.000300,0.002900,0.022400,0.001100,0.001600,0.086800,0.015400,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2210,14425.7188,5518.6367,6229.3867,0,19944.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2234,0.079800,0.003900,0.015500,0.1103,0.015500,0.035900,0.002700,0.009000,2.0387,2.0659,0.002300,0.008400,0.043400,0.4502,0.3518,0.2919,0.016000,0,0,0,0.3348,0.017200,0.000800,0.011100,0.004400,1.1563,0.001300,0.000600,0.000100,0.007600,0.040300,0.000100,0.002300,0.017400,0.001300,0.001500,0.098600,0.013700,0.000200,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9223,14475.9141,5518.6367,6229.3867,0,19994.5508,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,412,320,0,0.089900,0,0,0,0,0,0,0
,5.2093,0.085800,0.004200,0.017500,0.1183,0.019300,0.038400,0.002800,0.010500,1.8824,1.9124,0.001600,0.007000,0.033300,0.4516,0.2821,0.2514,0.014700,0,0,4.4754,0.3848,0.017500,0.000900,0.003200,0.006500,0.2556,0.001600,0.001300,0.000100,0.011300,0.046100,0.000300,0.003000,0.022800,0.001200,0.001800,0.087700,0.016800,0.000200,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2756,14508.5117,5518.6367,6229.3867,0,20027.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1615,0.072400,0.003300,0.013800,0.1384,0.016200,0.032300,0.002500,0.008800,1.9183,1.9434,0.001800,0.007600,0.037400,0.3565,0.2980,0.2475,0.015200,0,0,0,0.2445,0.013800,0.000700,0.002600,6.7409,6.9607,0.002100,0.000900,0.000200,0.011300,0.040600,0.000200,0.002300,0.018900,0.001200,0.001700,0.077700,0.016500,0.000300,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0961,14522.6758,5518.6367,6229.3867,0,20041.3125,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.7357,0,373,228,0,0.066500,0,0,0,0,0,0,0
,4.9832,0.070000,0.003300,0.014300,0.099000,0.014900,0.032400,0.002300,0.009400,1.7664,1.7908,0.001900,0.007000,0.038600,1.3235,0.2839,0.2556,0.014500,0,0,3.3212,0.3479,0.015300,0.000800,0.002700,0.004500,0.2033,0.001500,0.000900,0.000100,0.008200,0.040500,0.000200,0.002400,0.018200,0.001100,0.001700,0.073300,0.015300,0.000200,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4348,14517.7539,5518.6367,6229.3867,0,20036.3906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1424,0.082500,0.004500,0.022200,0.1099,0.016900,0.037700,0.003500,0.011700,1.9087,1.9424,0.001700,0.008000,0.035200,0.3777,0.2957,0.2677,0.014300,0,0,0,0.2537,0.014200,0.000800,0.003100,0.004900,0.2131,0.001400,0.000800,0.000100,0.007900,0.039300,0.000200,0.002000,0.016800,0.001200,0.001700,0.073200,0.014400,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4029,14513.7188,5518.6367,6229.3867,0,20032.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.4541,0.079500,0.004100,0.018200,0.1165,0.017400,0.041100,0.003600,0.010500,1.8001,1.8303,0.001600,0.008700,0.038900,0.4363,0.2971,0.2570,0.015300,0,0,3.6774,0.3371,0.015300,0.000700,0.003200,0.005100,0.2226,0.002000,0.000700,0,0.010600,0.043300,0.000200,0.002400,0.019600,0.001300,0.001700,0.076800,0.014900,0.000200,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3571,14508.5781,5518.6367,6229.3867,0,20027.2148,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1290,0.070800,0.003500,0.014100,0.099500,0.014900,0.033000,0.002500,0.008600,1.8629,1.8892,0.002000,0.008000,0.040500,0.4154,0.3017,0.2680,0.015300,0,0,0,0.2624,0.014600,0.000800,0.009800,0.004600,0.2109,0.001300,0.001000,0.000100,0.007700,0.036600,0.000200,0.002100,0.016300,0.002200,0.001500,0.074600,0.014300,0.000100,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,51,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9221,14507.7734,5518.6367,6229.3867,0,20026.4102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,451,412,0,0.1053,1,2,0,0,0,0,0
,5.5865,0.1000,0.003700,0.018300,0.1166,0.016800,0.035700,0.003000,0.010400,1.8007,1.8291,0.001600,0.007100,0.034200,0.4439,0.2904,0.2540,0.015500,0,0,4.8399,0.4676,0.018800,0.001000,0.003700,0.005500,0.2682,0.003000,0.000700,0.000100,0.009200,0.046100,0.000200,0.003300,0.022300,0.001200,0.001600,0.081100,0.014400,0.000200,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4865,14498.7188,5518.6367,6229.3867,0,20017.3555,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1848,0.071100,0.003200,0.014700,0.1471,0.018400,0.033800,0.002600,0.008800,1.9394,1.9642,0.002300,0.008600,0.035500,0.4105,0.3023,0.2647,0.015100,0,0,0,0.3159,0.013600,0.001000,0.002700,6.7388,7.0040,0.002100,0.000800,0.000100,0.011700,0.044900,0.000200,0.002800,0.019300,0.001400,0.001800,0.080400,0.018400,0.000300,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2206,14494.6836,5518.6367,6229.3867,0,20013.3203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,6.7333,0,373,230,0,0.089700,0,0,0,0,0,0,0
,5.1030,0.070500,0.003800,0.014500,0.099300,0.016100,0.033100,0.002700,0.009600,1.9311,1.9565,0.001600,0.007200,0.033500,1.4039,0.2719,0.2560,0.015500,0,0,3.4974,0.3645,0.015300,0.001000,0.002500,0.004400,0.2088,0.002400,0.000800,0.000100,0.008900,0.041900,0.000200,0.002500,0.020800,0.001400,0.001800,0.2922,0.015200,0.000100,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4425,14491.2070,5518.6367,6229.3867,0,20009.8438,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1562,0.091200,0.004900,0.018700,0.1214,0.018000,0.040600,0.003100,0.011000,1.8760,1.9065,0.002200,0.009200,0.037400,0.6041,0.2849,0.2455,0.014400,0,0,0,0.2669,0.016400,0.000800,0.002900,0.005000,0.2316,0.001300,0.000700,0.000100,0.007900,0.042200,0.000100,0.002300,0.020200,0.001200,0.001900,0.1005,0.017100,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9510,14488.5000,5518.6367,6229.3867,0,20007.1367,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1381,0.076100,0.003800,0.014500,0.1132,0.017500,0.037700,0.002700,0.010300,1.9148,1.9430,0.002700,0.009600,0.039100,0.4169,0.3299,0.2744,0.014900,0,0,4.2828,0.3483,0.015500,0.001100,0.003000,0.006400,0.2557,0.001900,0.001100,0.000100,0.008600,0.044600,0.000200,0.002400,0.021800,0.001300,0.001500,0.085000,0.015200,0.000100,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,0,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2128,14481.7695,5518.6367,6229.3867,0,20000.4062,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1731,0.066600,0.003000,0.013600,0.093900,0.015400,0.030000,0.002400,0.008700,1.8062,1.8309,0.001600,0.006900,0.032500,0.3628,0.2902,0.2450,0.013600,0,0,0,0.2467,0.016200,0.000900,0.010600,0.005100,0.1997,0.001200,0.000700,0.000100,0.008000,0.038300,0.000500,0.002100,0.016600,0.001100,0.001500,0.074600,0.013500,0.000100,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,4,97,0,6,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,24.5000,0,0,0.9720,1.2233,0,1,2,1,12,1,0,1,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1393,14479.8984,5518.6367,6229.3867,0,19998.5352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,451,412,0,0.076900,0,0,0,0,0,0,0
