EVENTS,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/HandleRPC,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.065400,0.002900,0.013500,0.088200,0.014400,0.029000,0.002000,0.008000,1.7760,1.7981,0.001400,0.005700,0.030000,1.2966,0.2795,0.2582,0.013700,0,0.3377,0.014800,0.000800,0.002500,0.004800,0.1953,0.001300,0.000800,0.000100,0.007700,0.039600,0.000200,0,0.002300,0.017700,0.001400,0.001500,0.072400,0.015400,0.000200,3.5645,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2559,12075.2930,5538.3281,6245.0312,0,17613.6211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,5.1448,0,0,0,412,321,0,0.093400,0,0,0,0,0,0,0,0,0,0,0
,0.073800,0.003300,0.013800,0.091000,0.019000,0.031100,0.002200,0.009100,1.7962,1.8213,0.001600,0.006500,0.029000,0.3532,0.2784,0.2421,0.013900,0,0.2852,0.015400,0.000800,0.015900,0.004300,0.1987,0.001300,0.000800,0.000100,0.006600,0.038300,0.000400,0,0.002000,0.015600,0.001500,0.002000,0.092400,0.019100,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5997,12198.7344,5538.3281,6245.0312,0,17737.0625,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.067500,0.003200,0.013500,0.096700,0.014300,0.031200,0.002600,0.009500,1.8692,1.8954,0.001400,0.006000,0.032700,0.4756,0.2876,0.3935,0.018600,0,0.3079,0.014000,0.000700,0.010800,0.004300,1.0657,0.001500,0.000700,0.000100,0.007700,0.038800,0.000100,0,0.002100,0.015700,0.001300,0.001800,0.3271,0.012400,0.000100,4.2767,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2016,12353.8594,5538.3281,6245.0312,0,17892.1875,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,5.2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.062900,0.002700,0.013100,0.087000,0.013400,0.031200,0.002800,0.008300,1.9011,1.9245,0.002100,0.010800,0.036700,0.3821,0.2844,0.2457,0.013800,0,0.2795,0.013900,0.000900,0.002500,0.004100,0.1933,0.001200,0.000800,0.000100,0.006900,0.038000,0.000200,0,0.002300,0.015600,0.001300,0.001600,0.071300,0.014000,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4668,12369.4922,5538.3281,6245.0312,0,17907.8203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1596,0,0,0,412,320,0,0.088900,0,0,0,0,0,0,0,0,0,0,0
,0.072100,0.002900,0.011800,0.1065,0.028700,0.036100,0.002400,0.009100,1.8567,1.8819,0.001600,0.007500,0.030100,0.4005,0.2994,0.2456,0.014500,0,0.3253,0.015500,0.000900,0.002700,0.004600,0.2088,0.002000,0.000900,0.000100,0.009200,0.040700,0.000200,0,0.002400,0.018900,0.001300,0.001600,0.075000,0.014600,0.000100,3.3526,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7283,12417.0508,5538.3281,6245.0312,0,17955.3789,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,4.1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.071500,0.003100,0.013700,0.1165,0.016200,0.033100,0.002500,0.009300,1.7665,1.7934,0.001800,0.007200,0.032700,0.3966,0.2960,0.2825,0.016300,0,0.3566,0.016100,0.001000,0.002300,6.4359,6.6491,0.001800,0.000900,0.000200,0.009100,0.040300,0.000200,0,0.002400,0.018500,0.001200,0.001700,0.072800,0.014700,0.000200,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9786,12418.4297,5538.3281,6245.0312,0,17956.7578,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1653,0,6.4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068200,0.003200,0.013400,0.093800,0.014000,0.032300,0.002600,0.009900,2.0280,2.0548,0.001600,0.007300,0.031700,1.3097,0.2558,0.2463,0.014100,0,0.3148,0.015000,0.001000,0.002900,0.004500,0.1953,0.001500,0.000800,0.000100,0.007600,0.040300,0.000200,0,0.002500,0.017700,0.001300,0.001600,0.070500,0.014300,0.000100,3.6216,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0074,12413.5664,5538.3281,6245.0312,0,17951.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,5.1569,0,0,0,412,320,0,0.1230,0,0,0,0,0,0,0,0,0,0,0
,0.064100,0.003200,0.013100,0.084300,0.013400,0.031400,0.002600,0.008700,1.9025,1.9272,0.001500,0.005700,0.030300,0.3540,0.2588,0.2502,0.014000,0,0.2853,0.014900,0.000700,0.002300,0.003800,0.1745,0.001200,0.000900,0.000100,0.007200,0.035300,0.000100,0,0.002100,0.014700,0.001500,0.001500,0.068000,0.012500,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1246,12409.5625,5538.3281,6245.0312,0,17947.8906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.064300,0.003400,0.013800,0.090500,0.014500,0.032400,0.002300,0.008400,1.8831,1.9086,0.001600,0.006000,0.032500,0.3974,0.2949,0.2722,0.015400,0,0.3237,0.014100,0.000900,0.009700,0.003800,0.1957,0.001400,0.000800,0.000200,0.007200,0.037100,0.000200,0,0.001800,0.015500,0.001300,0.001500,0.072500,0.015100,0.000100,4.3916,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6462,12405.9609,5538.3281,6245.0312,0,17944.2891,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,5.1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063400,0.003000,0.013700,0.089400,0.013600,0.032600,0.003300,0.008900,1.9278,1.9539,0.001800,0.005800,0.031500,0.3562,0.2789,0.2459,0.014200,0,0.2393,0.014200,0.000700,0.002300,0.003900,0.1871,0.001300,0.000900,0.000100,0.006600,0.036700,0.000100,0,0.001900,0.015800,0.001300,0.001500,0.069500,0.012300,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0330,12401.9922,5538.3281,6245.0312,0,17940.3203,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1586,0,0,0,412,320,0,0.094100,0,0,0,0,0,0,0,0,0,0,0
,0.067200,0.003700,0.013700,0.092700,0.015100,0.033300,0.002300,0.009200,1.8783,1.9047,0.001700,0.006900,0.031800,0.3847,0.2772,0.2628,0.013900,0,0.2956,0.014000,0.000800,0.002700,0.004000,0.1951,0.001300,0.000800,0,0.007300,0.036400,0.000200,0,0.002200,0.018000,0.001300,0.001700,0.069400,0.014200,0.000100,4.4054,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1652,12394.9688,5538.3281,6245.0312,0,17933.2969,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,5.1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070400,0.003900,0.015000,0.1285,0.014500,0.032600,0.002500,0.008700,2.0151,2.0420,0.001700,0.007200,0.031500,0.3570,0.2534,0.2490,0.013500,0,0.2367,0.014600,0.000700,0.002300,6.4805,6.6974,0.002000,0.000700,0.000400,0.008500,0.039700,0.000300,0,0.002300,0.019600,0.001100,0.001700,0.070900,0.014100,0.000100,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2997,12386.4961,5538.3281,6245.0312,0,17924.8242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1461,0,6.4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.068000,0.003100,0.012800,0.090000,0.015000,0.031200,0.002300,0.009000,1.9819,2.0068,0.001500,0.006700,0.029800,1.3191,0.2574,0.2532,0.014000,0,0.3249,0.014400,0.000800,0.002500,0.004300,0.1880,0.001500,0.000800,0.000100,0.007700,0.038000,0.000200,0,0.002200,0.017400,0.001200,0.001800,0.071100,0.014000,0.000300,3.4500,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7166,12377.3555,5538.3281,6245.0312,0,17915.6836,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,5.0466,0,0,0,396,316,0,0.095000,0,0,0,0,0,0,0,0,0,0,0
,0.066100,0.003000,0.013100,0.088100,0.013500,0.031800,0.002800,0.009500,1.9490,1.9750,0.001600,0.005700,0.032400,0.3603,0.2761,0.2425,0.013800,0,0.2789,0.014900,0.000700,0.002100,0.003800,0.1777,0.001000,0.000600,0.000100,0.006900,0.036400,0.000100,0,0.002400,0.014900,0.001300,0.001500,0.069700,0.014200,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0919,12371.5078,5538.3281,6245.0312,0,17909.8359,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070800,0.003300,0.014600,0.097600,0.015300,0.032000,0.002400,0.008400,1.8726,1.8977,0.001300,0.006000,0.033500,0.4392,0.2806,0.2523,0.014400,0,0.3735,0.017700,0.000900,0.015300,0.004300,0.2112,0.001400,0.000800,0.000100,0.007200,0.038900,0.000300,0,0.002300,0.019200,0.001300,0.001700,0.074100,0.015500,0.000100,4.4200,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,50,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0328,12363.5820,5538.3281,6245.0312,0,17901.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,5.1269,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,0.073300,0.003200,0.014600,0.1008,0.014500,0.034900,0.003100,0.010800,2.1141,2.1456,0.002200,0.009700,0.032600,0.5019,0.2796,0.2424,0.015100,0,0.2486,0.017800,0.001000,0.003000,0.004400,0.2081,0.001400,0.000700,0,0.007700,0.036900,0.000200,0,0.002100,0.015500,0.001500,0.001400,0.070800,0.014200,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6591,12358.6602,5538.3281,6245.0312,0,17896.9883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1331,0,0,0,412,321,0,0.1135,0,0,0,0,0,0,0,0,0,0,0
,0.072300,0.003100,0.015500,0.099700,0.015600,0.036900,0.003000,0.011500,1.7583,1.7904,0.001800,0.006000,0.028900,0.3832,0.2805,0.2526,0.013800,0,0.3176,0.014700,0.000700,0.002300,0.004000,0.1981,0.001200,0.001000,0.000100,0.007200,0.051200,0.000200,0,0.002400,0.024300,0.001200,0.001600,0.086200,0.019200,0.000100,4.1596,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4209,12351.2539,5538.3281,6245.0312,0,17889.5820,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,4.9132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.070500,0.003200,0.013900,0.1173,0.016300,0.034000,0.002600,0.009100,1.9140,1.9386,0.001500,0.006700,0.033200,0.3662,0.2984,0.2580,0.015100,0,0.3272,0.016400,0.000700,0.002900,6.5591,7.6532,0.002000,0.000800,0.000100,0.008200,0.039700,0.000200,0,0.002300,0.018600,0.001400,0.002000,0.093500,0.014200,0.000100,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9520,12345.1484,5538.3281,6245.0312,0,17883.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,0.1739,0,6.5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063800,0.003500,0.014600,0.085500,0.012800,0.031500,0.001800,0.010200,1.8588,1.8833,0.001500,0.005600,0.030200,1.3095,0.2973,0.2670,0.014200,0,0.2956,0.014800,0.000700,0.002500,0.003900,0.1881,0.001200,0.000800,0.000100,0.007400,0.036400,0.000300,0,0.002100,0.016500,0.001300,0.001400,0.067000,0.013400,0.000200,3.3407,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5928,12339.7461,5538.3281,6245.0312,0,17878.0742,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,4.9929,0,0,0,412,320,0,0.091800,0,0,0,0,0,0,0,0,0,0,0
,0.062100,0.003000,0.012300,0.084600,0.013100,0.030100,0.002700,0.008500,1.7226,1.7471,0.001800,0.006200,0.032100,0.4067,0.2935,0.2825,0.016300,0,0.2501,0.014100,0.000700,0.002400,0.004300,0.1767,0.001400,0.000900,0.000100,0.007100,0.037100,0.000400,0,0.002300,0.015500,0.001100,0.001400,0.083900,0.012400,0.000100,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6771,12331.5547,5538.3281,6245.0312,0,17869.8828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.063400,0.002900,0.012900,0.087300,0.013400,0.028600,0.001800,0.008900,1.8047,1.8289,0.001600,0.005100,0.031500,0.3886,0.2741,0.2483,0.014400,0,0.3622,0.016500,0.000800,0.011600,0.003900,0.1992,0.001200,0.000800,0,0.007100,0.036000,0.000200,0,0.002200,0.015500,0.001200,0.001500,0.066800,0.013500,0.000100,4.2883,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,48,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8345,12323.1484,5538.3281,6245.0312,0,17861.4766,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,1,5.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.061800,0.003000,0.013400,0.083600,0.013300,0.030300,0.002400,0.008300,1.8244,1.8487,0.001300,0.005100,0.029400,0.3842,0.2682,0.2459,0.015200,0,0.2822,0.014000,0.000900,0.002700,0.004500,0.2005,0.001200,0.000800,0,0.007100,0.035500,0.000100,0,0.001800,0.015200,0.001900,0.001800,0.095900,0.011200,0.000100,0.039500,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,44,4,47,0,3,0,0,0,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1144,0,25,0,0,0.2988,0.4132,0,1,2,1,12,1,0,1,0,0,0,1,2,4,2,4,2,2,4,0,0,6,1,1,47,25,240,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1173,12318.4453,5538.3281,6245.0312,0,17856.7734,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0.1662,0,0,0,412,320,0,0.090800,0,0,0,0,0,0,0,0,0,0,0
