EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AIController,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/GuLiCommanderGameMode,Ticks/GuLiCombatEffectReplicationComponent,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,RHI/DrawCalls,RHI/PrimitivesDrawn,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,Ticks/GameplayDebuggerPlayerManager,Ticks/PathFollowingComponent,Ticks/GuLiBuildingProductionComponent,Ticks/GuLiBuildingShieldComponent,Exclusive/GameThread/EventWait,FMsgLogf/FMsgLogfCount
,1.3683,0.062600,0.013000,0.079000,0.012300,0.030500,0.002100,0.007100,0.003800,0.025600,0.001400,0.004400,0.024700,0.6428,0.2346,0.2536,0.013400,0.5479,0.2271,0.013000,0.000700,0.002500,0.005000,0.094500,0.001500,0.000900,0.000200,0.006500,0.036900,0.000200,0.001600,0.015900,0.001500,0.001500,0.063600,0.012300,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1320,15035.6055,5446.3164,6208.8594,0,20481.9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1121,0.060900,0.014200,0.077000,0.011600,0.028600,0.002000,0.006800,0.002800,0.023200,0.001200,0.003900,0.024100,0.3383,0.2321,0.2865,0.013500,0,0.2575,0.013700,0.000600,0.013300,0.004500,0.095400,0.001300,0.000600,0.000100,0.006500,0.036200,0.000100,0.001500,0.015500,0.001200,0.001500,0.1004,0.012400,0.000100,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,49,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9757,15032.8320,5446.3164,6208.8594,0,20479.1484,0,0,0,0,0,0,0,0,1,0,2,2,0,0
,1.6070,0.066000,0.014300,0.086700,0.012200,0.032700,0.002200,0.007800,0.003300,0.027300,0.001500,0.005300,0.025900,0.3439,0.2557,0.2411,0.013900,0.9690,0.2393,0.012800,0.001000,0.002400,0.004100,0.098800,0.001100,0.000700,0.000100,0.006200,0.036500,0.000200,0.001800,0.016600,0.001300,0.001900,0.058100,0.012200,0.000200,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2712,15032.6172,5446.3164,6208.8594,0,20478.9336,0,0,406,305,0,0.084700,0,0,0,0,0,0,0,0
,0.1240,0.068200,0.015200,0.085000,0.013200,0.034200,0.002400,0.008200,0.003200,0.039600,0.001300,0.004300,0.023300,0.2910,0.2452,0.2525,0.013000,0,0.2405,0.012300,0.000700,0.002700,0.004600,0.092900,0.001100,0.000700,0.000100,0.006100,0.034900,0.000200,0.001800,0.015500,0.001100,0.001600,0.2358,0.012300,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3290,15033.8047,5446.3164,6208.8594,0,20480.1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1173,0.057700,0.011800,0.093600,0.011000,0.025300,0.001800,0.006600,0.002600,0.023100,0.001200,0.003700,0.021400,0.2744,0.2186,0.2589,0.013500,0,0.2005,0.012000,0.000700,0.002600,0.004400,0.4775,0.001300,0.000700,0.000200,0.006900,0.034300,0.000100,0.001500,0.016200,0.001300,0.001300,0.049300,0.012200,0.000200,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1162,15146.5820,5446.3164,6208.8594,0,20592.8984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.6114,0.063600,0.012900,0.087400,0.012800,0.026500,0.002100,0.006300,0.002700,0.022100,0.001300,0.004300,0.024700,0.3214,0.2505,0.2471,0.015000,1.0227,0.3269,0.012400,0.000800,0.002400,2.2035,2.3013,0.001500,0.000700,0.000100,0.007600,0.040800,0.000200,0.002100,0.017000,0.001800,0.001800,0.055800,0.015000,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0710,15309.1523,5446.3164,6208.8594,0,20755.4688,0,0,404,302,0,0.1154,0,2.1990,0,0,0,0,0,0
,1.5498,0.052700,0.011400,0.068800,0.009800,0.026000,0.001900,0.005900,0.002600,0.021300,0.001100,0.003600,0.020300,0.6227,0.2255,0.2367,0.013600,0.6680,0.3082,0.013800,0.000700,0.002400,0.004400,0.1134,0.000900,0.000700,0.000100,0.005700,0.032500,0.000200,0.001500,0.014100,0.001400,0.001300,0.043300,0.011000,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0393,15425.9375,5446.3164,6208.8594,0,20872.2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.097300,0.1701,0.012400,0.073400,0.010700,0.028400,0.001900,0.006100,0.003000,0.023200,0.001100,0.003600,0.022700,0.3008,0.2278,0.2276,0.013000,0,0.2274,0.010700,0.000400,0.013500,0.004400,0.089900,0.001200,0.000700,0.000100,0.006800,0.035500,0.000200,0.001700,0.015000,0.001200,0.001300,0.049400,0.012400,0.000300,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2311,15523.4922,5446.3164,6208.8594,0,20969.8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1004,0.054600,0.011800,0.070300,0.010500,0.023400,0.001800,0.005600,0.003000,0.021300,0.001000,0.003200,0.047300,0.2951,0.2237,0.2526,0.013300,0,0.2008,0.012000,0.000500,0.002200,0.003600,0.087500,0.000900,0.000600,0.000100,0.006500,0.034300,0.000100,0.001800,0.015400,0.001300,0.001300,0.054400,0.011700,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8300,15522.6602,5446.3164,6208.8594,0,20968.9766,0,0,408,302,0,0.083900,0,0,0,0,0,0,0,0
,1.5864,0.058400,0.014900,0.075300,0.011700,0.030200,0.002600,0.007400,0.003300,0.026700,0.001100,0.004200,0.025300,0.3324,0.2397,0.2429,0.012700,1.0274,0.2441,0.011700,0.000500,0.002000,0.003600,0.086700,0.000900,0.000700,0.000100,0.005900,0.032900,0.000200,0.001300,0.014000,0.001300,0.001400,0.044100,0.010700,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0202,15521.5781,5446.3789,6208.8594,0,20967.9570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1266,0.059300,0.012500,0.077500,0.010600,0.026600,0.002400,0.007000,0.003000,0.024600,0.001200,0.003600,0.021900,0.2965,0.2367,0.2349,0.012400,0,0.2583,0.012500,0.000900,0.002300,0.004700,0.093700,0.001000,0.000700,0.000100,0.006000,0.034200,0.000100,0.001700,0.014500,0.001200,0.001300,0.048300,0.011800,0.000200,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5465,15551.1016,5446.3789,6208.8594,0,20997.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.6032,0.1001,0.012800,0.084800,0.022100,0.027800,0.002000,0.007000,0.003300,0.024100,0.001400,0.004400,0.024000,0.3273,0.2566,0.2514,0.013900,0.9326,0.2904,0.012600,0.000700,0.002400,0.004100,0.1148,0.001300,0.001000,0.000100,0.006700,0.037500,0.000200,0.001500,0.016000,0.001200,0.001600,0.048300,0.012600,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3804,15553.1055,5446.3789,6208.8594,0,20999.4844,0,0,404,302,0,0.1368,0,0,0,0,0,0,0,0
,0.1115,0.061800,0.012700,0.093300,0.012300,0.027800,0.002100,0.007100,0.003400,0.024300,0.001200,0.004300,0.025200,0.3174,0.2581,0.2430,0.012700,0,0.2094,0.011400,0.000800,0.002200,2.1633,2.2614,0.001200,0.000900,0,0.007300,0.039900,0.000100,0.001900,0.018000,0.001400,0.001400,0.071600,0.011900,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7058,15552.6992,5446.3789,6208.8594,0,20999.0781,0,0,0,0,0,0,0,2.1587,0,0,0,0,0,0
,1.5588,0.062100,0.010700,0.099400,0.011700,0.023600,0.001900,0.007200,0.002600,0.023000,0.001300,0.004000,0.021200,0.6775,0.2423,0.2337,0.014500,0.6064,0.3688,0.015500,0.000800,0.011500,0.005100,0.1192,0.001800,0.000900,0.000200,0.008700,0.042800,0.000200,0.002700,0.017600,0.001300,0.001600,0.051000,0.012000,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3597,15552.4258,5446.3789,6208.8594,0,20998.8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1238,0.057400,0.009800,0.071400,0.009600,0.024000,0.001700,0.005800,0.002200,0.021100,0.001100,0.003600,0.019000,0.3028,0.2379,0.2522,0.013200,0,0.2055,0.011800,0.000500,0.002400,0.003900,0.088100,0.001000,0.000800,0.000100,0.006800,0.039800,0.000200,0.001300,0.014300,0.001300,0.001500,0.045800,0.011400,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1725,15551.9375,5446.3789,6208.8594,0,20998.3164,0,0,408,302,0,0.086700,0,0,0,0,0,0,0,0
,1.5716,0.058000,0.011600,0.072900,0.011200,0.026200,0.001800,0.006200,0.002600,0.021800,0.001300,0.003400,0.023500,0.2865,0.2139,0.2359,0.012700,1.0541,0.3048,0.011300,0.000800,0.002500,0.004400,0.099100,0.001200,0.000900,0.000100,0.006700,0.037600,0.000200,0.001900,0.016000,0.001300,0.001500,0.051700,0.012500,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2156,15553.1133,5446.3789,6208.8594,0,20999.4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1133,0.065200,0.013400,0.086100,0.013300,0.030100,0.002100,0.006800,0.003000,0.025100,0.001300,0.004700,0.025700,0.3761,0.2564,0.2885,0.013600,0,0.2574,0.012200,0.000700,0.002500,0.004900,0.1023,0.001400,0.000800,0.000100,0.006200,0.042400,0.000100,0.002000,0.016600,0.001500,0.001500,0.056100,0.013200,0.000100,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,48,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0807,15555.0938,5446.3789,6208.8594,0,21001.4727,0,0,0,0,0,0,0,0,0,0,2,2,0,0
,1.6232,0.062500,0.012600,0.080500,0.011700,0.029700,0.001800,0.006800,0.003200,0.023800,0.001200,0.004200,0.023900,0.3171,0.2363,0.2391,0.012800,1.0220,0.2983,0.012100,0.001000,0.002600,0.004400,0.1011,0.001200,0.000800,0.000100,0.006800,0.037800,0.000200,0.001900,0.017000,0.001400,0.001700,0.052200,0.012900,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4644,15555.1719,5446.3789,6208.8594,0,21001.5508,0,0,404,304,0,0.082700,0,0,0,0,0,0,0,0
,0.1024,0.062700,0.012900,0.096100,0.012300,0.027700,0.002200,0.007100,0.003500,0.025600,0.001300,0.003800,0.023700,0.2886,0.2334,0.2343,0.013300,0,0.2284,0.013200,0.001000,0.003100,2.4857,2.5929,0.001200,0.000800,0.000100,0.007000,0.039300,0.000100,0.001800,0.017100,0.001500,0.001700,0.051100,0.011800,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5105,15555.7969,5446.3789,6208.8594,0,21002.1758,0,0,0,0,0,0,0,2.4807,0,0,0,0,0,0
,1.5799,0.060100,0.013400,0.083100,0.011200,0.029600,0.002100,0.007300,0.003600,0.025500,0.001300,0.003700,0.023900,0.6001,0.2367,0.2623,0.012700,0.7056,0.2584,0.012100,0.000500,0.009200,0.004100,0.090300,0.001300,0.000700,0.000100,0.006100,0.040100,0.000100,0.001900,0.017600,0.001400,0.001500,0.052000,0.014400,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5378,15555.4844,5446.3789,6208.8594,0,21001.8633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1276,0.070000,0.014600,0.1162,0.012100,0.028200,0.002000,0.006800,0.003300,0.023900,0.001400,0.004200,0.023500,0.2848,0.2375,0.2335,0.013500,0,0.2132,0.011300,0.000900,0.002600,0.006200,0.6126,0.001300,0.000800,0.000100,0.033200,0.041900,0.000200,0.002000,0.019900,0.001400,0.001500,0.072500,0.012600,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4138,15559.1562,5446.3789,6208.8594,0,21005.5352,0,0,408,302,0,0.088200,0,0,0,0,0,0,0,0
,1.5817,0.058100,0.012300,0.074100,0.011300,0.026700,0.002000,0.006700,0.008200,0.028300,0.001300,0.004400,0.023100,0.3636,0.2978,0.2518,0.015700,0.8919,0.2624,0.012100,0.000700,0.002400,0.004700,0.097200,0.001100,0.000700,0.000100,0.006700,0.036300,0.000200,0.001800,0.015500,0.001500,0.001400,0.049500,0.037000,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9085,15559.3438,5446.3789,6208.8594,0,21005.7227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1322,0.071500,0.014600,0.1765,0.015400,0.032000,0.002500,0.008100,0.003100,0.027500,0.001300,0.004800,0.022700,0.3098,0.2676,0.2466,0.014600,0,0.2671,0.013200,0.000800,0.002300,0.004400,0.1094,0.001100,0.000800,0.000100,0.007400,0.037200,0.000200,0.001900,0.014600,0.001400,0.002200,0.056800,0.014300,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3975,15560.0586,5446.3789,6208.8594,0,21006.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0033,0.076400,0.014600,0.093400,0.014000,0.033600,0.002400,0.007800,0.003800,0.028400,0.001200,0.004600,0.026800,0.3492,0.2862,0.2979,0.016600,1.3001,0.3194,0.014700,0.000800,0.019500,0.004800,0.1097,0.001400,0.000900,0.000100,0.007700,0.048700,0.000200,0.002200,0.019600,0.001800,0.001700,0.064100,0.016800,0.000200,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9896,15561.8828,5446.3789,6208.8594,0,21008.2617,0,0,404,302,0,0.085800,0,0,0,0,0,0,0,0
,0.1566,0.073400,0.016900,0.1140,0.013600,0.037100,0.002700,0.009600,0.004300,0.032600,0.001400,0.005200,0.028800,0.3705,0.3032,0.3044,0.018300,0,0.2777,0.015400,0.000900,0.003100,2.3986,2.6330,0.001600,0.000700,0.000100,0.006800,0.060600,0.000400,0.002300,0.016600,0.001300,0.001700,0.053100,0.014400,0.000100,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,0,1,2,4,2,2,4,6,1,1,43,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1143,15562.0117,5446.3164,6208.7500,0,21008.3281,0,0,0,0,0,0,0,2.3916,0,0,0,0,0,0
,1.6185,0.057200,0.012700,0.076000,0.010300,0.028600,0.002100,0.006400,0.003300,0.023500,0.001200,0.003800,0.020200,0.6205,0.2319,0.2660,0.012900,0.6981,0.2518,0.012200,0.000800,0.009800,0.004100,0.090200,0.000800,0.000800,0.000100,0.006400,0.036400,0.000200,0.001500,0.015600,0.001400,0.001500,0.047300,0.012300,0.000100,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,12,1,1,1,1,2,4,2,2,4,6,1,1,44,25,240,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1975,15562.0117,5446.3164,6208.7500,0,21008.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
