EVENTS,Exclusive/AllWorkers/MassProcessorTask,Exclusive/GameThread/EngineTickMisc,Exclusive/GameThread/NetworkProfiler,Exclusive/GameThread/AsyncLoading,Exclusive/GameThread/WorldTickMisc,Exclusive/GameThread/Effects,Exclusive/GameThread/NetworkIncoming,NavigationBuildDetailed/GameThread/Navigation_RebuildDirtyAreas,NavigationBuildDetailed/GameThread/Navigation_TickAsyncBuild,NavigationBuildDetailed/GameThread/Navigation_CrowdManager,Exclusive/GameThread/NavigationBuild,Exclusive/GameThread/ResetAsyncTraceTickTime,Exclusive/GameThread/WorldPreActorTick,Exclusive/GameThread/QueueTicks,Exclusive/GameThread/TickActors,Exclusive/GameThread/Animation,Exclusive/GameThread/MassProcessorTask,Exclusive/GameThread/CharacterMovement,Exclusive/GameThread/PlayerControllerTick,Exclusive/GameThread/EventWait/PrePhysics,Exclusive/GameThread/Physics,Exclusive/GameThread/SyncBodies,Exclusive/GameThread/FlushLatentActions,Exclusive/GameThread/TimerManager,GuLiCommanderAuthority/GameThread/WorldTick,Exclusive/GameThread/Tickables,Exclusive/GameThread/AIPerception,Exclusive/GameThread/EnvQueryManager,Exclusive/GameThread/Camera,Exclusive/GameThread/UpdateStreamingState,Exclusive/GameThread/NetworkOutgoing,Exclusive/GameThread/ServerReplicateActors,Exclusive/GameThread/FlushNet,Networking/GameThread/UpdateUnmappedObjects,Exclusive/GameThread/RecordTickCountsToCSV,Exclusive/GameThread/RecordActorCountsToCSV,Exclusive/GameThread/UpdateLevelStreaming,Exclusive/GameThread/DeferredTickTime,Exclusive/GameThread/CsvProfiler,Exclusive/GameThread/LLM,FileIO/QueuedPackagesQueueDepth,FileIO/ExistingQueuedPackagesQueueDepth,ReplicationRPCs/ServerAcknowledgePoseBlocks,NavTasks/NumRemainingTasks_RecastNavMesh-CommanderSoldier,NavTasks/NumRemainingTasks_RecastNavMesh-Default,Basic/TicksQueued,MassActors/NumSpawned,MassActors/NumPooled,ChaosPhysics/AABBTreeDirtyElementCount,ChaosPhysics/AABBTreeDirtyGridOverflowCount,ChaosPhysics/AABBTreeDirtyElementTooLargeCount,ChaosPhysics/AABBTreeDirtyElementNonEmptyCellCount,Replication/NumConnections,Replication/Connections,Replication/InPacketsClientAvg,Replication/InPacketsClientMax,Replication/NumberOfActiveActors,Replication/NumberOfFullyDormantActors,Replication/NumOpenChannels,Replication/NumSkippedObjectEmptyUpdates,Replication/NumTickingChannels,Replication/OutPacketsClientAvg,Replication/OutPacketsClientMax,Replication/SatConnections,Replication/SharedSerializationPropertyHit,Replication/SharedSerializationPropertyMiss,Replication/SharedSerializationRPCHit,Replication/SharedSerializationRPCMiss,Replication/OutgoingReliableMessageQueueMaxSize,Replication/IncomingReliableMessageQueueMaxSize,Replication/InPacketsPerFrame,Replication/OutPacketsPerFrame,Replication/InLostPacketsFoundPerFrame,Replication/OutLostPacketsFoundPerFrame,Replication/Ping,Replication/InRate,Replication/OutRate,Replication/InPacketsLost,Replication/OutPacketsLost,Replication/GatherPrioritizeTimeMS,Replication/NumClientUpdateLevelVisibility,Replication/NumReplicateActorCallsPerConAvg,Replication/OutKBytes,Replication/OutNetGUIDKBytesSec,Replication/ReplicateActorTimeMS,Replication/ServerReplicateActorTimeMS,Replication/AverageJitterInMS,Ticks/AbstractNavData,Ticks/RecastNavMesh,Ticks/CameraComponent,Ticks/SkeletalMeshComponent,Ticks/SkyAtmosphere,Ticks/SpringArmComponent,Ticks/GuLiCommanderGameMode,Ticks/GuLiCommanderCameraPawn,Ticks/GuLiCommanderNetSyncComponent,Ticks/GuLiCommanderPlayerController,Ticks/GuLiCommanderWorldReplicationComponent,Ticks/GuLiConstructionVehiclePawn,Ticks/GuLiEngineeringCrowdFollowingComponent,Ticks/GuLiEngineeringAIController,Ticks/GuLiExternalCharacterMovementComponent,Ticks/GuLiMiningVehicleAIController,Ticks/GuLiMiningVehiclePawn,Ticks/GuLiResourceFactoryActor,Ticks/GuLiTeleportInputComponent,Ticks/GuLiWingmanRelayComponent,Ticks/MassProcessingPhase,Ticks/StartPhysicsTick,Ticks/EndPhysicsTick,Ticks/Total,ActorCount/GuLiTerritoryOutpostActor,ActorCount/GuLiOreClusterObstacleActor,ActorCount/TotalActorCount,LevelStreaming/NumLevelsLoading,LevelStreaming/NumLevelsMakingVisible,LevelStreaming/NumLevelsMakingInvisible,LevelStreaming/NumLevelsPendingPurge,LevelStreamingProfiling/NumStreamingLevelsToConsider,RenderTargetPool/UnusedMB,RenderTargetPool/PeakUsedMB,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,RDGCount/Passes,RDGCount/Buffers,RDGCount/Textures,IoDispatcher/PendingIoRequests,HttpManager/RequestsInQueue,HttpManager/MaxRequestsInQueue,HttpManager/RequestsInFlight,HttpManager/MaxRequestsInFlight,HttpManager/MaxTimeToWaitInQueue,HttpManager/DownloadedMB,HttpManager/BandwidthMbps,HttpManager/DurationMsAvg,FrameTime,MemoryFreeMB,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,Trace/MemoryUsedMb,Trace/BlockPoolMb,Trace/FixedBuffersMb,Trace/SharedBuffersMb,Trace/CacheMb,RHI/DrawCalls,RHI/PrimitivesDrawn,GuLiCommanderPoseDispatch/AttemptedChunks,Ticks/GuLiBuildingShieldComponent,Ticks/GuLiCombatEffectReplicationComponent,Exclusive/GameThread/HandleRPC,Exclusive/GameThread/Pathfinding,GuLiCommanderAuthority/GameThread/FixedStep,FMsgLogf/FMsgLogfCount,CsvProfiler/NumTimestampsProcessed,CsvProfiler/NumCustomStatsProcessed,CsvProfiler/NumEventsProcessed,CsvProfiler/ProcessCSVStats,Ticks/GameplayDebuggerPlayerManager,Exclusive/GameThread/EndOfFrameUpdates,Exclusive/GameThread/GarbageCollection,GC/Count,Exclusive/GameThread/DeleteLinkers,Exclusive/GameThread/LogFlush,Exclusive/GameThread/ActorDestroying,Exclusive/GameThread/ActorSpawning,FMsgLogf/FMsgLogfCount,Exclusive/GameThread/EventWait
,0.1448,0.073200,0.050700,0.012500,0.1001,0.017500,0.076800,0.001700,0.006800,1.2149,1.2341,0.001600,0.005700,0.028200,2.1348,0.3453,0.009300,0.1558,0.003700,0,0.4081,0.026900,0.000900,0.002700,0.005500,0.2428,0.001700,0.001100,0.002600,0.019400,0.053100,0.3667,0.1086,0.001500,0.021300,0.002200,0.001700,0.1074,0.014000,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1006,0,24,0,0,0.3045,0.4051,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5177,9991.6367,5579.9609,6301.7305,0,15571.5977,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.5034,0.070400,0.092500,0.012200,0.096100,0.015100,0.034800,0.003100,0.012000,1.8247,1.8551,0.001600,0.008300,0.038000,2.9021,0.2981,0.015400,0.1561,0.004300,1.4844,0.3997,0.026700,0.000600,0.058100,0.004400,0.1974,0.001300,0.000700,0.002200,0.015700,0.044900,0.3561,0.1892,0.001700,0.020200,0.001400,0.001400,0.095000,0.013800,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,1,13,0,13,1,0,0,3,0,0,0,0,0,0,0,0.087194,0,25,0,0,0.2881,0.3753,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7640,9996.2461,5579.9609,6301.7305,0,15576.2070,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1745,0.078600,0.057800,0.017200,0.1014,0.016500,0.070100,0.002000,0.007700,1.6326,1.6530,0.001600,0.007300,0.034600,1.2995,0.2639,0.015500,0.1708,0.003500,0,0.4614,0.026500,0.000800,0.002500,0.005200,0.2259,0.001300,0.000900,0.001900,0.015500,0.050100,0.3660,0.096500,0.001500,0.021800,0.001300,0.001900,0.1350,0.021900,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1011,0,23,0,0,0.3108,0.4119,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0264,9995.5195,5579.9609,6301.7305,0,15575.4805,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1420,364,0,0.1667,0,0,0,0,0,0,0,0,0,0
,5.5229,0.087400,0.1627,0.013500,0.1165,0.015700,0.066100,0.002400,0.007800,1.7666,1.7893,0.001400,0.006800,0.037200,2.7288,0.2878,0.019000,0.1839,0.002700,2.5757,0.3676,0.031300,0.000700,0.002700,0.008700,1.2071,0.003300,0.001200,0.003700,0.025200,0.046800,0.5257,0.2225,0.001600,0.021700,0.001500,0.002100,0.1309,0.013700,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,3,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.1174,0,35,0,0,0.5050,0.6224,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5494,9994.0273,5579.9609,6301.7305,0,15573.9883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2158,0.075100,0.046100,0.016900,0.1412,0.017700,0.1154,0.002300,0.009000,1.8682,1.8922,0.002100,0.009700,0.041800,1.3499,0.3611,0.016300,0.2338,0.003900,0,0.3460,0.024100,0.001000,0.002600,5.8769,6.0965,0.002400,0.001000,0.005100,0.022800,0.049100,0.2772,0.1023,0.001600,0.024500,0.001500,0.001700,0.1762,0.020700,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.086516,0,17,0,0,0.2250,0.3115,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3957,9996.4219,5579.9609,6301.7305,0,15576.3828,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0.081600,0,5.8718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.3363,0.064400,0.091300,0.011900,0.092100,0.014000,0.061300,0.002000,0.006600,1.4732,1.4924,0.001800,0.008100,0.035200,2.6309,0.3530,0.016900,0.1809,0.003200,2.2485,0.3849,0.025700,0.000700,0.002800,0.006700,0.2157,0.001700,0.000700,0.002400,0.014300,0.044100,0.3819,0.2011,0.001500,0.019600,0.001300,0.001400,0.1006,0.013500,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,1,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.099510,0,27,0,0,0.3069,0.4064,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7111,9995.2109,5579.9609,6301.7305,0,15575.1719,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1284,351,0,0.1361,0,0,0,0,0,0,0,0,0,0
,0.1735,0.068900,0.048200,0.012800,0.1011,0.016100,0.076900,0.002400,0.008800,1.7768,1.8031,0.002200,0.007600,0.040000,2.2900,0.2841,0.018500,0.1794,0.004100,0,0.3978,0.027300,0.000900,0.002300,0.004600,0.2022,0.001400,0.001100,0.002500,0.014400,0.050600,0.4729,0.1013,0.002000,0.022500,0.001500,0.002000,0.1393,0.009800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.090998,0,22,0,0,0.4173,0.5083,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5193,9994.7617,5579.9609,6301.7305,0,15574.7227,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1799,0.077500,0.093200,0.015600,0.1077,0.016200,0.1065,0.003600,0.011300,1.7795,1.8138,0.001600,0.008300,0.038000,2.4951,0.2436,0.017000,0.1634,0.002200,2.4031,0.3429,0.027800,0.000800,0.062000,0.004000,0.2044,0.001400,0.000700,0.002100,0.016200,0.046300,0.3763,0.1798,0.001400,0.020300,0.001400,0.001500,0.1036,0.013900,0.000300,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,1,13,0,13,1,0,1,3,0,0,0,0,0,0,0,0.095405,0,29,0,0,0.3077,0.4031,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2307,9995.0664,5579.9609,6301.7305,0,15575.0273,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1419,0.1522,0.040400,0.011800,0.1007,0.043100,0.1234,0.001700,0.006600,1.6666,1.6843,0.001600,0.006400,0.033000,2.6077,0.2821,0.011400,0.1528,0.002200,0,0.4492,0.034800,0.000900,0.029200,0.004500,0.2111,0.001800,0.000800,0.002200,0.016100,0.046600,0.2759,0.1050,0.001600,0.020400,0.001200,0.001500,0.1116,0.011400,0.000200,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.082403,0,21,0,0,0.2226,0.3050,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8629,9994.9492,5579.9609,6301.7305,0,15574.9102,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1412,364,0,0.1617,0,0,0,0,0,0,0,0,0,0
,5.2168,0.066700,0.090500,0.013800,0.093500,0.014500,0.032200,0.002400,0.009900,2.1043,2.1298,0.001900,0.008600,0.034900,1.7719,0.2611,0.016000,0.1927,0.003300,3.0724,0.4411,0.035800,0.000800,0.003600,0.004700,0.2240,0.001500,0.000900,0.002100,0.016000,0.045700,0.4042,0.2226,0.001500,0.025000,0.001400,0.001700,0.1015,0.012800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,2,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.094898,0,28,0,0,0.3376,0.4325,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3468,9995.0742,5579.9609,6301.7305,0,15575.0352,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1764,0.072500,0.074600,0.016700,0.1561,0.017700,0.1145,0.002500,0.009400,1.7942,1.8194,0.001700,0.010500,0.040800,2.1902,0.2620,0.015200,0.1570,0.003500,0,0.3463,0.024400,0.000700,0.004600,5.8553,6.1642,0.002600,0.001100,0.005400,0.026200,0.065200,0.5666,0.087900,0.005200,0.022000,0.001200,0.001600,0.1166,0.014700,0.000100,0,0,0,0,0,57,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,1,1,0,34,5,0,1,1,0,2,1,0,0,0,0,0,0,0,0.1549,0,26,0,0,0.4730,0.6279,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,57,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2841,9994.9336,5579.9609,6301.7305,0,15574.8945,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,2,1,0.080500,0,5.8493,0,1004,252,0,0.1658,0,0,0,0,0,0,0,0,0,0
,5.1811,0.077800,0.1033,0.017000,0.099600,0.017400,0.079600,0.002800,0.010900,1.8869,1.9136,0.001400,0.006400,0.037300,2.5135,0.2780,0.015200,0.1712,0.002600,2.3443,0.3533,0.026600,0.000600,0.001800,0.004200,0.2020,0.001700,0.000900,0.001800,0.014000,0.052000,0.5272,0.1931,0.001700,0.024400,0.001500,0.001700,0.1299,0.018000,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,46,2,49,0,3,3,3,0,1,13,0,13,0,0,2,3,0,0,0,0,0,0,0,0.1211,0,29,0,0,0.4453,0.5664,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8055,9995.7812,5579.9609,6301.7305,0,15575.7422,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1323,0.076500,0.047500,0.015400,0.1079,0.017300,0.071900,0.002400,0.007700,1.7129,1.7356,0.001700,0.006600,0.036000,2.3361,0.2382,0.014900,0.1641,0.003200,0,0.5196,0.025300,0.000600,0.002700,0.004200,0.2051,0.001500,0.000800,0.002300,0.014100,0.1327,0.3342,0.095600,0.001700,0.023800,0.001600,0.002700,0.095700,0.013600,0.000300,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,46,2,49,0,5,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.097197,0,21,0,0,0.2692,0.3664,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1905,9992.6602,5579.9609,6301.7305,0,15572.6211,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4.3925,0.082100,0.1108,0.013900,0.1009,0.014600,0.082100,0.002200,0.007500,1.7932,1.8156,0.002200,0.009200,0.039800,2.8566,0.3499,0.017900,0.2254,0.004900,1.1894,0.3157,0.025800,0.000500,0.062300,0.004400,0.2051,0.001400,0.000700,0.002000,0.016100,0.047900,0.3855,0.2449,0.001400,0.019800,0.001200,0.001800,0.1146,0.015300,0.000100,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,3,3,0,1,13,0,13,1,0,2,3,0,0,0,0,0,0,0,0.098698,0,29,0,0,0.3113,0.4100,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9472,9990.3984,5579.9609,6301.7305,0,15570.3594,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1656,0.065500,0.040800,0.011900,0.087500,0.014000,0.032000,0.002400,0.010200,1.6418,1.6668,0.001600,0.006800,0.032400,1.9000,0.3084,0.017500,0.1624,0.002700,0,0.3513,0.024800,0.000900,0.002800,0.004900,0.2008,0.001500,0.001000,0.002500,0.017000,0.045500,0.3009,0,0.001500,0.017700,0.001300,0.001600,0.1014,0.015300,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083990,0,23,0,0,0.2500,0.3340,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2860,9994.4297,5579.9609,6301.7305,0,15574.3906,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,1852,464,0,0.1879,0,0,0,0,0,0,0,0,0,0
,5.1966,0.067700,0.1754,0.012800,0.094300,0.014400,0.066100,0.002000,0.007000,1.9978,2.0172,0.001400,0.008400,0.033900,1.6764,0.2951,0.015500,0.1705,0.003300,3.1195,0.3496,0.027200,0.000700,0.003200,0.004200,0.2102,0.001600,0.000900,0.002300,0.016100,0.046700,0.4199,0.1763,0.001500,0.021800,0.001800,0.001400,0.1056,0.013700,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,3,3,0,2,13,0,13,0,0,1,3,0,0,0,0,0,0,0,0.097699,0,27,0,0,0.3493,0.4470,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7951,9989.2852,5579.9609,6301.7305,0,15569.2461,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1457,0.078100,0.048400,0.013400,0.1221,0.014300,0.1155,0.002200,0.008500,1.5646,1.5864,0.001700,0.008000,0.034900,2.2764,0.2577,0.014500,0.1624,0.002900,0,0.4780,0.030100,0.000800,0.003200,5.9106,6.1427,0.001900,0.000900,0.003800,0.019900,0.046900,0.3380,0.075900,0.001500,0.021500,0.001500,0.001900,0.1109,0.014200,0.000300,0,0,0,0,0,55,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0.096910,0,26,0,0,0.2782,0.3751,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7393,9988.6055,5579.9609,6301.7305,0,15568.5664,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0.1002,0,5.9045,0,983,252,0,0.1182,0,0,0,0,0,0,0,0,0,0
,5.1593,0.068100,0.089300,0.014000,0.1001,0.015200,0.035000,0.002100,0.009300,1.6757,1.6991,0.001300,0.007700,0.034400,3.4477,0.2399,0.014600,0.1477,0.003000,1.5205,0.3479,0.026000,0.000600,0.002500,0.004100,0.2187,0.001800,0.001100,0.002500,0.016400,0.050200,0.3692,0.1834,0.002000,0.026900,0.001400,0.001600,0.1094,0.014000,0.000400,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,2,2,0,1,13,0,13,0,0,0,2,0,0,0,0,0,0,0,0.095591,0,23,0,0,0.2972,0.3928,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4468,9988.5273,5579.9609,6301.7305,0,15568.4883,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1596,0.083100,0.061400,0.013900,0.1027,0.014400,0.078600,0.002400,0.008300,1.8634,1.8864,0.001800,0.007300,0.036000,2.8008,0.2716,0.013900,0.1526,0.002700,0,0.4799,0.032900,0.000900,0.002200,0.005400,1.1032,0.001500,0.000900,0.002000,0.016700,0.039900,0.4254,0.094900,0.001200,0.018500,0.001300,0.001600,0.1176,0.012900,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,2,2,44,4,47,0,3,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.097100,0,32,0,0,0.3778,0.4749,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7633,9988.1875,5579.9609,6301.7305,0,15568.1484,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5.1292,0.067000,0.050300,0.013700,0.1010,0.017000,0.061100,0.002200,0.008000,1.7760,1.7984,0.001300,0.006400,0.036000,1.2613,0.2698,0.014000,0.1640,0.003000,3.7657,0.3922,0.033300,0.000800,0.072200,0.005400,0.2435,0.001500,0.001200,0.003500,0.017700,0.046600,0.2803,0.078900,0.001400,0.022000,0.001300,0.001600,0.099600,0.013300,0.000200,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,44,4,47,0,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.086710,0,16,0,0,0.2078,0.2945,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,55,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5484,9989.3633,5579.9609,6301.7305,0,15569.3242,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.1849,0.064300,0.092100,0.014500,0.092700,0.015400,0.037000,0.002200,0.010000,1.7701,1.7942,0.001900,0.009700,0.040800,2.4079,0.3203,0.014400,0.1655,0.003500,0,0.3926,0.028100,0.000500,0.001800,0.004200,0.1825,0.001200,0.000800,0.001800,0.014000,0.039100,0.3633,0.1809,0.001400,0.018200,0.001200,0.001400,0.3391,0.014800,0.000100,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,44,4,47,0,3,3,3,0,0,13,0,13,0,0,0,3,0,0,0,0,0,0,0,0.094090,0,30,0,0,0.2919,0.3860,0,1,2,2,12,1,1,1,1,1,1,1,2,4,2,4,2,2,4,1,1,6,1,1,54,25,240,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5994,9988.4062,5579.9609,6301.7305,0,15568.3672,32.8811,0.4375,32.0039,0.000977,0.4387,0,0,13,0,0,0,0,0,0,1527,450,0,0.1193,0,0,0,0,0,0,0,0,0,0
